Split,vsLHB
Range,L10
Dates,="8/19/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:05 PM,Kumar Rocker,vs,24.0,118,5.60,0.330,0.418,1.96,0.264,0.594,6,2.25,63,30.7%,22.9%,22.7%,14.5%,10.12,12,10.2%,61.0%,6.7%,79,39.2%,7,8.9%,34.2%,18.5%,27.8%
6:35 PM,Will Warren,@,27.1,125,5.59,0.306,0.398,1.65,0.279,0.586,6,1.98,65,22.1%,18.4%,21.5%,9.0%,7.57,11,8.8%,60.3%,5.4%,90,48.9%,9,10.0%,20.0%,27.8%,26.7%
6:35 PM,Chris Bassitt,vs,29.2,142,5.49,0.304,0.379,1.75,0.192,0.496,5,1.52,62,18.0%,14.8%,13.5%,8.4%,6.37,14,9.9%,57.3%,6.8%,105,34.3%,8,7.6%,28.6%,16.7%,18.1%
6:40 PM,Max Scherzer,@,24.0,117,7.60,0.297,0.397,1.83,0.248,0.545,7,2.62,55,14.9%,12.0%,9.0%,7.4%,5.25,14,12.0%,56.4%,7.0%,88,30.7%,9,10.2%,30.7%,22.2%,31.8%
1:10 PM,Robert Stock,vs,8.2,44,4.60,0.278,0.376,1.96,0.167,0.444,1,1.04,16,27.7%,27.3%,24.0%,13.5%,12.46,7,15.9%,54.5%,6.5%,24,20.8%,3,12.5%,33.3%,12.5%,25.0%
2:20 PM,Sean Newcomb,@,4.1,20,1.72,0.278,0.288,1.62,-,0.278,0,-,5,30.0%,30.0%,46.2%,13.0%,12.46,2,10.0%,57.1%,10.1%,12,50.0%,0,-,8.3%,-,33.3%
1:40 PM,AJ Smith-Shawver,@,3.0,13,2.77,0.273,0.277,1.33,-,0.273,0,-,3,4.8%,15.4%,22.2%,2.2%,6.00,1,7.7%,46.2%,13.3%,10,60.0%,1,10.0%,40.0%,-,10.0%
6:40 PM,Matthew Liberatore,@,11.2,53,4.30,0.273,0.345,1.63,0.091,0.364,1,0.77,16,28.4%,24.5%,23.2%,12.5%,10.03,7,13.2%,60.4%,7.5%,31,45.2%,1,3.2%,19.4%,16.7%,16.1%
4:10 PM,Payton Tolle,vs,16.2,72,4.54,0.269,0.320,1.38,0.179,0.448,3,1.62,30,34.1%,20.8%,21.7%,17.0%,8.10,5,6.9%,56.9%,7.4%,52,32.7%,2,3.8%,23.1%,25.0%,15.4%
12:35 PM,Jackson Jobe,@,6.0,27,7.43,0.261,0.409,1.33,0.348,0.609,2,3.00,14,26.2%,22.2%,26.1%,12.0%,9.00,2,7.4%,66.7%,6.5%,17,70.6%,4,23.5%,41.2%,14.3%,29.4%
8:40 PM,Kyle Freeland,vs,22.2,94,3.01,0.256,0.295,1.19,0.144,0.400,2,0.79,36,24.7%,21.3%,26.0%,12.7%,7.94,4,4.3%,65.6%,11.4%,70,27.1%,8,11.4%,24.3%,11.8%,20.0%
6:05 PM,Aaron Nola,vs,38.1,167,5.32,0.255,0.338,1.38,0.228,0.483,9,2.11,72,30.4%,24.0%,21.1%,14.1%,9.39,15,9.0%,60.0%,5.8%,111,46.8%,11,9.9%,34.2%,23.7%,21.6%
12:35 PM,Paul Skenes,vs,32.0,140,3.54,0.238,0.326,1.38,0.180,0.418,3,0.84,51,28.4%,27.1%,21.5%,14.7%,10.69,15,10.7%,57.4%,6.4%,84,48.8%,10,11.9%,32.1%,7.4%,15.5%
6:40 PM,Parker Messick,vs,14.1,59,2.54,0.232,0.260,1.12,0.089,0.321,1,0.63,18,21.6%,25.4%,25.9%,10.6%,9.42,3,5.1%,66.7%,4.8%,41,29.3%,1,2.4%,12.2%,20.0%,4.9%
1:10 PM,Michael King,@,37.1,157,4.52,0.227,0.292,1.29,0.128,0.355,5,1.21,50,20.1%,19.1%,16.5%,9.5%,7.23,16,10.2%,66.9%,4.2%,111,27.9%,8,7.2%,27.0%,13.3%,10.8%
8:10 PM,Walbert Urena,@,27.1,123,4.64,0.223,0.310,1.50,0.107,0.330,2,0.66,34,27.4%,17.9%,15.3%,12.6%,7.24,18,14.6%,56.5%,6.9%,81,38.3%,4,4.9%,23.5%,10.5%,9.9%
4:10 PM,Brandon Pfaadt,@,33.1,126,2.62,0.220,0.231,0.90,0.073,0.293,1,0.27,36,17.2%,15.1%,14.7%,8.5%,5.13,3,2.4%,69.8%,8.3%,104,30.8%,3,2.9%,19.2%,5.0%,14.4%
7:40 PM,Dustin May,vs,27.2,117,3.61,0.220,0.284,1.37,0.070,0.290,2,0.65,29,25.2%,25.6%,21.6%,11.4%,9.76,16,13.7%,65.0%,6.7%,71,40.8%,2,2.8%,25.4%,11.1%,15.5%
2:20 PM,Clay Holmes,vs,34.2,139,3.45,0.219,0.266,1.10,0.109,0.328,2,0.52,42,16.9%,15.8%,16.4%,7.4%,5.71,10,7.2%,54.0%,7.6%,107,48.6%,4,3.7%,18.7%,10.0%,14.0%
6:40 PM,Chase Burns,vs,39.0,166,3.64,0.214,0.289,1.26,0.131,0.345,4,0.92,50,30.1%,26.5%,20.5%,15.0%,10.15,18,10.8%,61.4%,5.3%,103,35.0%,7,6.8%,30.1%,12.9%,19.4%
1:40 PM,Taj Bradley,vs,35.1,152,4.23,0.211,0.297,1.33,0.150,0.361,5,1.27,48,28.2%,27.0%,21.1%,13.6%,10.44,19,12.5%,63.8%,7.0%,92,39.1%,11,12.0%,30.4%,17.9%,15.2%
6:40 PM,Drew Rasmussen,vs,34.0,140,3.10,0.209,0.261,1.03,0.109,0.318,3,0.79,41,26.0%,25.7%,17.3%,13.3%,9.53,8,5.7%,63.6%,7.4%,93,33.3%,5,5.4%,28.0%,11.5%,15.1%
8:05 PM,Cade Cavalli,@,35.0,135,3.93,0.203,0.271,0.94,0.188,0.391,6,1.54,50,23.3%,25.9%,22.9%,11.4%,9.00,7,5.2%,60.3%,11.0%,93,43.0%,6,6.5%,26.9%,24.0%,9.7%
8:40 PM,Roki Sasaki,@,32.2,132,4.45,0.203,0.300,1.13,0.212,0.415,5,1.38,49,34.6%,22.7%,21.9%,17.5%,8.27,13,9.8%,54.5%,6.9%,89,39.3%,6,6.7%,20.2%,27.8%,12.4%
6:05 PM,Sandy Alcantara,@,36.2,147,3.43,0.178,0.246,1.06,0.093,0.271,2,0.49,35,20.9%,21.1%,18.7%,9.9%,7.61,16,10.9%,57.8%,6.9%,100,30.0%,5,5.0%,25.0%,8.0%,13.0%
7:40 PM,Logan Gilbert,@,40.2,153,2.14,0.177,0.220,0.79,0.122,0.299,3,0.66,44,32.0%,31.4%,24.1%,17.4%,10.62,6,3.9%,70.6%,7.4%,99,34.3%,5,5.1%,29.3%,10.3%,16.2%
