Matchup,LAA @ MIN
Pitcher,Zebby Matthews
Pitcher Team,MIN
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.0,249,0.239,0.319,0.452,0.213,1.16,13,1.92,6.4%,23.5%,20.5%,20.7%,10.8%,7.52,66.7%,9.0%,12.8%,40.0%,31.7%,19.3%,20.6%
vsLHB,33.0,142,0.252,0.340,0.465,0.213,1.33,7,1.91,8.5%,22.0%,22.5%,22.9%,10.1%,8.73,64.1%,9.1%,15.6%,44.8%,37.5%,16.7%,24.0%
vsRHB,28.0,107,0.223,0.291,0.437,0.214,0.96,6,1.93,3.7%,25.4%,17.8%,17.9%,11.9%,6.11,70.1%,8.9%,9.5%,34.5%,25.0%,23.8%,16.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mike Trout RHB,,N/A,37,4.60,10,2,2,88.1,335.0,4,2,30.0%,-,10.0%,50.0%,50.0%,76.5,72.7%,54.5%,45.5%,78.6%,50.0%,30.0%,66.7%,20.0%,50.0%,30.0%,50.0%,20.0%,40.0%
Tyler Heineman SHB,—,N/A,8,3.20,10,1,1,76.7,226.5,1,1,10.0%,10.0%,40.0%,20.0%,70.0%,64.1,-,31.2%,12.5%,100.0%,70.0%,20.0%,50.0%,50.0%,30.0%,60.0%,20.0%,20.0%,16.7%
Josh Lowe LHB,,N/A,13,3.60,10,1,3,94.7,299.2,5,4,20.0%,-,20.0%,60.0%,30.0%,74.5,47.4%,36.8%,10.5%,95.0%,70.0%,60.0%,16.7%,10.0%,20.0%,40.0%,30.0%,30.0%,37.5%
Jo Adell RHB,—,N/A,32,4.00,10,0,0,83.5,254.3,0,0,-,-,-,20.0%,10.0%,76.7,76.9%,30.8%,7.7%,86.7%,30.0%,30.0%,0.0%,-,70.0%,30.0%,40.0%,30.0%,33.3%
Jose Siri RHB,—,N/A,16,2.60,10,0,0,91.8,142.5,0,0,-,-,10.0%,30.0%,10.0%,73.2,31.2%,25.0%,18.8%,94.1%,20.0%,10.0%,0.0%,10.0%,50.0%,40.0%,40.0%,20.0%,66.7%
Denzer Guzman RHB,,N/A,23,4.40,10,0,0,88.2,259.7,3,0,-,-,20.0%,20.0%,40.0%,74.8,53.8%,46.2%,15.4%,100.0%,50.0%,20.0%,0.0%,30.0%,50.0%,60.0%,20.0%,20.0%,11.1%
Jorge Soler RHB,,N/A,20,4.00,10,0,1,89.2,282.2,2,1,10.0%,-,20.0%,30.0%,40.0%,75.9,57.1%,35.7%,21.4%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,60.0%,30.0%,10.0%,33.3%
Oswald Peraza RHB,—,N/A,17,3.80,10,0,0,83.0,245.8,1,0,-,-,10.0%,20.0%,10.0%,73.7,35.7%,28.6%,7.1%,100.0%,30.0%,20.0%,0.0%,10.0%,70.0%,30.0%,30.0%,40.0%,40.0%
Logan O'Hoppe RHB,,N/A,18,4.00,10,0,0,89.5,190.9,1,0,10.0%,10.0%,20.0%,50.0%,40.0%,69.6,-,53.8%,46.2%,92.9%,40.0%,-,-,40.0%,40.0%,50.0%,40.0%,10.0%,55.6%
Wade Meckler LHB,,N/A,14,2.80,10,0,0,85.0,245.3,2,1,-,-,10.0%,30.0%,70.0%,65.7,-,60.0%,10.0%,100.0%,60.0%,10.0%,0.0%,50.0%,40.0%,20.0%,30.0%,50.0%,20.0%
Vaughn Grissom RHB,,N/A,17,4.00,10,0,0,82.7,258.7,3,1,-,-,10.0%,-,50.0%,71.0,22.2%,38.9%,-,94.7%,70.0%,40.0%,0.0%,30.0%,20.0%,10.0%,50.0%,40.0%,40.0%
Zach Neto RHB,,N/A,34,4.40,10,0,0,85.6,199.6,2,0,-,-,20.0%,20.0%,10.0%,71.4,10.5%,26.3%,10.5%,90.5%,20.0%,20.0%,0.0%,-,50.0%,40.0%,30.0%,30.0%,42.9%
Nolan Schanuel LHB,,N/A,18,4.00,10,0,0,86.1,228.0,0,0,-,-,-,20.0%,20.0%,67.6,7.7%,38.5%,-,100.0%,40.0%,30.0%,0.0%,10.0%,60.0%,20.0%,60.0%,20.0%,30.0%
