Matchup,COL @ ATH
Pitcher,Gage Jump
Pitcher Team,ATH
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,18.1,73,0.234,0.265,0.266,0.031,1.09,0,-,6.8%,21.3%,17.8%,16.0%,11.2%,6.38,68.9%,7.4%,3.8%,30.2%,22.6%,-,13.2%
vsLHB,4.2,20,0.312,0.321,0.312,-,1.50,0,-,10.0%,23.5%,15.0%,21.4%,12.9%,5.79,65.0%,6.5%,6.7%,26.7%,26.7%,-,13.3%
vsRHB,13.1,53,0.208,0.246,0.250,0.042,0.98,0,-,5.7%,20.6%,18.9%,14.9%,10.6%,6.75,70.4%,7.7%,2.6%,31.6%,21.1%,-,13.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+201,32,17,4.40,1,1,0.250,0.294,0.562,0.312,0.363,5.9%,31.4%,35.3%,18.6%,86.1,312.1,3,1,10.0%,-,10.0%,50.0%,40.0%,76.1,52.0%,16.0%,8.0%,73.5%,20.0%,50.0%,20.0%,60.0%,50.0%,40.0%,10.0%,53.3%
Ezequiel Tovar RHB,,+410,17,17,4.00,0,0,0.059,0.059,0.118,0.059,0.075,-,26.9%,29.4%,17.7%,85.5,287.4,4,1,-,-,25.0%,16.7%,25.0%,72.7,26.0%,16.0%,2.0%,98.0%,66.7%,0.0%,16.7%,16.7%,25.0%,58.3%,16.7%,41.2%
Willi Castro SHB,,+400,19,15,4.60,0,0,0.357,0.400,0.357,-,0.340,6.7%,25.0%,6.7%,13.5%,81.0,182.1,0,0,7.7%,7.7%,23.1%,23.1%,23.1%,74.9,52.5%,10.0%,5.0%,100.0%,7.7%,0.0%,23.1%,38.5%,53.8%,23.1%,23.1%,36.8%
Brett Sullivan LHB,—,N/A,4,14,2.00,0,1,0.286,0.286,0.357,0.071,0.281,-,27.3%,21.4%,14.0%,79.0,234.5,2,1,-,-,27.3%,18.2%,27.3%,65.6,-,38.9%,11.1%,90.0%,18.2%,0.0%,27.3%,36.4%,36.4%,45.5%,18.2%,27.3%
Kyle Karros RHB,,+548,31,12,3.40,0,1,0.167,0.167,0.250,0.083,0.180,-,17.4%,16.7%,9.3%,86.1,261.5,3,1,10.0%,10.0%,30.0%,50.0%,50.0%,70.6,-,28.6%,14.3%,91.3%,60.0%,0.0%,-,30.0%,50.0%,20.0%,30.0%,30.0%
Troy Johnston LHB,,+218,16,12,4.00,0,1,0.200,0.250,0.300,0.100,0.234,8.3%,30.8%,16.7%,16.7%,91.3,287.5,2,1,11.1%,11.1%,22.2%,44.4%,22.2%,69.2,-,29.2%,8.3%,92.3%,44.4%,0.0%,22.2%,33.3%,33.3%,33.3%,33.3%,50.0%
TJ Rumfield LHB,,+445,16,11,4.40,0,0,0.200,0.273,0.200,-,0.221,9.1%,36.8%,18.2%,15.2%,81.2,224.8,2,1,-,-,-,12.5%,25.0%,70.2,23.1%,23.1%,-,68.4%,37.5%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,15.4%
Chad Stevens RHB,,+550,2,11,1.60,0,1,-,0.091,-,-,0.059,9.1%,24.1%,45.5%,12.7%,71.8,319.7,1,0,20.0%,-,20.0%,20.0%,60.0%,70.7,26.1%,8.7%,4.3%,85.2%,40.0%,0.0%,-,60.0%,20.0%,20.0%,60.0%,22.2%
Jake McCarthy LHB,,+700,11,10,4.80,0,0,0.200,0.200,0.300,0.100,0.216,-,33.3%,40.0%,21.1%,82.9,139.0,0,0,-,-,33.3%,16.7%,33.3%,72.6,33.3%,14.3%,4.8%,87.5%,-,-,33.3%,50.0%,33.3%,50.0%,16.7%,37.5%
Edouard Julien LHB,—,N/A,3,10,2.80,0,1,-,0.100,-,-,0.065,10.0%,53.3%,60.0%,25.8%,83.3,348.7,2,1,-,-,-,66.7%,33.3%,68.6,-,22.2%,-,64.3%,66.7%,0.0%,-,33.3%,33.3%,-,66.7%,50.0%
Braxton Fulford RHB,,+421,12,9,2.20,0,0,-,0.111,-,-,0.072,11.1%,38.5%,66.7%,19.6%,80.8,256.5,0,0,-,-,-,-,-,72.2,21.7%,-,-,88.5%,100.0%,0.0%,-,-,-,-,100.0%,30.0%
Cole Carrigg SHB,—,N/A,2,4,4.00,0,0,-,-,-,-,-,-,22.2%,25.0%,13.3%,73.5,227.5,1,1,-,-,33.3%,33.3%,33.3%,75.0,44.4%,11.1%,-,100.0%,66.7%,0.0%,-,-,33.3%,-,66.7%,50.0%
Sterlin Thompson LHB,—,N/A,-,3,2.00,0,0,0.333,0.333,0.333,-,0.297,-,30.0%,66.7%,15.0%,74.8,248.9,0,0,-,-,-,-,100.0%,75.4,50.0%,-,-,80.0%,100.0%,0.0%,-,-,-,-,100.0%,33.3%
