Split,vsRHB
Range,Season
Dates,="7/25/2026"
Games,10

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Brady Basso,@,5.2,28,5.39,0.360,0.453,1.94,0.320,0.680,1,1.59,17,22.4%,10.7%,13.6%,11.3%,4.76,2,7.1%,50.0%,4.1%,23,47.8%,4,17.4%,21.7%,20.0%,8.7%
7:05 PM,Bryce Elder,@,36.1,168,5.11,0.306,0.360,1.60,0.185,0.490,8,1.98,77,22.3%,19.0%,19.9%,10.8%,7.93,10,6.0%,66.5%,7.4%,125,46.4%,10,8.0%,21.6%,29.6%,16.8%
7:10 PM,Mike Paredes,vs,13.1,57,4.00,0.269,0.334,1.35,0.192,0.462,2,1.35,24,24.0%,22.8%,22.4%,11.5%,8.78,4,7.0%,65.5%,9.1%,40,52.5%,4,10.0%,32.5%,15.4%,15.0%
7:05 PM,Brandon Young,vs,37.0,160,2.48,0.267,0.292,1.32,0.093,0.360,2,0.49,54,26.5%,23.8%,22.0%,13.0%,9.24,9,5.6%,69.6%,8.5%,113,40.7%,5,4.4%,23.0%,7.7%,15.0%
6:10 PM,Nick Martinez,vs,47.0,192,3.46,0.258,0.284,1.11,0.104,0.363,3,0.57,66,15.2%,12.0%,12.8%,7.9%,4.40,5,2.6%,64.6%,7.8%,161,30.4%,10,6.2%,23.6%,7.9%,21.7%
7:10 PM,Ryan Feltner,@,34.2,148,5.32,0.257,0.346,1.36,0.243,0.500,7,1.82,68,24.2%,16.9%,16.7%,12.0%,6.49,12,8.1%,57.7%,7.7%,111,40.5%,12,10.8%,27.9%,22.6%,21.6%
7:10 PM,Robert Gasser,vs,34.2,148,5.58,0.254,0.336,1.18,0.239,0.493,9,2.34,68,18.8%,19.6%,15.5%,10.1%,7.53,6,4.1%,66.9%,9.6%,110,29.1%,9,8.2%,31.8%,22.9%,22.7%
6:10 PM,Tanner Bibee,@,51.1,212,4.17,0.251,0.298,1.25,0.128,0.379,6,1.05,74,21.9%,16.0%,14.6%,9.7%,5.96,15,7.1%,67.1%,7.2%,163,42.3%,10,6.1%,25.8%,11.9%,18.4%
6:05 PM,Tim Mayza,vs,23.1,98,3.23,0.250,0.305,1.24,0.185,0.435,3,1.16,40,25.8%,27.6%,21.3%,12.2%,10.41,6,6.1%,66.0%,5.8%,65,52.3%,6,9.2%,29.2%,10.5%,12.3%
6:40 PM,Shota Imanaga,@,82.0,337,4.43,0.244,0.308,1.15,0.187,0.430,15,1.65,136,28.9%,21.7%,17.4%,15.2%,8.01,17,5.0%,60.4%,5.3%,244,35.7%,22,9.0%,29.1%,18.3%,19.7%
6:05 PM,Ryan Weathers,@,79.1,334,4.26,0.242,0.312,1.25,0.183,0.425,14,1.59,130,26.7%,25.1%,20.1%,12.0%,9.53,25,7.5%,59.7%,5.7%,223,42.2%,24,10.8%,23.8%,22.6%,17.0%
7:15 PM,Hunter Greene,@,6.2,26,5.05,0.240,0.330,1.05,0.280,0.520,2,2.70,13,23.3%,30.8%,19.5%,13.1%,10.80,1,3.8%,69.2%,8.4%,17,35.3%,2,11.8%,35.3%,33.3%,5.9%
7:10 PM,Sean Burke,vs,41.2,174,3.34,0.234,0.296,1.15,0.133,0.367,4,0.86,58,26.1%,25.9%,18.8%,12.4%,9.72,11,6.3%,62.9%,7.6%,113,32.7%,8,7.1%,26.5%,6.7%,21.2%
6:40 PM,Paul Skenes,vs,42.2,179,2.68,0.229,0.278,1.05,0.133,0.361,5,1.05,60,28.5%,32.4%,23.8%,14.4%,12.23,7,3.9%,64.2%,7.8%,110,38.2%,6,5.5%,19.1%,23.8%,13.6%
7:15 PM,Nathan Eovaldi,vs,52.1,214,4.28,0.226,0.300,1.09,0.174,0.400,10,1.72,78,33.9%,28.5%,28.9%,17.5%,10.49,13,6.1%,64.4%,9.0%,134,36.6%,9,6.7%,22.4%,30.0%,14.9%
7:15 PM,Andre Pallante,vs,50.1,208,3.85,0.225,0.280,1.11,0.102,0.326,4,0.72,61,20.9%,17.8%,14.2%,9.3%,6.62,14,6.7%,64.9%,6.1%,151,27.2%,6,4.0%,19.2%,13.8%,11.3%
7:15 PM,Bryan Woo,@,48.2,187,2.46,0.204,0.227,0.82,0.094,0.298,4,0.74,54,26.7%,26.2%,22.6%,14.7%,9.06,3,1.6%,72.2%,9.3%,133,38.3%,7,5.3%,23.3%,12.9%,16.5%
7:10 PM,Hunter Brown,@,19.0,83,4.57,0.188,0.286,1.32,0.101,0.290,2,0.95,20,24.3%,24.1%,18.3%,9.7%,9.47,12,14.5%,53.0%,6.9%,49,30.6%,2,4.1%,14.3%,28.6%,18.4%
7:15 PM,Yoshinobu Yamamoto,@,57.0,222,3.06,0.184,0.239,0.89,0.135,0.319,6,0.95,66,31.0%,27.5%,26.3%,15.6%,9.63,13,5.9%,60.5%,7.4%,147,36.1%,9,6.1%,24.5%,11.1%,19.7%
7:15 PM,Nolan McLean,vs,49.1,197,3.04,0.176,0.247,0.93,0.102,0.278,4,0.73,49,24.4%,29.9%,22.8%,10.3%,10.76,15,7.6%,57.6%,5.7%,117,28.2%,7,6.0%,15.4%,22.2%,11.1%
