Matchup,TEX @ ATH
Pitcher,Gage Jump
Pitcher Team,ATH
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.2,315,0.265,0.332,0.411,0.145,1.46,7,0.87,10.5%,26.0%,26.7%,21.7%,12.5%,10.40,61.1%,8.0%,5.1%,39.5%,24.6%,14.6%,15.4%
vsLHB,18.1,81,0.265,0.325,0.368,0.103,1.47,2,0.98,11.1%,25.3%,24.7%,21.3%,12.1%,9.82,66.7%,8.6%,3.9%,33.3%,29.4%,13.3%,17.6%
vsRHB,53.2,234,0.266,0.334,0.425,0.159,1.47,5,0.84,10.3%,26.3%,27.4%,21.8%,12.7%,10.73,59.1%,7.8%,5.6%,41.7%,22.9%,15.2%,14.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Nimmo LHB,,+540,20,4.00,10,2,3,97.3,296.5,4,4,20.0%,10.0%,20.0%,80.0%,80.0%,70.8,21.4%,57.1%,42.9%,93.3%,80.0%,30.0%,66.7%,50.0%,20.0%,40.0%,40.0%,20.0%,50.0%
Corey Seager LHB,,+390,21,4.00,10,1,2,93.1,278.7,2,2,10.0%,-,10.0%,50.0%,20.0%,70.5,10.0%,50.0%,40.0%,83.3%,40.0%,30.0%,33.3%,10.0%,50.0%,60.0%,10.0%,30.0%,55.6%
Cameron Cauley RHB,,+880,22,2.40,10,1,1,83.7,302.8,2,1,-,-,10.0%,30.0%,10.0%,68.2,10.0%,60.0%,10.0%,90.9%,40.0%,40.0%,25.0%,-,50.0%,50.0%,30.0%,20.0%,37.5%
Joc Pederson LHB,—,N/A,17,2.80,6,1,2,91.7,382.1,2,2,33.3%,16.7%,16.7%,66.7%,16.7%,71.2,14.3%,42.9%,28.6%,87.5%,33.4%,16.7%,0.0%,16.7%,66.7%,33.3%,50.0%,16.7%,33.3%
Elias Diaz RHB,,+590,23,3.00,10,0,1,92.6,223.2,3,2,10.0%,-,20.0%,60.0%,30.0%,74.9,55.6%,33.3%,27.8%,100.0%,30.0%,20.0%,0.0%,10.0%,40.0%,40.0%,10.0%,50.0%,33.3%
Austin Wynns RHB,—,N/A,7,2.40,10,0,0,87.6,237.7,3,1,-,-,20.0%,40.0%,10.0%,72.7,30.8%,30.8%,7.7%,100.0%,40.0%,30.0%,0.0%,10.0%,40.0%,30.0%,40.0%,30.0%,33.3%
Jake Burger RHB,,+390,30,4.00,10,0,1,87.6,227.8,2,1,10.0%,-,10.0%,50.0%,40.0%,76.8,76.5%,35.3%,11.8%,89.5%,50.0%,10.0%,0.0%,40.0%,40.0%,20.0%,50.0%,30.0%,42.9%
Nicky Lopez LHB,,+3500,5,2.40,10,0,0,83.6,276.3,1,0,-,-,10.0%,30.0%,20.0%,66.7,6.7%,46.7%,13.3%,88.2%,30.0%,10.0%,0.0%,20.0%,60.0%,30.0%,60.0%,10.0%,71.4%
Ezequiel Duran RHB,,+710,24,4.40,10,0,1,86.9,237.1,2,1,-,-,10.0%,40.0%,30.0%,72.4,21.1%,36.8%,5.3%,95.0%,60.0%,40.0%,0.0%,20.0%,30.0%,20.0%,40.0%,40.0%,66.7%
Justin Foscue RHB,,+570,41,2.80,10,0,0,87.0,212.0,1,0,-,-,30.0%,40.0%,20.0%,72.1,13.3%,46.7%,13.3%,88.2%,30.0%,10.0%,0.0%,20.0%,50.0%,70.0%,10.0%,20.0%,44.4%
Wyatt Langford RHB,,+386,16,3.80,10,0,0,88.6,206.1,0,0,-,-,10.0%,40.0%,20.0%,72.3,20.0%,40.0%,26.7%,93.8%,40.0%,20.0%,0.0%,20.0%,40.0%,50.0%,30.0%,20.0%,22.2%
Evan Carter LHB,,+600,11,2.60,10,0,0,64.1,257.3,1,0,-,-,10.0%,10.0%,10.0%,71.2,25.0%,12.5%,-,80.0%,30.0%,30.0%,0.0%,-,20.0%,20.0%,30.0%,50.0%,42.9%
Jarred Kelenic LHB,—,N/A,-,2.40,4,0,0,92.8,266.8,0,0,-,-,-,25.0%,50.0%,73.0,25.0%,50.0%,25.0%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,-,75.0%,25.0%,33.3%
