Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
James Wood,LHB,WSH,Nick Pivetta,R,45.3,64.5,15.1,61.2,46.9
Derek Hill,RHB,PHI,Grant Holmes,R,38,32.7,40.1,56.5,41.4
Kyle Schwarber,LHB,PHI,Grant Holmes,R,34.1,48.7,24.5,53.7,41.2
Seiya Suzuki,RHB,CHC,Robert Gasser,L,39.1,43.7,27.7,52.7,40.7
Josh Bell,SHB,MIN,Troy Melton,R,31.6,41.1,24.4,51.9,37.8
Luis Campusano,RHB,SD,Jake Irvin,R,56.3,35,19.9,54.2,37.4
Coby Mayo,RHB,BAL,Joey Cantillo,L,51.8,50,26.4,27,37.3
Ryan Jeffers,RHB,MIN,Troy Melton,R,43.6,26.5,37.8,36.9,34.2
Abimelec Ortiz,LHB,WSH,Nick Pivetta,R,20,32.4,26.8,50,33.9
Christian Encarnacion-Strand,RHB,BAL,Joey Cantillo,L,23.1,35.8,37,29.2,33.2
Carson Kelly,RHB,CHC,Robert Gasser,L,36.2,20.8,28.9,54.1,33.1
Angel Martinez,SHB,CLE,Trevor Rogers,L,35.2,25.8,36.9,37.4,33
Juan Soto,LHB,NYM,Eury Perez,R,25.9,31.3,15.6,52.6,31.4
Jarren Duran,LHB,BOS,Grayson Rodriguez,R,30.9,24.1,20.3,55.1,31.4
Pete Crow-Armstrong,LHB,CHC,Robert Gasser,L,32.3,30.2,21.1,44.1,31.2
Jacob Young,RHB,WSH,Nick Pivetta,R,61.5,27.1,45.7,7,31.1
Pete Alonso,RHB,BAL,Joey Cantillo,L,28.3,29.3,36.9,25.7,30.6
Carson Benge,LHB,NYM,Eury Perez,R,21.5,27.3,23.5,43.8,29.7
Bryce Eldridge,LHB,SF,Michael McGreevy,R,30.4,40.1,18.7,27.1,29.5
Heriberto Hernandez,RHB,MIA,Jonah Tong,R,50.8,19.4,22.8,42.3,29.3
Freddie Freeman,LHB,LAD,Chase Burns,R,7,28.1,16,54.1,28.9
Mickey Gasper,SHB,BOS,Grayson Rodriguez,R,40,18.3,25.4,42.7,28.7
Lane Thomas,RHB,ATL,Jesus Luzardo,L,24.8,16.4,15.6,62.6,28.6
Grant McCray,LHB,SF,Michael McGreevy,R,47.5,23.8,16.7,42.1,28.6
Ildemaro Vargas,SHB,ARI,Noah Cameron,L,32.6,12.1,25.7,50.4,27.8
Nick Sogard,SHB,BOS,Grayson Rodriguez,R,37.2,18,14.6,52.6,27.6
Nolan Arenado,RHB,ARI,Noah Cameron,L,48.4,12.7,17.9,49.8,27.1
Daylen Lile,LHB,WSH,Nick Pivetta,R,9.3,22.7,18.6,50,27
Owen Caissie,LHB,MIA,Jonah Tong,R,36.5,25.2,12.8,42.5,26.9
Gabriel Moreno,RHB,ARI,Noah Cameron,L,9.8,28.8,28.8,26.9,26.4
Kazuma Okamoto,RHB,TOR,Jacob Lopez,L,33,30.6,16.1,29.8,26.3
Michael Busch,LHB,CHC,Robert Gasser,L,45.8,17.6,18.9,39,26.2
Bryce Harper,LHB,PHI,Grant Holmes,R,34.1,24,25.8,25.8,26
Griffin Conine,LHB,MIA,Jonah Tong,R,37.1,11.7,35.1,29.8,25.8
Austin Riley,RHB,ATL,Jesus Luzardo,L,31.9,27.3,10.4,39.9,25.8
Roman Anthony,LHB,BOS,Grayson Rodriguez,R,38.3,24.3,19.4,29.8,25.6
Trea Turner,RHB,PHI,Grant Holmes,R,40.3,19.2,22.4,31.5,25.3
Ian Happ,SHB,CHC,Robert Gasser,L,35.6,18,20.8,36.7,25.3
Thomas Saggese,RHB,STL,Logan Webb,R,29.5,30.5,9.4,35.6,25.3
Francisco Lindor,SHB,NYM,Eury Perez,R,17.8,27.8,9.1,43.2,25
Pedro Pages,RHB,STL,Logan Webb,R,32.3,22.4,26.7,23.2,24.9
Gary Sanchez,RHB,MIL,Matthew Boyd,L,37.3,20.7,26.1,23.9,24.8
Wilyer Abreu,LHB,BOS,Grayson Rodriguez,R,26.1,21.7,17.3,37.4,24.7
Jose Ramirez,SHB,CLE,Trevor Rogers,L,15.2,29.4,17.9,29.4,24.5
Mauricio Dubon,RHB,ATL,Jesus Luzardo,L,13.4,38,16.4,18.6,24.2
Vladimir Guerrero Jr.,RHB,TOR,Jacob Lopez,L,17.8,17.3,9.3,54.1,24.2
Zack Gelof,RHB,ATH,Dylan Cease,R,30.4,30.2,15.4,23.4,24.1
Max Muncy,RHB,ATH,Dylan Cease,R,41.9,28.5,12.3,24.7,24
Drake Baldwin,LHB,ATL,Jesus Luzardo,L,30.2,10,24.6,40.1,23.9
Max Muncy,LHB,LAD,Chase Burns,R,27.6,17.6,16.2,40.1,23.8
Jeff McNeil,LHB,ATH,Dylan Cease,R,20.2,28.2,4.5,41.8,23.7
Nolan Gorman,LHB,STL,Logan Webb,R,25.3,27.8,12.5,30.5,23.6
Ty France,RHB,SD,Jake Irvin,R,24.4,30.4,9.1,31.1,23.6
Trevor Story,RHB,BOS,Grayson Rodriguez,R,21,19.7,22,31.4,23.4
Ketel Marte,SHB,ARI,Noah Cameron,L,28.9,24,15.2,29.9,23.3
David Fry,RHB,CLE,Trevor Rogers,L,21.7,9.2,17.9,49.6,23.2
Joshua Baez,RHB,STL,Logan Webb,R,23.1,22.3,23.5,23.5,23
Brandon Valenzuela,SHB,TOR,Jacob Lopez,L,25.1,22.3,14.9,32.2,22.8
Jackson Chourio,RHB,MIL,Matthew Boyd,L,36.6,13.5,12.3,43.1,22.8
Jose Tena,LHB,WSH,Nick Pivetta,R,16.6,23.1,22.7,24.5,22.7
Mark Vientos,RHB,NYM,Eury Perez,R,44.2,17.2,14,32.3,22.7
Carlos Narvaez,RHB,BAL,Joey Cantillo,L,34.6,23.4,,43.2,22.5
Trevor Larnach,LHB,MIN,Troy Melton,R,26.1,18.1,6.4,44.6,22
Alex Bregman,RHB,CHC,Robert Gasser,L,22.5,11.3,19,39.8,21.9
Jo Adell,RHB,CLE,Trevor Rogers,L,36,31,16.9,8.7,21.7
Eli White,RHB,BOS,Grayson Rodriguez,R,19.6,27.9,8.6,28.5,21.4
Royce Lewis,RHB,MIN,Troy Melton,R,35.5,17.7,6.4,37.9,21.1
Jake Bauers,LHB,MIL,Matthew Boyd,L,27.3,20.8,15.3,25.4,21
Brett Baty,LHB,NYM,Eury Perez,R,28.2,15.9,6.5,42.5,21
Tyrone Taylor,RHB,CHC,Robert Gasser,L,32.5,17.8,8.8,35.2,20.9
Brandon Marsh,LHB,PHI,Grant Holmes,R,33.4,12.5,22.4,25.8,20.9
Jordan Lawlar,RHB,ARI,Noah Cameron,L,22.6,17.6,26.9,17.6,20.9
Nico Hoerner,RHB,CHC,Robert Gasser,L,33.8,13.6,17.2,29.6,20.7
Alec Bohm,RHB,PHI,Grant Holmes,R,28.9,15.6,10.2,36.1,20.4
Ivan Herrera,RHB,STL,Logan Webb,R,24.5,17.3,15.7,28.2,20.3
Matt Olson,LHB,ATL,Jesus Luzardo,L,34.2,13.6,20.5,22.7,20
Adley Rutschman,SHB,BOS,Grayson Rodriguez,R,20.2,16.9,10.2,35.9,20
CJ Abrams,LHB,WSH,Nick Pivetta,R,20.1,15.5,9.3,38.1,19.8
Lawrence Butler,LHB,ATH,Dylan Cease,R,20.1,22.3,7.4,30.9,19.8
Hunter Feduccia,LHB,LAD,Chase Burns,R,26,22,16.9,17.6,19.8
Will Smith,RHB,LAD,Chase Burns,R,21,16.6,13.2,31.2,19.7
Jared Young,LHB,NYM,Eury Perez,R,45,14.7,7.2,31.5,19.7
Rafael Devers,LHB,SF,Michael McGreevy,R,26.9,16.7,22.8,16.7,19.6
Alex Jackson,RHB,MIN,Troy Melton,R,47.5,9.6,9.6,34.3,19.6
Christian Yelich,LHB,MIL,Matthew Boyd,L,44.3,9.5,9.5,35.6,19.5
Tim Tawa,RHB,ARI,Noah Cameron,L,23.2,23.3,,36.1,19.5
Jackson Merrill,LHB,SD,Jake Irvin,R,37.3,17.1,4.3,33.6,19.4
Garrett Mitchell,LHB,MIL,Matthew Boyd,L,37.8,17.4,8.4,27.3,19.2
Bryson Stott,LHB,PHI,Grant Holmes,R,23,21.7,7.7,28.1,19.2
Michael Harris II,LHB,ATL,Jesus Luzardo,L,26.8,13.4,16.7,26.8,19.1
Jordan Walker,RHB,STL,Logan Webb,R,36.7,13,12.2,29,19.1
Jonah Heim,SHB,ATH,Dylan Cease,R,16.3,13.6,11.7,36.3,19
Christopher Morel,RHB,NYM,Eury Perez,R,33.6,,,62.5,19
Miguel Amaya,RHB,CHC,Robert Gasser,L,38,,,60.5,18.9
Samad Taylor,RHB,SD,Jake Irvin,R,39.8,9.1,9.1,35.5,18.8
A.J. Ewing,LHB,NYM,Eury Perez,R,30.6,16.7,6.2,31.9,18.7
Otto Lopez,RHB,MIA,Jonah Tong,R,44.7,8.6,8.3,34.6,18.6
Dylan Crews,RHB,WSH,Nick Pivetta,R,23.6,25.7,6,21.2,18.5
