HR Split,Overall
Dates,="8/6/2026"
Games,11

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Kohl Drake,vs,1.71,2.06,0.95,2.08,15.0%,18.7%,52.5%,40.0%,6.2%,118
2,6:05 PM,Miles Mikolas,@,1.64,0.83,1.57,2.53,10.6%,27.8%,47.2%,27.2%,7.1%,1236
3,12:35 PM,Ryan Johnson,@,1.35,1.05,0.74,2.42,11.0%,25.7%,34.1%,32.2%,7.2%,383
4,7:10 PM,Luis Castillo,@,0.66,0.81,-0.40,1.71,9.8%,19.2%,39.4%,29.4%,8.2%,1349
5,7:40 PM,Bailey Ober,@,0.62,0.43,0.25,1.67,10.4%,19.8%,36.0%,28.1%,8.9%,1099
6,9:40 PM,Walker Buehler,@,0.47,0.25,0.33,1.65,8.6%,21.2%,38.6%,26.4%,7.6%,1122
7,2:10 PM,Braxton Ashcraft,@,0.18,0.43,-0.72,1.51,6.1%,22.0%,41.6%,25.0%,6.9%,928
8,7:40 PM,Michael Wacha,vs,0.14,-0.54,1.27,1.36,8.2%,13.3%,39.2%,31.5%,8.6%,1403
9,4:10 PM,Bryce Miller,vs,-0.00,-0.16,0.16,1.53,5.8%,14.9%,35.9%,34.3%,6.4%,851
10,12:40 PM,Mason Barnett,@,-0.08,-0.89,1.01,1.45,6.7%,16.4%,38.8%,29.0%,4.4%,286
11,12:35 PM,Brandon Young,vs,-0.11,-0.35,0.29,1.20,6.5%,15.1%,41.6%,28.1%,7.8%,821
12,7:15 PM,Janson Junk,@,-0.14,-0.22,0.06,1.11,7.7%,17.0%,39.6%,22.5%,8.2%,886
13,2:20 PM,David Peterson,vs,-0.24,0.22,-0.37,1.06,7.5%,15.4%,45.3%,23.3%,5.4%,1289
14,7:15 PM,Martin Perez,vs,-0.28,0.13,-0.37,1.17,6.9%,18.3%,38.2%,23.4%,5.4%,734
15,6:05 PM,Cristopher Sanchez,vs,-0.36,-1.37,0.38,0.97,6.6%,20.7%,41.8%,17.5%,6.5%,1587
16,1:10 PM,Foster Griffin,vs,-0.41,0.40,-0.48,1.08,7.5%,14.4%,37.8%,21.6%,6.3%,648
17,1:10 PM,Nolan McLean,@,-0.42,-0.33,-0.66,0.89,8.0%,17.0%,37.1%,22.3%,6.5%,835
18,12:40 PM,Andrew Abbott,vs,-0.61,-0.31,-0.36,0.96,7.0%,9.3%,34.8%,28.3%,6.6%,1323
19,4:10 PM,Framber Valdez,@,-0.65,-0.94,-0.24,0.78,5.2%,15.8%,46.2%,16.7%,7.2%,1451
20,2:10 PM,Dustin May,vs,-0.98,-0.70,-0.70,0.45,6.0%,6.1%,45.1%,24.7%,7.4%,1150
21,2:20 PM,Dylan Cease,@,-1.01,-0.48,-1.29,0.61,5.6%,11.8%,31.8%,25.1%,7.1%,1348
22,7:10 PM,Ranger Suarez,vs,-1.47,-0.33,-1.41,0.48,3.4%,9.6%,33.8%,19.2%,6.0%,1179
