Matchup,MIL @ STL
Pitcher,Logan Henderson
Pitcher Team,MIL
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.2,89,0.217,0.269,0.349,0.133,1.11,2,0.83,6.7%,28.7%,32.6%,24.2%,16.4%,12.05,70.3%,11.0%,9.3%,29.6%,33.3%,11.1%,29.6%
vsLHB,16.1,64,0.183,0.234,0.300,0.117,0.92,1,0.55,6.2%,29.1%,32.8%,23.9%,16.7%,11.57,70.8%,10.9%,7.7%,25.6%,33.3%,7.7%,30.8%
vsRHB,5.1,25,0.304,0.361,0.478,0.174,1.69,1,1.69,8.0%,27.8%,32.0%,25.0%,15.6%,13.50,69.2%,11.5%,13.3%,40.0%,33.3%,20.0%,26.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Fermin RHB,,+900,24,15,3.40,1,1,0.143,0.200,0.429,0.286,0.268,6.7%,18.5%,26.7%,7.9%,87.3,329.4,4,3,10.0%,10.0%,10.0%,30.0%,50.0%,67.7,-,23.1%,3.8%,96.3%,50.0%,40.0%,25.0%,10.0%,50.0%,50.0%,40.0%,10.0%,23.1%
Ivan Herrera RHB,,+587,30,14,3.80,1,1,0.143,0.143,0.429,0.286,0.241,-,25.0%,28.6%,15.0%,88.1,247.8,2,2,-,-,20.0%,50.0%,10.0%,72.7,31.8%,27.3%,18.2%,91.7%,30.0%,20.0%,50.0%,10.0%,60.0%,60.0%,20.0%,20.0%,36.4%
Jordan Walker RHB,,+390,29,14,4.00,1,1,0.231,0.214,0.462,0.231,0.277,-,31.4%,35.7%,18.6%,92.4,265.8,3,2,22.2%,11.1%,33.3%,33.3%,55.6%,79.4,90.6%,9.4%,9.4%,94.1%,66.6%,22.2%,50.0%,44.4%,11.1%,33.3%,44.4%,22.2%,52.6%
Bryan Torres LHB,,+1060,23,12,2.00,1,2,0.083,0.083,0.333,0.250,0.175,-,20.0%,25.0%,11.1%,93.8,296.8,4,3,11.1%,11.1%,44.4%,66.7%,44.4%,68.6,-,30.4%,4.3%,95.8%,77.8%,55.6%,20.0%,22.2%,11.1%,55.6%,33.3%,11.1%,53.8%
Blaze Jordan RHB,,+417,29,19,3.40,0,1,0.214,0.211,0.214,-,0.175,5.3%,27.8%,21.1%,14.3%,86.5,309.1,5,3,7.1%,-,7.1%,35.7%,35.7%,71.4,10.7%,32.1%,10.7%,77.8%,57.2%,42.9%,0.0%,14.3%,42.9%,28.6%,35.7%,35.7%,30.0%
JJ Wetherholt LHB,,+450,31,17,4.20,0,0,0.133,0.235,0.133,-,0.185,5.9%,14.8%,5.9%,8.0%,85.8,245.4,4,2,7.1%,-,14.3%,50.0%,42.9%,72.2,20.8%,33.3%,12.5%,88.9%,71.4%,35.7%,0.0%,35.7%,28.6%,35.7%,42.9%,21.4%,42.9%
Masyn Winn RHB,,+810,21,17,4.00,0,0,0.143,0.294,0.143,-,0.219,17.6%,23.3%,17.6%,11.5%,86.4,254.0,1,1,9.1%,-,9.1%,27.3%,18.2%,71.8,28.6%,21.4%,3.6%,93.3%,63.7%,45.5%,0.0%,18.2%,36.4%,36.4%,18.2%,45.5%,44.4%
Jimmy Crooks LHB,—,N/A,14,16,1.60,0,1,0.062,0.062,0.062,-,0.056,-,36.8%,50.0%,21.2%,89.7,322.4,3,2,-,-,14.3%,57.1%,42.9%,71.1,25.7%,14.3%,5.7%,92.1%,57.2%,42.9%,0.0%,14.3%,42.9%,42.9%,57.1%,-,61.1%
Lars Nootbaar LHB,,+422,39,16,3.20,0,2,0.267,0.312,0.533,0.267,0.356,6.2%,22.7%,25.0%,11.6%,92.9,344.9,5,3,27.3%,-,9.1%,54.5%,63.6%,71.2,11.1%,44.4%,16.7%,85.7%,63.7%,45.5%,0.0%,18.2%,36.4%,45.5%,27.3%,27.3%,46.2%
Nathan Church LHB,,+680,33,12,3.20,0,0,0.167,0.167,0.167,-,0.148,-,15.4%,16.7%,9.5%,87.9,177.3,2,0,-,-,10.0%,50.0%,20.0%,68.4,5.4%,18.9%,10.8%,94.9%,20.0%,10.0%,0.0%,10.0%,60.0%,30.0%,60.0%,10.0%,33.3%
Pedro Pages RHB,—,N/A,30,11,2.60,0,0,0.273,0.273,0.364,0.091,0.277,-,42.1%,36.4%,24.2%,77.8,204.1,0,0,-,-,14.3%,28.6%,57.1%,72.4,20.0%,26.7%,13.3%,78.9%,42.9%,14.3%,0.0%,28.6%,28.6%,28.6%,14.3%,57.1%,30.0%
Nelson Velazquez RHB,—,N/A,3,9,2.60,0,0,0.125,0.222,0.125,-,0.171,11.1%,23.1%,22.2%,8.8%,81.5,213.9,0,0,-,-,16.7%,33.3%,33.3%,75.4,63.6%,18.2%,18.2%,91.7%,33.3%,-,-,33.3%,66.7%,33.3%,50.0%,16.7%,0.0%
Alec Burleson LHB,,+382,23,7,3.20,0,1,0.143,0.143,0.143,-,0.127,-,18.9%,28.6%,11.7%,95.9,289.7,2,0,-,-,40.0%,40.0%,20.0%,75.1,53.1%,15.6%,3.1%,86.5%,100.0%,80.0%,0.0%,20.0%,-,40.0%,-,60.0%,54.5%
