Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-07-25 00:00:00,Oracle Park,LAA @ SF,4:05,-1%,+19%,+11%,+13%,-0.01,+0.65,+1.15,+1.12,-11%,+10%,+7%,+2%,-0.25,+0.36,+0.72,+0.18,+11%,+8%,+4%,+11%,+0.24,+0.28,+0.43,+0.94
2026-07-25 00:00:00,Fenway Park,TOR @ BOS,4:10,-9%,+25%,+8%,+11%,-0.20,+0.87,+0.83,+0.93,-8%,+21%,+7%,+9%,-0.17,+0.74,+0.70,+0.76,-1%,+4%,+1%,+2%,-0.03,+0.13,+0.13,+0.17
2026-07-25 00:00:00,Citizens Bank Park,NYY @ PHI,6:05,+22%,+3%,-5%,+9%,+0.50,+0.10,-0.50,+0.77,+14%,-3%,-2%,+5%,+0.31,-0.10,-0.17,+0.41,+8%,+6%,-3%,+4%,+0.19,+0.20,-0.33,+0.35
2026-07-25 00:00:00,American Family Fld,COL @ MIL,7:10,+29%,-5%,-6%,+8%,+0.64,-0.18,-0.66,+0.74,+10%,-10%,-9%,-3%,+0.22,-0.36,-0.91,-0.25,+19%,+5%,+2%,+11%,+0.42,+0.18,+0.24,+0.99
2026-07-25 00:00:00,Rate Field,HOU @ CHW,7:10,+13%,-1%,+3%,+8%,+0.30,-0.05,+0.35,+0.74,+3%,-8%,+3%,+0%,+0.06,-0.29,+0.29,+0.04,+11%,+7%,+1%,+8%,+0.24,+0.24,+0.06,+0.70
2026-07-25 00:00:00,Target Field,ATH @ MIN,7:10,+2%,-3%,+6%,+5%,+0.06,-0.09,+0.68,+0.48,-5%,+1%,+1%,0%,-0.12,+0.05,+0.09,-0.01,+8%,-4%,+6%,+6%,+0.18,-0.14,+0.59,+0.49
2026-07-25 00:00:00,Oriole Park,ATL @ BAL,7:05,-2%,+7%,+5%,+4%,-0.04,+0.25,+0.48,+0.35,-1%,+5%,+7%,+5%,-0.02,+0.17,+0.70,+0.45,-1%,+2%,-2%,-1%,-0.02,+0.08,-0.22,-0.10
2026-07-25 00:00:00,PNC Park,CHC @ PIT,6:40,-16%,+22%,-1%,+3%,-0.37,+0.75,-0.10,+0.23,-16%,+12%,0%,-1%,-0.35,+0.40,-0.02,-0.10,-1%,+10%,-1%,+4%,-0.01,+0.35,-0.07,+0.33
2026-07-25 00:00:00,Nationals Park,ARI @ WAS,4:05,+4%,+3%,+1%,+1%,+0.09,+0.10,+0.08,+0.12,+4%,+4%,+3%,+3%,+0.08,+0.15,+0.30,+0.30,+1%,-1%,-2%,-2%,+0.01,-0.05,-0.22,-0.18
2026-07-25 00:00:00,Comerica Park,KC  @ DET,1:10,-9%,+2%,+6%,+0%,-0.19,+0.06,+0.69,+0.00,-9%,+1%,+6%,-1%,-0.21,+0.02,+0.62,-0.12,+1%,+1%,+1%,+1%,+0.02,+0.04,+0.06,+0.12
2026-07-25 00:00:00,LoanDepot Park,SD  @ MIA,4:10,-13%,+3%,-2%,-4%,-0.28,+0.09,-0.18,-0.39,-12%,+2%,-1%,-4%,-0.28,+0.06,-0.10,-0.37,0%,+1%,-1%,0%,0.00,+0.03,-0.09,-0.02
2026-07-25 00:00:00,Busch Stadium,CIN @ STL,7:15,-8%,+3%,0%,-6%,-0.18,+0.09,-0.01,-0.49,-9%,-6%,+4%,-6%,-0.20,-0.20,+0.42,-0.55,+1%,+8%,-4%,+1%,+0.02,+0.29,-0.43,+0.06
2026-07-25 00:00:00,Tropicana Field,CLE @ TB,6:10,-4%,-6%,-8%,-6%,-0.10,-0.22,-0.86,-0.56,-5%,-6%,-8%,-7%,-0.11,-0.20,-0.86,-0.57,+1%,0%,+0%,+0%,+0.02,-0.01,+0.01,+0.01
2026-07-25 00:00:00,Globe Life Field,SEA @ TEX,7:15,-10%,-7%,-2%,-7%,-0.22,-0.25,-0.20,-0.64,-9%,-7%,-2%,-7%,-0.21,-0.26,-0.18,-0.62,-1%,+0%,0%,0%,-0.01,+0.01,-0.02,-0.02
2026-07-25 00:00:00,Citi Field,LAD @ NYM,7:15,-1%,-20%,-8%,-10%,-0.02,-0.69,-0.87,-0.91,-2%,-19%,-4%,-8%,-0.04,-0.66,-0.48,-0.71,+1%,-1%,-4%,-2%,+0.02,-0.03,-0.39,-0.20
