Matchup,ATL @ BAL
Pitcher,Reynaldo Lopez
Pitcher Team,ATL
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.0,282,0.246,0.326,0.429,0.183,1.36,10,1.36,9.9%,22.6%,20.9%,18.2%,10.3%,8.05,59.0%,7.3%,7.8%,35.2%,26.4%,15.7%,18.1%
vsLHB,34.1,158,0.229,0.343,0.420,0.191,1.66,5,1.31,17.1%,26.2%,20.9%,16.0%,10.9%,8.65,55.1%,7.0%,9.2%,34.7%,26.5%,15.4%,20.4%
vsRHB,31.0,124,0.264,0.303,0.438,0.174,1.06,5,1.45,0.8%,17.9%,21.0%,21.8%,9.2%,7.55,64.0%,7.8%,6.3%,35.8%,26.3%,16.0%,15.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Leody Taveras SHB,,+740,13,4.40,10,1,1,73.2,206.0,1,1,10.0%,-,-,30.0%,40.0%,74.6,33.3%,20.0%,6.7%,93.8%,40.0%,10.0%,100.0%,30.0%,30.0%,30.0%,40.0%,30.0%,70.0%
Gunnar Henderson LHB,,+373,18,4.60,10,1,2,81.7,245.8,2,2,10.0%,10.0%,30.0%,40.0%,30.0%,75.0,46.7%,33.3%,26.7%,88.2%,40.0%,20.0%,50.0%,20.0%,50.0%,40.0%,30.0%,30.0%,20.0%
Dylan Beavers LHB,,+536,17,3.20,10,0,1,91.9,222.1,1,1,10.0%,10.0%,30.0%,40.0%,40.0%,73.7,37.5%,31.2%,18.8%,94.1%,40.0%,20.0%,0.0%,20.0%,50.0%,70.0%,-,30.0%,30.0%
Tyler O'Neill RHB,—,N/A,19,3.20,10,0,1,90.7,291.9,3,1,-,-,30.0%,60.0%,30.0%,72.3,17.6%,41.2%,17.6%,94.4%,50.0%,20.0%,0.0%,30.0%,40.0%,50.0%,40.0%,10.0%,30.0%
Taylor Ward RHB,,+523,18,4.80,10,0,0,90.9,213.0,0,0,-,-,50.0%,50.0%,40.0%,70.0,6.7%,46.7%,26.7%,100.0%,60.0%,20.0%,0.0%,40.0%,30.0%,80.0%,-,20.0%,30.0%
Chadwick Tromp RHB,—,N/A,7,2.80,10,0,0,80.4,241.3,2,1,-,-,20.0%,10.0%,50.0%,70.2,6.7%,26.7%,6.7%,93.8%,80.0%,40.0%,0.0%,40.0%,20.0%,40.0%,30.0%,30.0%,30.0%
Pete Alonso RHB,,+278,18,4.80,10,0,1,97.7,254.0,3,1,20.0%,-,-,50.0%,50.0%,73.5,42.1%,36.8%,26.3%,95.0%,70.0%,40.0%,0.0%,30.0%,20.0%,20.0%,50.0%,30.0%,60.0%
Jeremiah Jackson RHB,—,N/A,14,2.00,10,0,0,91.1,293.5,1,0,-,-,10.0%,30.0%,30.0%,72.8,23.1%,61.5%,15.4%,86.7%,50.0%,20.0%,0.0%,30.0%,50.0%,50.0%,30.0%,20.0%,40.0%
Colton Cowser LHB,,+480,20,2.00,10,0,0,89.9,297.7,3,2,-,-,20.0%,50.0%,20.0%,75.1,58.8%,29.4%,11.8%,89.5%,50.0%,50.0%,0.0%,-,50.0%,50.0%,30.0%,20.0%,40.0%
Christian Encarnacion-Strand RHB,,+450,4,4.20,10,0,1,88.9,216.1,2,0,10.0%,10.0%,30.0%,40.0%,50.0%,74.1,35.3%,35.3%,23.5%,89.5%,50.0%,20.0%,0.0%,30.0%,30.0%,40.0%,50.0%,10.0%,30.0%
Coby Mayo RHB,—,N/A,30,2.40,10,0,0,95.5,253.8,2,0,-,-,40.0%,40.0%,50.0%,75.9,58.3%,50.0%,25.0%,80.0%,70.0%,40.0%,0.0%,30.0%,20.0%,40.0%,40.0%,20.0%,40.0%
Jackson Holliday LHB,,+630,20,3.40,10,0,0,89.4,212.0,2,0,-,-,10.0%,40.0%,20.0%,71.6,17.4%,30.4%,17.4%,95.8%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,60.0%
Sam Huff RHB,,+610,2,2.80,8,0,2,90.3,310.4,5,2,12.5%,12.5%,50.0%,50.0%,37.5%,75.9,66.7%,33.3%,25.0%,100.0%,62.5%,37.5%,0.0%,25.0%,25.0%,75.0%,25.0%,-,75.0%
