Matchup,LAA @ TB
Pitcher,Drew Rasmussen
Pitcher Team,TB
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,218,0.214,0.256,0.335,0.121,0.98,7,1.15,4.6%,23.5%,23.4%,18.1%,11.3%,8.35,68.5%,8.5%,7.7%,32.7%,19.9%,22.6%,16.7%
vsLHB,32.1,142,0.258,0.303,0.394,0.136,1.33,5,1.39,6.3%,25.5%,24.6%,18.9%,12.1%,9.74,67.8%,8.6%,6.1%,30.6%,18.4%,27.8%,16.3%
vsRHB,22.0,76,0.135,0.169,0.230,0.095,0.50,2,0.82,1.3%,19.7%,21.1%,16.7%,9.6%,6.55,69.7%,8.2%,10.3%,36.2%,22.4%,15.4%,17.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,N/A,23,4.60,2,3,0.429,0.478,0.857,0.429,0.559,8.7%,7.9%,13.0%,4.2%,92.1,22.2%,16.7%,22.2%,44.4%,50.0%,71.8,14.3%,40.0%,11.4%,94.6%,38.9%,28.6%,22.2%,22.2%,33.3%,44.4%,22.2%,46.2%
Mike Trout RHB,N/A,24,4.60,1,2,0.211,0.375,0.421,0.211,0.350,20.8%,15.9%,8.3%,6.7%,88.6,11.8%,-,5.9%,41.2%,23.5%,76.0,61.0%,24.4%,12.2%,100.0%,29.4%,20.0%,23.5%,41.2%,23.5%,47.1%,29.4%,26.1%
Jo Adell RHB,N/A,19,4.00,1,2,0.176,0.263,0.353,0.176,0.280,-,29.4%,26.3%,13.5%,87.6,16.7%,8.3%,25.0%,58.3%,33.3%,76.8,61.3%,19.4%,16.1%,91.2%,33.3%,25.0%,25.0%,41.7%,33.3%,41.7%,25.0%,30.0%
Wade Meckler LHB,N/A,16,3.20,1,2,0.200,0.250,0.400,0.200,0.283,6.2%,30.8%,18.8%,19.0%,89.0,8.3%,8.3%,16.7%,33.3%,41.7%,69.5,4.5%,45.5%,9.1%,84.6%,41.7%,20.0%,25.0%,33.3%,41.7%,25.0%,33.3%,46.2%
Vaughn Grissom RHB,N/A,14,4.60,1,1,0.333,0.357,0.583,0.250,0.387,7.1%,13.3%,7.1%,5.9%,94.5,8.3%,-,8.3%,58.3%,33.3%,71.9,25.9%,37.0%,11.1%,93.1%,33.3%,25.0%,16.7%,41.7%,25.0%,66.7%,8.3%,5.0%
Logan O'Hoppe RHB,N/A,17,3.80,0,1,0.125,0.176,0.188,0.062,0.165,5.9%,20.7%,11.8%,10.3%,81.5,7.1%,-,7.1%,28.6%,14.3%,71.4,23.1%,26.9%,7.7%,89.7%,14.3%,0.0%,14.3%,57.1%,28.6%,42.9%,28.6%,18.8%
Oswald Peraza RHB,N/A,16,3.60,0,0,0.385,0.500,0.462,0.077,0.437,-,14.3%,-,7.0%,82.2,-,-,7.7%,30.8%,46.2%,73.7,48.0%,20.0%,12.0%,89.3%,15.4%,0.0%,38.5%,30.8%,30.8%,30.8%,30.8%,25.0%
Jorge Soler RHB,N/A,15,4.20,0,0,0.200,0.200,0.200,-,0.178,-,12.1%,13.3%,5.6%,87.8,7.7%,-,23.1%,46.2%,23.1%,74.9,56.2%,18.8%,12.5%,97.0%,15.4%,0.0%,30.8%,53.8%,61.5%,30.8%,7.7%,50.0%
Adam Frazier LHB,N/A,13,2.60,0,0,0.077,0.077,0.077,-,0.068,-,24.3%,38.5%,15.3%,76.1,-,-,12.5%,-,25.0%,66.1,-,9.7%,-,86.1%,25.0%,0.0%,12.5%,50.0%,50.0%,12.5%,37.5%,33.3%
Donovan Walton LHB,N/A,9,4.00,0,0,0.250,0.333,0.250,-,0.270,11.1%,42.9%,22.2%,21.4%,88.6,-,-,-,33.3%,33.3%,66.4,-,25.0%,5.0%,95.2%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,40.0%
Jose Siri RHB,N/A,6,2.20,0,1,0.333,0.333,0.500,0.167,0.360,-,44.4%,33.3%,21.1%,70.5,25.0%,-,25.0%,25.0%,50.0%,75.2,42.9%,14.3%,14.3%,77.8%,-,-,75.0%,25.0%,50.0%,25.0%,25.0%,42.9%
Sebastián Rivero RHB,N/A,6,2.80,0,0,-,-,-,-,-,-,38.1%,16.7%,21.6%,78.1,-,-,-,-,-,70.3,15.0%,10.0%,-,95.2%,-,-,-,60.0%,20.0%,40.0%,40.0%,25.0%
Nick Madrigal RHB,N/A,3,4.00,0,0,0.667,0.667,0.667,-,0.593,-,0.0%,-,-,83.4,-,-,-,-,33.3%,67.0,-,33.3%,-,100.0%,-,-,33.3%,66.7%,33.3%,33.3%,33.3%,100.0%
