Matchup,CIN @ STL
Pitcher,Nick Lodolo
Pitcher Team,CIN
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,27.2,120,0.255,0.387,0.541,0.286,1.37,7,2.28,10.8%,24.5%,18.3%,17.6%,11.5%,7.16,59.8%,3.9%,13.8%,40.0%,28.7%,26.1%,16.2%
vsLHB,7.0,33,0.346,0.436,0.538,0.192,1.86,1,1.29,12.1%,29.6%,15.2%,14.3%,12.6%,6.43,58.8%,3.9%,4.5%,27.3%,13.6%,-,18.2%
vsRHB,20.2,87,0.222,0.369,0.542,0.319,1.21,6,2.61,10.3%,22.8%,19.5%,18.9%,11.1%,7.40,60.2%,3.9%,17.2%,44.8%,34.5%,30.0%,15.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ivan Herrera RHB,N/A,18,4.40,1,1,0.400,0.500,0.667,0.267,0.493,16.7%,12.9%,5.6%,6.0%,90.2,7.1%,7.1%,14.3%,42.9%,35.7%,73.5,44.8%,27.6%,10.3%,100.0%,28.6%,25.0%,14.3%,50.0%,50.0%,28.6%,21.4%,23.5%
Jordan Walker RHB,N/A,18,4.20,1,1,0.312,0.389,0.500,0.188,0.387,11.1%,17.1%,11.1%,9.7%,95.9,7.1%,-,7.1%,57.1%,21.4%,79.5,91.4%,28.6%,17.1%,100.0%,14.3%,0.0%,28.6%,57.1%,42.9%,42.9%,14.3%,52.9%
Nolan Gorman LHB,N/A,8,3.00,1,2,0.286,0.375,0.714,0.429,0.455,12.5%,47.1%,25.0%,22.2%,95.9,40.0%,-,-,60.0%,40.0%,70.7,-,28.6%,21.4%,82.4%,40.0%,50.0%,-,60.0%,40.0%,40.0%,20.0%,37.5%
Nelson Velazquez RHB,N/A,8,3.00,1,1,0.167,0.375,0.667,0.500,0.434,12.5%,42.9%,37.5%,19.4%,102.1,33.3%,33.3%,33.3%,100.0%,33.3%,74.6,41.7%,25.0%,16.7%,92.3%,33.3%,100.0%,-,66.7%,33.3%,66.7%,-,42.9%
Pedro Pages RHB,N/A,14,3.20,0,1,0.214,0.214,0.286,0.071,0.218,-,30.3%,14.3%,17.2%,91.6,8.3%,-,-,58.3%,25.0%,72.6,20.0%,26.7%,13.3%,93.8%,41.7%,0.0%,16.7%,33.3%,25.0%,25.0%,41.7%,40.0%
Masyn Winn RHB,N/A,14,4.20,0,0,-,0.071,-,-,0.046,7.1%,31.0%,35.7%,12.3%,88.0,-,-,-,25.0%,50.0%,72.2,19.2%,19.2%,3.8%,92.9%,25.0%,0.0%,37.5%,37.5%,12.5%,50.0%,37.5%,6.2%
JJ Wetherholt LHB,N/A,13,4.20,0,1,0.333,0.385,0.500,0.167,0.382,7.7%,9.1%,-,6.1%,95.6,25.0%,-,8.3%,75.0%,33.3%,72.7,31.6%,57.9%,21.1%,86.4%,41.7%,0.0%,8.3%,41.7%,16.7%,66.7%,16.7%,66.7%
Jose Fermin RHB,N/A,13,2.60,0,0,0.083,0.154,0.167,0.083,0.148,7.7%,10.5%,15.4%,4.1%,81.9,-,-,20.0%,30.0%,10.0%,68.7,-,26.3%,10.5%,100.0%,-,-,20.0%,60.0%,60.0%,30.0%,10.0%,30.8%
Alec Burleson LHB,N/A,10,4.20,0,0,0.333,0.400,0.333,-,0.332,10.0%,21.1%,-,10.5%,81.5,-,-,-,33.3%,55.6%,72.3,33.3%,20.0%,13.3%,78.9%,22.2%,0.0%,33.3%,33.3%,22.2%,66.7%,11.1%,36.4%
Victor Scott II LHB,N/A,10,2.80,0,0,0.300,0.300,0.300,-,0.267,-,26.7%,20.0%,11.4%,66.6,-,-,-,12.5%,25.0%,66.7,-,25.0%,8.3%,80.0%,-,-,37.5%,25.0%,25.0%,37.5%,25.0%,38.5%
Bryan Torres LHB,N/A,5,3.60,0,0,-,0.200,-,-,0.130,20.0%,0.0%,-,-,87.1,-,-,-,-,25.0%,63.8,-,20.0%,-,100.0%,-,-,25.0%,50.0%,-,25.0%,50.0%,0.0%
