Matchup,SD @ PHI
Pitcher,Zack Wheeler
Pitcher Team,PHI
Opposing Team,SD

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,6.0,0.50,="3-21",.143,.286,0.143,1,0,0,2,42.9,0,.143,.429
Batting Second,5.2,0.71,="3-20",.150,.200,0.050,0,1,0,1,28.6,1,.190,.390
Batting Third,4.1,1.62,="5-18",.278,.722,0.444,2,2,0,2,5.0,2,.350,1.072
Batting Fourth,4.2,0.86,="4-18",.222,.333,0.111,0,2,0,1,26.3,0,.263,.596
Batting Fifth,5.0,1.00,="4-17",.235,.294,0.059,0,1,0,1,21.1,1,.263,.557
Batting Sixth,4.1,1.15,="4-16",.250,.500,0.250,1,1,0,3,17.6,1,.294,.794
Batting Seventh,4.2,0.64,="2-16",.125,.313,0.188,1,0,0,1,23.5,1,.176,.489
Batting Eighth,3.2,1.09,="2-13",.154,.154,0.000,0,0,0,0,26.7,2,.267,.421
Batting Ninth,5.0,0.40,="1-14",.071,.143,0.072,0,1,0,0,26.7,1,.133,.276

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Miguel Andujar RHB,Batting Second ​,="10-47",.213,.447,0.234,3,2,0,4,16.3,2,.245,.692
Fernando Tatis Jr. RHB,Batting Second ​,="32-128",.250,.289,0.039,0,3,1,13,26.0,17,.336,.625
Jackson Merrill LHB,Batting Third ​,="22-101",.218,.347,0.129,3,4,0,10,25.2,7,.275,.622
Manny Machado RHB,Batting Fourth ​,="29-137",.212,.445,0.233,9,5,0,28,22.6,19,.302,.747
Xander Bogaerts RHB,Batting Fifth ​,="34-145",.234,.303,0.069,3,1,0,16,19.8,15,.309,.612
Gavin Sheets LHB,Batting Sixth ​,="12-71",.169,.338,0.169,3,3,0,9,26.0,5,.234,.572
Ty France RHB,Batting Seventh ​,="14-55",.255,.545,0.290,4,2,1,9,27.1,3,.305,.850
Jase Bowen RHB,Batting Seventh ​,="1-4",.250,.250,0.000,0,0,0,0,75.0,0,.250,.500
Freddy Fermin RHB,Batting Eighth ​,="7-50",.140,.200,0.060,0,3,0,1,19.7,8,.279,.479
Sung-Mun Song LHB,Batting Eighth ​,="1-12",.083,.083,0.000,0,0,0,1,20.0,3,.267,.350
Rodolfo Durán RHB,Batting Ninth ​,="2-24",.083,.208,0.125,1,0,0,2,30.0,5,.267,.475
Bryce Johnson SHB,Batting Ninth ​,="3-17",.176,.294,0.118,0,2,0,2,45.0,3,.300,.594
Samad Taylor RHB,Batting Ninth ​,="0-2",.000,.000,0.000,0,0,0,0,50.0,0,.000,.000
