Split,vsRHB
Range,L10
Dates,="9/1/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:45 PM,AJ Smith-Shawver,@,3.2,21,3.65,0.353,0.400,2.73,0.059,0.412,0,-,7,30.3%,23.8%,25.0%,13.2%,12.27,4,19.0%,50.0%,5.3%,12,16.7%,1,8.3%,25.0%,-,33.3%
7:40 PM,Robert Gasser,@,33.0,155,5.07,0.324,0.381,1.64,0.200,0.524,7,1.91,76,16.8%,18.1%,17.9%,8.5%,7.64,7,4.5%,64.7%,8.0%,117,36.8%,8,6.8%,29.9%,20.0%,23.9%
6:40 PM,Paul Skenes,vs,19.2,89,3.96,0.304,0.374,1.58,0.177,0.481,3,1.37,38,27.2%,29.2%,21.7%,13.9%,11.90,7,7.9%,60.7%,7.4%,53,34.0%,4,7.5%,20.8%,27.3%,17.0%
6:40 PM,Freddy Peralta,vs,17.0,85,6.57,0.301,0.413,1.88,0.274,0.575,5,2.65,42,30.2%,24.7%,18.9%,14.6%,11.12,10,11.8%,56.5%,4.2%,52,38.5%,6,11.5%,26.9%,21.4%,23.1%
7:40 PM,Andrew Morris,vs,7.0,29,2.67,0.286,0.290,1.29,0.071,0.357,0,-,10,21.8%,10.3%,8.3%,12.1%,3.86,1,3.4%,73.3%,3.0%,25,28.0%,0,-,32.0%,-,8.0%
6:40 PM,Nick Lodolo,vs,36.2,167,5.34,0.285,0.359,1.53,0.167,0.451,6,1.47,65,20.7%,16.8%,16.3%,9.2%,6.87,15,9.0%,57.7%,6.3%,119,40.3%,11,9.2%,26.1%,16.1%,14.3%
6:45 PM,Jake Irvin,vs,17.2,83,6.61,0.282,0.390,1.64,0.254,0.535,5,2.55,38,21.0%,21.7%,13.0%,9.9%,9.17,9,10.8%,62.7%,7.0%,54,33.3%,7,13.0%,31.5%,29.4%,16.7%
6:40 PM,Gavin Williams,vs,20.0,90,6.95,0.280,0.407,1.50,0.354,0.634,9,4.05,52,32.0%,35.6%,19.8%,16.0%,14.40,7,7.8%,66.7%,6.5%,50,52.0%,9,18.0%,32.0%,56.2%,20.0%
10:10 PM,Michael McGreevy,@,21.0,87,4.05,0.278,0.333,1.24,0.177,0.456,3,1.29,36,20.3%,19.5%,20.2%,9.0%,7.29,4,4.6%,58.6%,8.0%,65,40.0%,6,9.2%,27.7%,11.1%,9.2%
8:05 PM,MacKenzie Gore,vs,36.2,166,4.65,0.273,0.352,1.42,0.220,0.493,8,1.96,74,32.9%,27.7%,24.1%,16.6%,11.29,11,6.6%,58.4%,6.2%,105,34.3%,10,9.5%,28.6%,20.0%,15.2%
8:40 PM,Gabriel Hughes,vs,17.0,75,3.81,0.273,0.353,1.47,0.197,0.470,2,1.06,31,24.1%,25.3%,22.1%,12.3%,10.06,7,9.3%,65.3%,6.2%,48,31.2%,3,6.2%,35.4%,11.8%,27.1%
6:40 PM,Sean Manaea,@,40.2,179,5.90,0.259,0.358,1.28,0.265,0.525,11,2.43,85,21.2%,20.7%,18.2%,11.5%,8.19,10,5.6%,65.2%,9.9%,127,45.7%,20,15.7%,42.5%,18.5%,22.0%
