Matchup,CIN @ NYY
Pitcher,Rhett Lowder
Pitcher Team,CIN
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.0,207,0.233,0.306,0.350,0.117,1.43,3,0.57,12.1%,20.9%,17.9%,18.1%,8.5%,7.09,52.2%,8.1%,7.7%,38.5%,23.8%,8.8%,16.8%
vsLHB,26.0,122,0.228,0.333,0.386,0.158,1.65,3,1.04,16.4%,18.8%,16.4%,18.2%,6.7%,6.92,42.7%,6.5%,13.6%,43.2%,33.3%,11.1%,21.0%
vsRHB,21.0,85,0.241,0.267,0.304,0.063,1.14,0,-,5.9%,23.4%,20.0%,18.1%,11.4%,7.29,65.9%,10.5%,-,32.3%,11.3%,-,11.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+407,19,23,4.60,2,2,0.409,0.391,0.682,0.273,0.453,-,21.7%,13.0%,13.5%,85.4,250.3,5,2,10.0%,5.0%,20.0%,40.0%,35.0%,71.4,19.5%,26.8%,12.2%,91.1%,35.0%,28.6%,20.0%,30.0%,30.0%,40.0%,30.0%,50.0%
Jose Caballero RHB,,+880,13,21,4.20,2,3,0.300,0.333,0.650,0.350,0.419,4.8%,31.0%,23.8%,15.7%,86.6,318.4,4,2,7.1%,-,14.3%,14.3%,42.9%,68.9,7.7%,25.6%,7.7%,92.9%,28.6%,50.0%,28.6%,42.9%,28.6%,35.7%,35.7%,16.7%
Jasson Dominguez SHB,,+474,8,21,4.40,1,1,0.105,0.190,0.263,0.158,0.204,9.5%,20.0%,19.0%,9.4%,92.4,241.2,1,0,-,-,6.7%,46.7%,20.0%,74.2,41.4%,31.0%,13.8%,96.7%,20.0%,33.3%,13.3%,60.0%,46.7%,26.7%,26.7%,31.6%
Jazz Chisholm Jr. LHB,,+320,35,18,3.60,1,1,0.143,0.333,0.357,0.214,0.310,22.2%,36.0%,22.2%,12.9%,89.7,300.5,2,1,10.0%,10.0%,20.0%,30.0%,20.0%,73.4,45.8%,25.0%,4.2%,100.0%,40.0%,25.0%,10.0%,50.0%,50.0%,30.0%,20.0%,33.3%
Ben Rice LHB,,+253,23,18,4.80,1,3,0.357,0.500,0.571,0.214,0.459,22.2%,23.3%,11.1%,9.6%,96.7,306.4,3,3,25.0%,8.3%,25.0%,58.3%,50.0%,72.3,33.3%,37.0%,25.9%,93.1%,25.0%,33.3%,25.0%,50.0%,50.0%,33.3%,16.7%,23.8%
Ryan McMahon LHB,,+430,23,14,3.20,1,1,0.154,0.214,0.385,0.231,0.260,7.1%,17.2%,14.3%,7.8%,89.5,262.7,2,1,10.0%,-,-,50.0%,30.0%,74.5,55.6%,18.5%,14.8%,93.1%,20.0%,50.0%,40.0%,40.0%,30.0%,40.0%,30.0%,25.0%
J.C. Escarra LHB,,+740,9,23,3.40,0,0,0.318,0.348,0.409,0.091,0.332,4.3%,22.6%,17.4%,13.2%,88.2,309.7,5,1,-,-,11.8%,23.5%,17.6%,69.4,3.6%,46.4%,7.1%,96.6%,35.3%,0.0%,17.6%,47.1%,23.5%,52.9%,23.5%,30.8%
Spencer Jones LHB,,+520,22,19,3.40,0,0,0.312,0.421,0.375,0.062,0.357,15.8%,36.6%,31.6%,17.4%,99.3,303.0,2,2,-,-,-,88.9%,22.2%,77.9,76.3%,21.1%,13.2%,92.7%,22.2%,0.0%,11.1%,66.7%,22.2%,66.7%,11.1%,42.9%
Cody Bellinger LHB,,+350,19,17,4.40,0,0,0.400,0.471,0.467,0.067,0.413,11.8%,21.1%,-,11.9%,86.2,236.7,1,0,-,-,7.1%,21.4%,35.7%,68.1,-,25.0%,9.4%,86.5%,21.4%,0.0%,35.7%,28.6%,14.3%,57.1%,28.6%,63.6%
Amed Rosario RHB,—,N/A,11,15,2.20,0,0,0.267,0.267,0.267,-,0.237,-,34.4%,33.3%,20.8%,87.9,208.6,0,0,-,-,-,30.0%,20.0%,72.8,26.1%,8.7%,8.7%,82.1%,20.0%,0.0%,20.0%,50.0%,10.0%,40.0%,50.0%,42.9%
