Matchup,BAL @ TOR
Pitcher,Trey Yesavage
Pitcher Team,TOR
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.0,149,0.200,0.263,0.277,0.077,1.16,0,-,11.4%,29.6%,26.2%,19.7%,14.8%,9.49,53.7%,7.1%,3.3%,28.3%,27.2%,-,15.2%
vsLHB,20.2,84,0.211,0.255,0.276,0.066,1.16,0,-,9.5%,32.7%,22.6%,22.6%,15.5%,8.27,53.6%,9.3%,1.8%,29.8%,33.3%,-,10.5%
vsRHB,16.1,65,0.185,0.274,0.278,0.093,1.16,0,-,13.8%,26.6%,30.8%,17.5%,14.0%,11.02,53.8%,4.8%,5.7%,25.7%,17.1%,-,22.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,+165,18,4.40,2,2,0.267,0.333,0.667,0.400,0.404,11.1%,23.5%,22.2%,11.9%,95.9,16.7%,-,-,58.3%,25.0%,73.8,40.7%,33.3%,18.5%,84.4%,33.3%,50.0%,8.3%,50.0%,16.7%,41.7%,41.7%,30.0%
Samuel Basallo LHB,+225,15,4.20,1,1,0.455,0.533,0.818,0.364,0.532,20.0%,13.0%,13.3%,5.4%,98.4,20.0%,20.0%,30.0%,60.0%,70.0%,76.3,76.2%,38.1%,23.8%,91.3%,30.0%,33.3%,40.0%,30.0%,50.0%,50.0%,-,13.3%
Tyler O'Neill RHB,N/A,14,2.40,1,2,0.214,0.214,0.429,0.214,0.277,-,25.0%,14.3%,15.9%,87.8,8.3%,8.3%,41.7%,25.0%,25.0%,71.3,8.3%,29.2%,4.2%,88.9%,50.0%,0.0%,16.7%,16.7%,50.0%,41.7%,8.3%,42.9%
Jackson Holliday LHB,+580,14,4.00,1,1,0.364,0.429,0.636,0.273,0.433,14.3%,11.5%,14.3%,5.0%,92.5,10.0%,10.0%,20.0%,50.0%,30.0%,71.1,8.0%,32.0%,20.0%,96.2%,30.0%,33.3%,20.0%,50.0%,70.0%,30.0%,-,23.1%
Blaze Alexander RHB,N/A,13,2.80,1,3,0.462,0.462,0.846,0.385,0.562,-,14.8%,15.4%,7.4%,96.6,27.3%,9.1%,27.3%,72.7%,72.7%,71.5,23.1%,38.5%,26.9%,96.3%,27.3%,33.3%,54.5%,18.2%,36.4%,45.5%,18.2%,23.1%
Colton Cowser LHB,+361,9,3.00,1,2,0.429,0.556,1.000,0.571,0.618,22.2%,7.7%,-,3.2%,87.1,14.3%,-,14.3%,28.6%,28.6%,74.6,45.5%,18.2%,9.1%,84.6%,28.6%,50.0%,28.6%,28.6%,42.9%,28.6%,28.6%,33.3%
Adley Rutschman SHB,+340,18,4.60,0,0,0.308,0.444,0.615,0.308,0.425,22.2%,8.8%,11.1%,3.5%,92.1,8.3%,-,33.3%,41.7%,25.0%,70.9,16.1%,32.3%,12.9%,91.2%,41.7%,0.0%,16.7%,33.3%,41.7%,58.3%,-,28.6%
Leody Taveras SHB,+578,16,4.20,0,0,0.286,0.375,0.500,0.214,0.373,12.5%,27.3%,25.0%,11.1%,79.9,-,-,20.0%,30.0%,30.0%,72.3,44.4%,27.8%,11.1%,85.7%,10.0%,0.0%,20.0%,30.0%,30.0%,40.0%,30.0%,55.6%
Jeremiah Jackson RHB,N/A,16,2.80,0,1,0.143,0.188,0.214,0.071,0.176,6.2%,14.3%,6.2%,8.0%,93.9,7.1%,-,7.1%,50.0%,35.7%,73.6,30.8%,38.5%,23.1%,92.9%,14.3%,0.0%,35.7%,35.7%,35.7%,28.6%,35.7%,41.2%
Gunnar Henderson LHB,+284,16,4.80,0,1,0.154,0.312,0.231,0.077,0.257,18.8%,15.4%,12.5%,7.8%,85.5,9.1%,-,9.1%,45.5%,45.5%,74.2,41.7%,25.0%,16.7%,92.3%,-,-,36.4%,63.6%,36.4%,54.5%,9.1%,30.8%
Coby Mayo RHB,+316,16,3.80,0,0,0.143,0.250,0.143,-,0.192,12.5%,20.6%,31.2%,9.3%,98.0,11.1%,-,33.3%,66.7%,33.3%,75.4,58.6%,24.1%,13.8%,85.3%,44.4%,0.0%,11.1%,33.3%,55.6%,44.4%,-,13.3%
Taylor Ward RHB,+311,14,5.00,0,0,0.182,0.357,0.182,-,0.266,21.4%,21.1%,28.6%,8.3%,90.5,-,-,-,57.1%,42.9%,66.9,-,25.0%,6.2%,94.1%,28.6%,0.0%,42.9%,14.3%,-,71.4%,28.6%,25.0%
Weston Wilson RHB,N/A,5,1.60,0,0,0.333,0.600,0.333,-,0.438,40.0%,33.3%,-,10.7%,97.3,-,-,33.3%,66.7%,-,71.8,-,37.5%,12.5%,88.9%,66.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,28.6%
