Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Michael Massey","KC","Max Scherzer","TOR","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Mike Trout","LAA","Gavin Williams","CLE","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Carter Jensen","KC","Max Scherzer","TOR","2","1.000","1.00","1.00","2.00","0","2","0","0","2","0","4","0.0","1.000","0"
"Nick Yorke","PIT","Michael King","SD","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","1"
"Zack Gelof","ATH","Taj Bradley","MIN","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Kyle Isbel","KC","Max Scherzer","TOR","2","1.000","1.00","1.00","2.00","0","2","0","0","2","0","4","0.0","1.000","0"
"Daulton Varsho","HOU","Will Warren","NYY","5","0.800","0.67","1.20","2.00","2","0","0","2","2","3","10","0.0","0.800","0"
"Jung Hoo Lee","SF","Brady Singer","CIN","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Matt McLain","CIN","Adrian Houser","SF","6","0.667","1.00","0.33","1.00","2","2","0","0","2","0","6","33.3","0.667","0"
"Alec Burleson","STL","Chris Bassitt","BAL","5","0.600","0.50","0.80","1.40","1","1","0","1","2","1","7","0.0","0.600","0"
"Munetaka Murakami","CWS","Jacob deGrom","TEX","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Angel Martinez","CLE","Walbert Urena","LAA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Ezequiel Duran","TEX","Anthony Kay","CWS","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Tristan Peters","CWS","Jacob deGrom","TEX","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Nicky Lopez","TEX","Anthony Kay","CWS","2","0.500","0.50","1.00","1.50","0","0","1","0","1","1","3","0.0","0.333","0"
"Sean Murphy","ATL","Tyler Glasnow","LAD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Willi Castro","COL","Andrew Alvarez","WSH","2","0.500","0.50","0.50","1.00","0","1","0","0","1","3","2","0.0","0.500","0"
"Jose Siri","LAA","Gavin Williams","CLE","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Yainer Diaz","HOU","Will Warren","NYY","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Miguel Vargas","CWS","Jacob deGrom","TEX","6","0.500","0.60","0.33","0.83","1","2","0","0","2","1","5","16.7","0.500","0"
"Ramon Urias","STL","Chris Bassitt","BAL","8","0.500","0.50","0.38","0.88","3","0","0","1","1","2","7","12.5","0.556","1"
"Tyrone Taylor","CHC","Brandon Pfaadt","ARI","5","0.400","0.33","0.80","1.20","0","1","0","1","2","2","6","20.0","0.400","0"
"Jose Altuve","HOU","Will Warren","NYY","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"Randal Grichuk","CWS","Jacob deGrom","TEX","13","0.385","0.43","0.62","1.00","1","2","0","2","4","2","13","30.8","0.429","1"
"Salvador Perez","KC","Max Scherzer","TOR","35","0.371","0.32","0.40","0.77","7","2","0","4","6","9","27","8.6","0.389","1"
"Nick Gonzales","PIT","Michael King","SD","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Tommy Edman","LAD","Bryce Elder","ATL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.500","1"
"Miguel Amaya","CHC","Brandon Pfaadt","ARI","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Jeremy Pena","HOU","Will Warren","NYY","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Francisco Lindor","NYM","Kyle Harrison","MIL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Xander Bogaerts","SD","Paul Skenes","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Oneil Cruz","PIT","Michael King","SD","6","0.333","0.50","0.17","0.50","1","1","0","0","1","0","3","33.3","0.333","0"
"Tyler Stephenson","CIN","Adrian Houser","SF","12","0.333","0.33","0.42","0.75","1","2","0","1","3","6","9","16.7","0.429","2"
"Vladimir Guerrero Jr.","TOR","Seth Lugo","KC","7","0.286","0.40","0.14","0.43","1","1","0","0","1","0","3","28.6","0.375","1"
"Rafael Devers","SF","Brady Singer","CIN","14","0.286","0.33","0.29","0.57","2","1","0","1","2","2","8","28.6","0.286","0"
"Eugenio Suarez","CIN","Adrian Houser","SF","25","0.280","0.26","0.28","0.56","4","1","0","2","3","8","14","16.0","0.333","2"
"Ke'Bryan Hayes","CIN","Adrian Houser","SF","22","0.273","0.32","0.05","0.32","5","1","0","0","1","2","7","13.6","0.304","1"
"Josh Lowe","LAA","Gavin Williams","CLE","8","0.250","0.33","0.13","0.38","1","1","0","0","1","0","3","25.0","0.400","2"
"Ronald Acuna Jr.","ATL","Tyler Glasnow","LAD","8","0.250","0.33","0.13","0.38","1","1","0","0","1","0","3","25.0","0.250","0"
"Bryan De La Cruz","PHI","George Kirby","SEA","9","0.222","0.20","0.44","0.67","0","1","0","1","2","1","6","33.3","0.222","0"
"Nico Hoerner","CHC","Brandon Pfaadt","ARI","14","0.214","0.23","0.07","0.29","2","1","0","0","1","0","4","7.1","0.214","0"
"Max Muncy","LAD","Bryce Elder","ATL","14","0.214","0.22","0.29","0.50","1","1","0","1","2","3","7","28.6","0.214","0"
"Dominic Smith","ATL","Tyler Glasnow","LAD","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
"Shohei Ohtani","LAD","Bryce Elder","ATL","10","0.200","0.17","0.30","0.50","1","0","0","1","1","2","5","30.0","0.273","1"
"Michael Conforto","CHC","Brandon Pfaadt","ARI","15","0.200","0.11","0.40","0.60","1","0","0","2","2","4","9","26.7","0.294","2"
"Mookie Betts","LAD","Bryce Elder","ATL","11","0.182","0.14","0.27","0.45","1","0","0","1","1","1","5","27.3","0.357","3"
"Victor Robles","SEA","Aaron Nola","PHI","22","0.182","0.27","0.05","0.23","3","1","0","0","1","1","5","31.8","0.208","0"
"Vinnie Pasquantino","KC","Max Scherzer","TOR","6","0.167","0.17","0.17","0.33","0","1","0","0","1","1","2","0.0","0.167","0"
"Brandon Lowe","PIT","Michael King","SD","13","0.154","0.14","0.23","0.38","1","0","0","1","1","1","5","38.5","0.267","1"
"Andres Gimenez","TOR","Seth Lugo","KC","7","0.143","0.20","0.14","0.29","0","1","0","0","1","0","2","28.6","0.250","1"
"Lars Nootbaar","ARI","Clay Holmes","CHC","7","0.143","0.14","0.14","0.29","0","1","0","0","1","0","2","0.0","0.250","1"
"Jesus Sanchez","TOR","Seth Lugo","KC","10","0.100","0.00","0.30","0.40","0","0","0","1","1","1","4","50.0","0.182","1"
"Andrew Benintendi","CWS","Jacob deGrom","TEX","11","0.091","0.09","0.09","0.18","0","1","0","0","1","3","2","0.0","0.167","1"
"Seiya Suzuki","CHC","Brandon Pfaadt","ARI","12","0.083","0.14","0.08","0.17","0","1","0","0","1","0","2","41.7","0.083","0"
