Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Nolan Gorman","STL","Kyle Bradish","BAL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","1"
"Myles Straw","TOR","Randy Dobnak","KC","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"A.J. Ewing","NYM","Dustin May","MIL","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"TJ Rumfield","COL","Matt Waldron","WSH","2","1.000","1.00","1.00","2.00","0","2","0","0","2","2","4","0.0","1.000","1"
"Jo Adell","CLE","Grayson Rodriguez","LAA","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Gabriel Moreno","ARI","Matthew Boyd","CHC","4","0.750","0.67","1.00","1.75","1","1","0","1","2","2","7","0.0","0.750","0"
"Brooks Lee","MIN","J.T. Ginn","ATH","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Seiya Suzuki","CHC","Eduardo Rodriguez","ARI","3","0.667","1.00","1.00","1.67","1","0","0","1","1","2","5","33.3","0.667","0"
"Willi Castro","COL","Matt Waldron","WSH","3","0.667","1.00","0.33","1.00","1","1","0","0","1","1","3","33.3","0.800","2"
"Ozzie Albies","ATL","Roki Sasaki","LAD","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Brandon Lowe","PIT","Randy Vasquez","SD","6","0.667","0.67","0.17","0.83","3","1","0","0","1","2","5","0.0","0.667","0"
"Randal Grichuk","CWS","MacKenzie Gore","TEX","9","0.556","0.50","0.56","1.11","2","2","0","1","3","6","10","0.0","0.600","1"
"Luke Keaschall","MIN","J.T. Ginn","ATH","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Spencer Horwitz","PIT","Randy Vasquez","SD","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Kyle Stowers","MIA","Sonny Gray","BOS","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Austin Hedges","CLE","Grayson Rodriguez","LAA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Colt Keith","DET","Freddy Peralta","TB","4","0.500","1.00","0.25","0.75","1","1","0","0","1","0","3","50.0","0.500","0"
"Jake McCarthy","COL","Matt Waldron","WSH","12","0.500","0.55","0.25","0.75","3","3","0","0","3","3","9","8.3","0.538","1"
"Cody Bellinger","NYY","Peter Lambert","HOU","9","0.444","0.50","0.44","0.89","2","1","0","1","2","3","8","22.2","0.545","2"
"Julio Rodriguez","SEA","Jesus Luzardo","PHI","7","0.429","0.67","0.43","0.86","2","0","0","1","1","2","6","42.9","0.500","1"
"Tyrone Taylor","CHC","Eduardo Rodriguez","ARI","7","0.429","0.60","0.29","0.71","1","2","0","0","2","2","5","28.6","0.429","0"
"Geraldo Perdomo","ARI","Matthew Boyd","CHC","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.333","0"
"Luis Garcia Jr.","NYY","Peter Lambert","HOU","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.400","0"
"Alex Call","LAD","AJ Smith-Shawver","ATL","5","0.400","0.40","0.60","1.00","0","1","1","0","2","0","5","0.0","0.500","1"
"Mickey Moniak","COL","Matt Waldron","WSH","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.400","0"
"Michael Conforto","CHC","Eduardo Rodriguez","ARI","5","0.400","0.25","0.60","1.00","1","0","0","1","1","2","5","0.0","0.400","0"
"James McCann","ARI","Matthew Boyd","CHC","11","0.364","0.44","0.09","0.45","3","1","0","0","1","0","5","18.2","0.417","1"
"Jackson Merrill","SD","Bubba Chandler","PIT","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Dillon Dingler","DET","Freddy Peralta","TB","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Agustin Ramirez","MIA","Sonny Gray","BOS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jake Burger","TEX","Sean Burke","CWS","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Cedric Mullins","TB","Troy Melton","DET","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.500","1"
"Alex Bregman","CHC","Eduardo Rodriguez","ARI","30","0.300","0.25","0.37","0.67","4","2","0","3","5","8","20","10.0","0.382","4"
"Javier Baez","DET","Freddy Peralta","TB","17","0.294","0.45","0.06","0.35","4","1","0","0","1","3","6","35.3","0.368","1"
"Nolan Arenado","ARI","Matthew Boyd","CHC","9","0.222","0.29","0.11","0.33","1","1","0","0","1","1","3","22.2","0.222","0"
"Francisco Lindor","NYM","Dustin May","MIL","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","0.0","0.333","0"
"Patrick Wisdom","SEA","Jesus Luzardo","PHI","13","0.154","0.33","0.38","0.54","0","0","1","1","2","3","7","69.2","0.214","1"
"JP Crawford","SEA","Jesus Luzardo","PHI","9","0.111","0.14","0.11","0.22","0","1","0","0","1","0","2","22.2","0.111","0"
"Max Kepler","ARI","Matthew Boyd","CHC","20","0.100","0.08","0.20","0.30","0","1","0","1","2","1","6","35.0","0.217","2"
