Matchup,LAA @ TB
Pitcher,Jack Kochanowicz
Pitcher Team,LAA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.1,272,0.233,0.301,0.336,0.103,1.39,5,0.73,11.4%,23.9%,16.5%,19.5%,10.9%,6.60,52.9%,7.0%,6.8%,42.9%,20.4%,12.8%,11.0%
vsLHB,29.0,142,0.265,0.329,0.359,0.094,1.72,1,0.31,13.4%,22.0%,16.2%,18.9%,10.7%,7.14,58.5%,7.1%,3.1%,46.4%,19.6%,5.3%,16.5%
vsRHB,32.1,130,0.200,0.270,0.313,0.113,1.08,4,1.11,9.2%,26.2%,16.9%,20.2%,11.0%,6.12,46.9%,6.9%,10.6%,39.4%,21.3%,20.0%,5.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yandy Diaz RHB,+334,25,4.20,3,4,0.350,0.480,0.900,0.550,0.557,16.0%,14.3%,8.0%,6.3%,91.7,22.2%,-,5.6%,44.4%,38.9%,74.6,50.0%,23.7%,21.1%,90.5%,33.3%,50.0%,16.7%,44.4%,27.8%,38.9%,33.3%,20.8%
Ryan Vilade RHB,N/A,20,3.20,1,1,0.067,0.250,0.267,0.200,0.235,20.0%,13.9%,10.0%,6.3%,83.3,7.1%,7.1%,7.1%,28.6%,14.3%,75.9,58.1%,9.7%,6.5%,91.2%,21.4%,33.3%,7.1%,57.1%,21.4%,57.1%,21.4%,25.0%
Jonathan Aranda LHB,+252,19,4.60,1,2,0.357,0.474,0.714,0.357,0.475,21.1%,12.8%,21.1%,5.4%,95.6,18.2%,9.1%,36.4%,54.5%,63.6%,70.7,12.9%,25.8%,12.9%,79.5%,27.3%,33.3%,54.5%,-,36.4%,36.4%,27.3%,36.0%
Hunter Feduccia LHB,+561,17,3.00,1,3,0.200,0.235,0.467,0.267,0.289,5.9%,21.6%,29.4%,11.8%,84.2,9.1%,-,9.1%,36.4%,36.4%,70.0,6.1%,24.2%,6.1%,91.7%,63.6%,14.3%,18.2%,-,9.1%,36.4%,54.5%,35.3%
Victor Mesa Jr. LHB,+414,8,3.50,1,1,0.143,0.250,0.571,0.429,0.344,12.5%,35.3%,25.0%,17.1%,94.6,20.0%,20.0%,20.0%,60.0%,40.0%,73.4,26.7%,20.0%,13.3%,88.2%,40.0%,50.0%,20.0%,20.0%,40.0%,40.0%,20.0%,36.4%
Cedric Mullins LHB,+368,26,4.40,0,0,0.250,0.423,0.300,0.050,0.336,23.1%,14.0%,15.4%,5.3%,92.3,-,-,37.5%,43.8%,56.2%,70.8,4.9%,31.7%,12.2%,95.3%,37.5%,0.0%,43.8%,12.5%,50.0%,25.0%,25.0%,29.2%
Taylor Walls SHB,+870,26,4.20,0,0,0.250,0.308,0.417,0.167,0.313,7.7%,27.5%,30.8%,11.7%,82.4,12.5%,6.2%,12.5%,25.0%,31.2%,66.5,5.4%,27.0%,2.7%,92.5%,12.5%,0.0%,25.0%,43.8%,56.2%,18.8%,25.0%,33.3%
Junior Caminero RHB,+195,24,4.60,0,2,0.200,0.333,0.250,0.050,0.272,16.7%,27.3%,25.0%,11.5%,95.5,7.1%,-,7.1%,64.3%,35.7%,79.3,87.8%,24.4%,12.2%,93.2%,21.4%,0.0%,21.4%,57.1%,28.6%,57.1%,14.3%,29.6%
Chandler Simpson LHB,N/A,24,4.80,0,0,0.182,0.250,0.182,-,0.202,8.3%,5.1%,8.3%,2.4%,82.7,-,-,10.0%,10.0%,15.0%,65.0,3.0%,42.4%,-,89.2%,20.0%,0.0%,10.0%,60.0%,55.0%,15.0%,30.0%,22.2%
Richie Palacios LHB,+586,20,3.80,0,1,0.267,0.450,0.333,0.067,0.359,25.0%,29.6%,25.0%,10.1%,93.8,10.0%,10.0%,40.0%,40.0%,30.0%,69.1,4.2%,37.5%,12.5%,92.3%,20.0%,0.0%,30.0%,30.0%,70.0%,30.0%,-,13.3%
Ben Williamson RHB,N/A,17,2.80,0,0,0.462,0.588,0.462,-,0.471,17.6%,14.3%,11.8%,5.7%,82.4,-,-,9.1%,36.4%,27.3%,68.0,21.1%,21.1%,10.5%,82.6%,9.1%,0.0%,27.3%,54.5%,36.4%,45.5%,18.2%,10.0%
Nick Fortes RHB,N/A,16,3.40,0,0,0.125,0.125,0.125,-,0.111,-,22.0%,25.0%,13.8%,82.1,-,-,25.0%,16.7%,16.7%,73.1,21.1%,10.5%,5.3%,92.7%,16.7%,0.0%,16.7%,41.7%,66.7%,25.0%,8.3%,41.2%
Oliver Dunn LHB,N/A,4,2.25,0,0,-,0.250,-,-,0.162,25.0%,20.0%,25.0%,6.7%,73.9,-,-,-,-,-,74.6,50.0%,-,-,80.0%,-,-,-,100.0%,50.0%,50.0%,-,33.3%
