Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Junior Caminero","TB","Lake Bachar","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","0"
"Dominic Canzone","SEA","Keider Montero","DET","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Endy Rodriguez","PIT","Spencer Strider","ATL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Jonathan Aranda","TB","Lake Bachar","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Jake Burger","TEX","Tanner Bibee","CLE","2","1.000","0.00","3.00","4.00","0","0","0","2","2","3","8","0.0","1.000","1"
"Dansby Swanson","CHC","Landen Roupp","SF","2","1.000","1.00","0.50","1.50","1","1","0","0","1","2","3","0.0","1.000","0"
"Michael Conforto","CHC","Landen Roupp","SF","4","1.000","1.00","0.25","1.25","3","1","0","0","1","1","5","0.0","1.000","0"
"Julio Rodriguez","SEA","Keider Montero","DET","4","0.750","0.67","0.75","1.50","2","0","0","1","1","2","6","0.0","0.750","0"
"MJ Melendez","NYM","Griffin Canning","SD","4","0.750","1.00","1.25","2.00","1","0","1","1","2","2","8","25.0","0.800","1"
"Jac Caglianone","KC","Joe Ryan","MIN","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Nelson Velazquez","STL","Nick Lodolo","CIN","3","0.667","0.67","0.67","1.33","1","0","1","0","1","1","4","0.0","0.750","0"
"Juan Soto","NYM","Griffin Canning","SD","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"James Wood","WSH","Eduardo Rodriguez","ARI","2","0.500","1.00","0.50","1.00","0","1","0","0","1","2","2","50.0","0.500","0"
"Marcelo Mayer","BOS","Will Warren","NYY","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Isaac Collins","KC","Joe Ryan","MIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.750","1"
"Amed Rosario","NYY","Ranger Suarez","BOS","9","0.444","0.25","0.67","1.11","2","0","0","2","2","6","10","0.0","0.455","1"
"George Springer","TOR","Kyle Bradish","BAL","19","0.421","0.44","0.42","0.84","2","5","0","1","6","3","16","10.5","0.421","0"
"Nolan Arenado","ARI","Zack Littell","WSH","12","0.417","0.36","0.25","0.67","4","0","0","1","1","4","8","0.0","0.417","0"
"Corbin Carroll","ARI","Zack Littell","WSH","5","0.400","0.40","0.40","0.80","0","2","0","0","2","0","4","0.0","0.500","1"
