Matchup,CWS @ PHI
Pitcher,Brandon Eisert
Pitcher Team,CWS
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,12.2,54,0.224,0.297,0.388,0.163,1.26,1,0.71,9.3%,26.4%,24.1%,15.9%,12.2%,9.24,50.0%,5.5%,5.6%,47.2%,30.6%,9.1%,13.9%
vsLHB,5.1,24,0.200,0.323,0.400,0.200,1.50,1,1.69,16.7%,25.0%,16.7%,7.4%,12.4%,6.75,54.2%,5.3%,6.2%,37.5%,37.5%,16.7%,12.5%
vsRHB,7.0,30,0.241,0.276,0.379,0.138,1.14,0,-,3.3%,27.8%,30.0%,32.1%,12.1%,11.57,46.7%,5.6%,5.0%,55.0%,25.0%,-,15.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Alec Bohm RHB,N/A,18,4.00,2,2,0.118,0.167,0.471,0.353,0.269,5.6%,18.5%,11.1%,8.6%,92.4,13.3%,6.7%,6.7%,33.3%,26.7%,70.9,8.3%,45.8%,20.8%,92.3%,33.3%,20.0%,13.3%,33.3%,26.7%,53.3%,20.0%,26.7%
Edmundo Sosa RHB,N/A,16,2.80,2,2,0.167,0.250,0.667,0.500,0.348,6.2%,30.6%,25.0%,18.6%,90.8,20.0%,20.0%,30.0%,30.0%,50.0%,72.1,20.6%,20.6%,5.9%,94.4%,50.0%,40.0%,20.0%,30.0%,30.0%,70.0%,-,33.3%
Kyle Schwarber LHB,N/A,17,4.60,1,1,0.438,0.471,0.688,0.250,0.498,5.9%,37.1%,23.5%,17.6%,92.7,8.3%,-,25.0%,41.7%,50.0%,77.3,81.2%,12.5%,6.2%,94.1%,16.7%,50.0%,41.7%,41.7%,58.3%,33.3%,8.3%,35.3%
Brandon Marsh LHB,N/A,15,4.00,1,1,0.286,0.333,0.643,0.357,0.410,6.7%,33.3%,26.7%,15.8%,86.7,10.0%,-,20.0%,30.0%,30.0%,72.5,20.8%,20.8%,12.5%,92.3%,30.0%,33.3%,20.0%,50.0%,60.0%,30.0%,10.0%,27.8%
Rafael Marchan SHB,N/A,13,2.60,1,1,0.167,0.231,0.417,0.250,0.285,-,11.5%,15.4%,5.8%,87.2,10.0%,10.0%,30.0%,30.0%,40.0%,65.3,-,23.8%,4.8%,84.0%,30.0%,33.3%,30.0%,40.0%,50.0%,50.0%,-,30.8%
Trea Turner RHB,N/A,20,4.20,0,0,0.125,0.300,0.125,-,0.219,20.0%,25.7%,15.0%,12.5%,84.0,-,-,-,38.5%,23.1%,71.0,18.2%,18.2%,3.0%,94.3%,30.8%,0.0%,15.4%,53.8%,15.4%,30.8%,53.8%,38.5%
Bryce Harper LHB,N/A,16,3.80,0,1,0.182,0.312,0.182,-,0.233,18.8%,42.9%,25.0%,22.1%,99.2,22.2%,-,11.1%,88.9%,44.4%,75.2,61.3%,25.8%,19.4%,88.6%,22.2%,0.0%,66.7%,11.1%,22.2%,55.6%,22.2%,50.0%
J.T. Realmuto RHB,N/A,15,3.20,0,0,0.154,0.267,0.154,-,0.210,6.7%,21.9%,13.3%,11.3%,91.4,9.1%,-,18.2%,36.4%,36.4%,73.1,25.0%,28.6%,7.1%,90.3%,45.5%,0.0%,18.2%,36.4%,36.4%,27.3%,36.4%,38.5%
Bryson Stott LHB,N/A,14,3.40,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,19.0%,7.1%,8.2%,88.9,8.3%,-,-,41.7%,41.7%,69.1,5.3%,52.6%,10.5%,90.5%,25.0%,0.0%,16.7%,50.0%,41.7%,25.0%,33.3%,23.5%
Justin Crawford LHB,N/A,10,3.60,0,0,0.375,0.500,0.375,-,0.397,20.0%,23.1%,-,7.7%,68.0,-,-,-,25.0%,12.5%,67.3,-,37.5%,12.5%,61.5%,-,-,-,75.0%,25.0%,37.5%,37.5%,33.3%
Adolis Garcia RHB,N/A,8,3.40,0,0,0.143,0.250,0.286,0.143,0.240,12.5%,10.0%,12.5%,4.7%,92.4,-,-,33.3%,50.0%,50.0%,73.3,50.0%,22.2%,16.7%,90.0%,50.0%,0.0%,33.3%,16.7%,50.0%,50.0%,-,16.7%
Steward Berroa SHB,N/A,5,2.33,0,0,-,-,-,-,-,-,11.1%,80.0%,5.6%,89.1,-,-,-,-,100.0%,68.8,-,12.5%,-,88.9%,-,-,100.0%,-,-,-,100.0%,50.0%
