Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Dillon Dingler","DET","Reid Detmers","LAA","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","0"
"Matt Vierling","DET","Reid Detmers","LAA","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","0"
"Nick Fortes","TB","Jake Bennett","BOS","4","0.750","0.75","0.50","1.25","1","2","0","0","2","0","5","0.0","0.750","0"
"Jung Hoo Lee","SF","Bryce Miller","SEA","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Mickey Moniak","COL","Brady Singer","CIN","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Jeremiah Jackson","BAL","Peter Lambert","HOU","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Jo Adell","LAA","Troy Melton","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Vladimir Guerrero Jr.","TOR","Anthony Kay","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Rhys Hoskins","CLE","Jared Jones","PIT","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Nick Allen","HOU","Dean Kremer","BAL","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Garrett Mitchell","MIL","Sandy Alcantara","MIA","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.600","1"
"Josh Bell","MIN","Colin Rea","CHC","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.600","1"
"Jose Altuve","HOU","Dean Kremer","BAL","20","0.450","0.50","0.30","0.75","5","3","0","1","4","1","15","15.0","0.450","0"
"Wilyer Abreu","BOS","Griffin Jax","TB","7","0.429","0.40","0.43","0.86","2","0","0","1","1","2","6","14.3","0.429","0"
"Andrew Vaughn","MIL","Sandy Alcantara","MIA","5","0.400","0.25","0.60","1.00","1","0","0","1","1","2","5","0.0","0.500","0"
"James Outman","DET","Reid Detmers","LAA","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
"Patrick Bailey","CLE","Jared Jones","PIT","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Ryan O'Hearn","PIT","Gavin Williams","CLE","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.500","1"
"Pete Alonso","BAL","Peter Lambert","HOU","5","0.400","0.50","0.40","0.80","1","0","1","0","1","0","4","20.0","0.571","2"
"Miguel Andujar","SD","Seth Lugo","KC","8","0.375","0.33","0.38","0.75","2","0","0","1","1","2","6","12.5","0.375","0"
"Freddie Freeman","LAD","Gerrit Cole","NYY","20","0.350","0.50","0.30","0.65","3","3","0","1","4","2","13","35.0","0.409","1"
"Jackson Merrill","SD","Seth Lugo","KC","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Zach Dezenzo","HOU","Dean Kremer","BAL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","2","2","33.3","0.333","0"
"Hunter Goodman","COL","Brady Singer","CIN","3","0.333","0.50","0.67","1.00","0","0","1","0","1","0","3","33.3","0.333","0"
"Ryan Jeffers","MIN","Colin Rea","CHC","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jake Mangum","PIT","Gavin Williams","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Marcell Ozuna","PIT","Gavin Williams","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Gavin Sheets","SD","Seth Lugo","KC","10","0.300","0.43","0.10","0.40","2","1","0","0","1","0","4","30.0","0.417","2"
"Willi Castro","COL","Brady Singer","CIN","21","0.238","0.27","0.29","0.52","3","0","0","2","2","6","11","38.1","0.333","2"
"Yainer Diaz","HOU","Dean Kremer","BAL","9","0.222","0.17","0.33","0.56","1","0","0","1","1","1","5","22.2","0.222","0"
"Brice Turang","MIL","Sandy Alcantara","MIA","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","0.0","0.333","1"
"Kody Clemens","MIN","Colin Rea","CHC","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.200","0"
"Trevor Larnach","MIN","Colin Rea","CHC","5","0.200","0.25","0.20","0.40","0","1","0","0","1","1","2","20.0","0.200","0"
"Salvador Perez","KC","Michael King","SD","10","0.200","0.40","0.10","0.30","1","1","0","0","1","0","3","50.0","0.200","0"
"Shohei Ohtani","LAD","Gerrit Cole","NYY","20","0.200","0.25","0.20","0.40","2","1","0","1","2","3","8","35.0","0.238","1"
"Teoscar Hernandez","LAD","Gerrit Cole","NYY","26","0.192","0.22","0.15","0.35","3","1","0","1","2","1","9","26.9","0.250","2"
"Brandon Lowe","PIT","Gavin Williams","CLE","11","0.182","0.17","0.27","0.45","1","0","0","1","1","1","5","36.4","0.182","0"
"Lars Nootbaar","STL","Merrill Kelly","ARI","11","0.182","0.14","0.27","0.45","1","0","0","1","1","1","5","27.3","0.357","3"
"Jarren Duran","BOS","Griffin Jax","TB","6","0.167","0.25","0.17","0.33","0","1","0","0","1","1","2","33.3","0.167","0"
"Luis Arraez","SF","Bryce Miller","SEA","9","0.111","0.11","0.11","0.22","0","1","0","0","1","0","2","0.0","0.111","0"
"Manny Machado","SD","Seth Lugo","KC","9","0.111","0.14","0.11","0.22","0","1","0","0","1","0","2","22.2","0.200","1"
"Jordan Walker","STL","Merrill Kelly","ARI","10","0.100","0.14","0.10","0.20","0","1","0","0","1","2","2","30.0","0.250","2"
"William Contreras","MIL","Sandy Alcantara","MIA","11","0.091","0.13","0.09","0.18","0","1","0","0","1","1","2","27.3","0.167","1"
