Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-01,Sutter Health Park,DET @ ATH,9:40,+35%,+22%,+9%,+30%,+0.79,+0.77,+0.93,+2.68,+33%,+14%,+2%,+21%,+0.73,+0.49,+0.18,+1.82,+3%,+8%,+7%,+10%,+0.06,+0.28,+0.75,+0.85
2026-08-01,Coors Field,KC  @ COL,8:10,+24%,+24%,+20%,+35%,+0.53,+0.82,+2.18,+3.08,+20%,+30%,+16%,+33%,+0.45,+1.06,+1.71,+2.86,+4%,-7%,+4%,+2%,+0.09,-0.24,+0.47,+0.22
2026-08-01,Dodger Stadium,BOS @ LAD,9:10,+20%,0%,-8%,+1%,+0.45,-0.01,-0.81,+0.08,+17%,-3%,-5%,+0%,+0.39,-0.11,-0.54,+0.04,+3%,+3%,-3%,+1%,+0.07,+0.10,-0.28,+0.05
2026-08-01,Great American BP,PIT @ CIN,6:40,+13%,+4%,+2%,+12%,+0.30,+0.15,+0.20,+1.08,+13%,+2%,-1%,+9%,+0.30,+0.07,-0.09,+0.80,0%,+2%,+3%,+3%,0.00,+0.09,+0.29,+0.28
2026-08-01,Rogers Centre,STL @ TOR,3:07,+11%,-6%,-6%,-4%,+0.24,-0.19,-0.68,-0.39,+6%,-2%,-2%,-2%,+0.14,-0.07,-0.23,-0.13,+4%,-3%,-4%,-3%,+0.10,-0.12,-0.45,-0.26
2026-08-01,Citi Field,MIA @ NYM,4:10,+7%,-18%,-8%,-6%,+0.17,-0.61,-0.83,-0.54,-2%,-19%,-5%,-8%,-0.04,-0.68,-0.48,-0.73,+9%,+2%,-3%,+2%,+0.20,+0.06,-0.34,+0.19
2026-08-01,Oriole Park,PHI @ BAL,7:05,+5%,+11%,+3%,+7%,+0.11,+0.37,+0.36,+0.65,-6%,+9%,+6%,+5%,-0.13,+0.30,+0.68,+0.41,+11%,+2%,-3%,+3%,+0.24,+0.07,-0.32,+0.24
2026-08-01,Daikin Park,TEX @ HOU,7:10,+5%,-11%,-4%,-5%,+0.11,-0.38,-0.42,-0.40,+5%,-11%,-4%,-5%,+0.12,-0.39,-0.45,-0.42,0%,+0%,+0%,+0%,-0.01,+0.01,+0.03,+0.01
2026-08-01,Progressive Field,ARI @ CLE,7:15,+2%,+11%,0%,+7%,+0.04,+0.39,-0.01,+0.64,-4%,+3%,-3%,-1%,-0.10,+0.09,-0.30,-0.08,+6%,+9%,+3%,+8%,+0.14,+0.30,+0.29,+0.72
2026-08-01,Truist Park,WAS @ ATL,7:15,+2%,-3%,+1%,0%,+0.05,-0.11,+0.06,-0.03,-1%,-7%,+1%,-3%,-0.03,-0.23,+0.11,-0.28,+4%,+4%,-1%,+3%,+0.08,+0.13,-0.05,+0.25
2026-08-01,T-Mobile Park,MIN @ SEA,4:10,+1%,-15%,-6%,-7%,+0.03,-0.51,-0.60,-0.65,+1%,-15%,-6%,-8%,+0.02,-0.53,-0.67,-0.71,+0%,+0%,+1%,+1%,+0.01,+0.01,+0.07,+0.06
2026-08-01,Petco Park,SF  @ SD,8:40,-1%,-9%,-5%,-6%,-0.02,-0.33,-0.54,-0.49,-6%,-11%,-4%,-8%,-0.14,-0.38,-0.46,-0.67,+5%,+2%,-1%,+2%,+0.12,+0.05,-0.08,+0.17
2026-08-01,Angel Stadium,MIL @ LAA,9:38,-3%,-8%,-1%,-5%,-0.07,-0.26,-0.10,-0.41,-8%,-4%,+1%,-4%,-0.17,-0.15,+0.10,-0.33,+4%,-3%,-2%,-1%,+0.10,-0.11,-0.20,-0.08
2026-08-01,Tropicana Field,CHW @ TB,4:10,-4%,-7%,-8%,-6%,-0.09,-0.23,-0.83,-0.55,-5%,-6%,-8%,-6%,-0.10,-0.22,-0.83,-0.55,+1%,-1%,+0%,+0%,+0.02,-0.02,+0.00,+0.01
2026-08-01,Wrigley Field,NYY @ CHC,7:15,-20%,-8%,-6%,-16%,-0.45,-0.28,-0.66,-1.37,-1%,-11%,-3%,-6%,-0.02,-0.39,-0.33,-0.57,-19%,+3%,-3%,-9%,-0.43,+0.11,-0.33,-0.80
