Matchup,TOR @ ATH
Pitcher,Brady Basso
Pitcher Team,ATH
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,33.1,145,0.304,0.341,0.486,0.181,1.41,3,0.81,3.4%,20.5%,16.6%,18.2%,10.7%,6.48,60.0%,7.3%,6.0%,33.6%,27.6%,9.4%,15.5%
vsLHB,13.1,58,0.304,0.337,0.464,0.161,1.42,0,-,3.4%,23.5%,19.0%,22.4%,12.4%,7.42,62.1%,9.8%,2.2%,31.1%,26.7%,-,20.0%
vsRHB,19.2,87,0.305,0.344,0.500,0.195,1.42,3,1.37,3.4%,18.5%,14.9%,15.7%,9.6%,5.95,58.6%,5.7%,8.5%,35.2%,28.2%,15.0%,12.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+342,22,4.40,8,1,1,94.3,316.1,4,1,12.5%,12.5%,50.0%,37.5%,62.5%,74.2,41.7%,58.3%,16.7%,100.0%,75.0%,25.0%,50.0%,50.0%,25.0%,75.0%,25.0%,-,50.0%
George Springer RHB,,+463,7,4.00,8,1,1,96.8,264.5,2,1,12.5%,-,12.5%,50.0%,25.0%,74.9,44.4%,66.7%,33.3%,100.0%,50.0%,37.5%,33.3%,12.5%,37.5%,50.0%,37.5%,12.5%,83.3%
Vladimir Guerrero Jr. RHB,,+450,23,4.20,8,1,2,91.6,298.5,3,3,25.0%,12.5%,12.5%,37.5%,25.0%,78.8,77.8%,44.4%,22.2%,90.0%,50.0%,25.0%,50.0%,25.0%,37.5%,37.5%,50.0%,12.5%,0.0%
Alejandro Kirk RHB,,+590,12,4.60,8,1,1,93.0,271.9,3,1,12.5%,-,-,37.5%,62.5%,72.5,22.2%,55.6%,11.1%,100.0%,62.5%,12.5%,100.0%,50.0%,37.5%,25.0%,37.5%,37.5%,0.0%
Brett Bateman LHB,,+1300,9,4.60,8,0,0,80.7,262.3,1,1,-,-,-,12.5%,25.0%,68.5,-,40.0%,-,90.9%,50.0%,37.5%,0.0%,12.5%,50.0%,37.5%,37.5%,25.0%,16.7%
Brandon Valenzuela SHB,—,N/A,24,3.60,8,0,1,95.4,251.4,2,1,-,-,12.5%,50.0%,12.5%,72.8,29.4%,35.3%,5.9%,100.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,37.5%,37.5%,50.0%
Charles McAdoo RHB,—,N/A,6,2.40,8,0,2,82.3,255.4,2,2,12.5%,-,12.5%,25.0%,50.0%,72.9,25.0%,37.5%,25.0%,66.7%,62.5%,25.0%,0.0%,37.5%,25.0%,25.0%,37.5%,37.5%,50.0%
Myles Straw RHB,,+1250,11,2.80,8,0,0,76.6,230.2,1,0,-,-,12.5%,12.5%,12.5%,68.3,-,62.5%,-,88.9%,37.5%,25.0%,0.0%,12.5%,25.0%,37.5%,12.5%,50.0%,42.9%
Nathan Lukes LHB,,+980,10,4.20,8,0,0,82.8,255.7,2,0,-,-,-,-,50.0%,65.4,-,38.5%,-,92.9%,50.0%,25.0%,0.0%,25.0%,50.0%,37.5%,50.0%,12.5%,25.0%
Andres Gimenez LHB,,+980,19,4.00,8,0,0,69.5,250.7,0,0,-,-,-,12.5%,25.0%,68.1,-,15.4%,7.7%,81.2%,37.5%,12.5%,0.0%,25.0%,50.0%,37.5%,37.5%,25.0%,33.3%
Jesus Sanchez LHB,—,N/A,7,2.20,8,0,0,86.6,236.8,1,0,-,-,25.0%,37.5%,25.0%,70.6,25.0%,62.5%,37.5%,88.9%,25.0%,12.5%,0.0%,12.5%,75.0%,50.0%,37.5%,12.5%,50.0%
Josh Smith LHB,—,N/A,11,3.00,8,0,0,70.1,309.4,1,1,12.5%,-,-,12.5%,12.5%,63.4,-,28.6%,-,70.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,62.5%,12.5%,28.6%
Ernie Clement RHB,,+880,15,3.60,8,0,0,76.6,301.3,1,0,-,-,-,25.0%,37.5%,64.8,-,33.3%,-,92.3%,37.5%,25.0%,0.0%,12.5%,62.5%,12.5%,50.0%,37.5%,28.6%
Sean Keys LHB,—,N/A,-,2.20,1,0,0,98.6,355.7,1,1,-,-,-,100.0%,-,75.3,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
