HR Split,Overall
Dates,="9/5/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:15 PM,Ethan Pecko,vs,2.09,2.44,-1.34,2.84,10.3%,20.0%,51.3%,38.5%,6.5%,118
2,8:10 PM,Mason Adams,vs,1.75,0.82,1.50,2.08,13.0%,22.2%,47.8%,39.1%,6.7%,76
3,8:10 PM,Matthew Liberatore,@,1.14,0.37,1.08,1.80,11.7%,19.9%,43.2%,32.4%,8.1%,1350
4,9:40 PM,Jeffrey Springs,@,0.96,1.58,0.25,2.39,8.7%,18.0%,33.5%,32.0%,6.2%,1359
5,6:40 PM,Yusei Kikuchi,@,0.79,-0.48,0.95,1.44,9.8%,25.6%,44.9%,21.5%,9.7%,1067
6,7:10 PM,Anthony Kay,vs,0.33,-1.22,0.97,1.49,8.3%,22.2%,38.3%,22.9%,7.6%,728
7,7:15 PM,Robbie Ray,vs,0.30,-1.01,0.97,1.45,9.7%,14.7%,39.1%,33.3%,6.4%,1487
8,4:10 PM,Anthony Molina,@,0.27,0.12,0.80,1.57,7.3%,14.7%,36.4%,35.4%,9.0%,270
9,9:10 PM,Cade Cavalli,@,0.24,-0.24,0.77,1.27,8.1%,21.5%,42.3%,27.2%,6.9%,971
10,7:10 PM,Max Scherzer,@,0.23,-0.15,0.90,1.53,8.7%,15.2%,32.4%,36.8%,7.1%,772
11,7:10 PM,Taj Bradley,@,0.20,0.47,-0.27,1.25,8.7%,17.4%,42.6%,30.4%,7.2%,1380
12,6:05 PM,Zack Wheeler,vs,0.13,0.83,-0.77,1.66,6.6%,21.4%,35.0%,25.2%,5.2%,1230
13,4:10 PM,Javier Assad,@,0.03,0.93,-1.02,1.44,5.1%,19.1%,40.1%,28.0%,8.5%,555
14,6:40 PM,Andrew Abbott,vs,0.03,0.51,-0.13,1.28,9.4%,14.6%,38.3%,28.1%,6.8%,1452
15,6:40 PM,Dustin May,@,-0.11,-0.57,0.51,1.13,8.8%,15.2%,40.3%,25.8%,7.2%,1218
16,4:10 PM,Zach Thornton,vs,-0.20,-1.03,0.56,1.22,7.0%,15.6%,37.5%,26.1%,8.4%,356
17,9:10 PM,Tyler Glasnow,vs,-0.21,-0.60,0.76,0.95,8.2%,19.9%,37.6%,24.0%,7.7%,742
18,4:10 PM,Ryan Gusto,vs,-0.23,-0.59,0.69,1.16,7.6%,12.3%,41.4%,23.6%,9.1%,851
19,9:40 PM,George Kirby,vs,-0.25,0.22,-0.94,1.30,5.5%,18.9%,39.1%,22.1%,7.2%,1360
20,7:05 PM,Chris Bassitt,vs,-0.26,0.13,-0.65,1.21,6.9%,15.5%,36.7%,25.5%,8.1%,1244
21,7:15 PM,Brandon Pfaadt,@,-0.30,0.21,-0.87,1.25,7.6%,14.6%,32.2%,26.3%,7.7%,1343
22,6:40 PM,Braxton Ashcraft,vs,-0.36,-0.09,-0.37,1.01,6.1%,16.9%,42.7%,23.3%,8.0%,1056
23,7:10 PM,Seth Lugo,vs,-0.37,0.05,-0.58,1.18,5.7%,14.8%,42.3%,26.4%,6.6%,1386
24,6:10 PM,Framber Valdez,@,-0.59,-0.68,-0.24,0.86,5.7%,17.8%,44.1%,16.6%,8.0%,1597
25,7:05 PM,Jacob deGrom,vs,-0.60,-0.06,-0.62,0.83,7.2%,12.4%,41.7%,28.9%,6.0%,1323
26,7:05 PM,Sonny Gray,@,-0.69,-0.57,-0.07,0.98,6.7%,11.4%,38.1%,24.0%,6.7%,1461
27,7:15 PM,Carlos Rodon,@,-0.85,-0.00,-0.60,0.81,7.4%,7.7%,36.6%,27.6%,7.1%,1172
28,6:10 PM,Parker Messick,vs,-1.07,-0.76,-0.61,0.84,4.4%,16.0%,30.1%,21.6%,6.8%,923
29,6:05 PM,Martin Perez,@,-1.20,0.12,-1.03,0.67,4.9%,12.0%,39.0%,19.7%,6.0%,828
30,7:05 PM,Drew Rasmussen,@,-1.21,-0.74,-0.60,0.63,3.9%,10.9%,37.6%,22.5%,9.0%,1272
