Matchup,DET @ SF
Pitcher,Keider Montero
Pitcher Team,DET
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,116.1,465,0.210,0.260,0.342,0.132,1.00,11,0.85,5.4%,18.9%,17.4%,17.1%,9.2%,6.27,62.5%,8.2%,7.1%,37.9%,25.1%,12.4%,18.4%
vsLHB,62.0,253,0.214,0.265,0.350,0.137,1.08,7,1.02,6.7%,17.4%,16.2%,15.5%,8.3%,5.95,61.1%,7.7%,8.2%,39.2%,32.5%,11.1%,19.1%
vsRHB,54.1,212,0.206,0.254,0.332,0.126,0.90,4,0.66,3.8%,20.8%,18.9%,19.0%,10.3%,6.63,64.2%,8.8%,5.6%,36.2%,16.2%,15.4%,17.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Osleivis Basabe RHB,—,N/A,27,4.20,5,2,2,83.7,325.9,2,2,40.0%,20.0%,20.0%,40.0%,40.0%,74.8,50.0%,30.0%,20.0%,90.9%,80.0%,80.0%,50.0%,-,20.0%,40.0%,20.0%,40.0%,25.0%
Bryce Eldridge LHB,,+525,40,3.60,5,1,1,83.4,276.2,1,1,20.0%,20.0%,20.0%,40.0%,40.0%,75.5,33.3%,50.0%,-,75.0%,40.0%,20.0%,100.0%,20.0%,60.0%,80.0%,20.0%,-,33.3%
Jung Hoo Lee LHB,,+1140,17,4.80,5,1,1,76.4,256.2,2,1,-,-,20.0%,20.0%,40.0%,67.3,-,8.3%,8.3%,92.3%,40.0%,-,-,40.0%,20.0%,20.0%,40.0%,40.0%,66.7%
Rafael Devers LHB,,+365,29,4.20,5,0,0,95.0,318.6,2,0,-,-,-,60.0%,40.0%,71.8,-,40.0%,20.0%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,0.0%
Drew Cavanaugh LHB,—,N/A,14,3.00,5,0,0,80.7,306.8,3,0,-,-,-,20.0%,60.0%,72.1,25.0%,50.0%,25.0%,66.7%,80.0%,40.0%,0.0%,40.0%,20.0%,-,40.0%,60.0%,50.0%
Drew Gilbert LHB,,+1000,10,2.80,5,0,0,90.4,200.5,1,0,-,-,40.0%,40.0%,40.0%,70.3,-,33.3%,16.7%,100.0%,60.0%,20.0%,0.0%,40.0%,20.0%,40.0%,-,60.0%,0.0%
Daniel Susac RHB,,+870,17,3.40,5,0,0,81.0,144.0,0,0,-,-,40.0%,-,20.0%,71.3,20.0%,20.0%,-,83.3%,20.0%,20.0%,0.0%,-,40.0%,60.0%,20.0%,20.0%,33.3%
Willy Adames RHB,,+524,33,4.40,5,0,0,70.9,144.4,0,0,-,-,20.0%,-,-,71.8,14.3%,-,-,100.0%,20.0%,20.0%,0.0%,-,20.0%,40.0%,40.0%,20.0%,100.0%
Christian Koss RHB,,+1700,14,2.60,5,0,0,80.2,160.6,0,0,-,-,20.0%,20.0%,20.0%,69.1,-,50.0%,-,100.0%,20.0%,-,-,20.0%,40.0%,40.0%,40.0%,20.0%,75.0%
Grant McCray LHB,,+890,22,3.20,5,0,0,87.4,251.9,0,0,-,-,40.0%,-,20.0%,74.2,60.0%,20.0%,-,100.0%,60.0%,40.0%,0.0%,20.0%,20.0%,40.0%,60.0%,-,0.0%
Nate Furman LHB,—,N/A,-,2.33,2,0,0,85.4,277.4,0,0,-,-,-,-,50.0%,68.1,-,33.3%,-,100.0%,100.0%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,50.0%
Buddy Kennedy RHB,—,N/A,4,2.80,2,0,0,75.1,163.6,0,0,-,-,-,-,-,69.6,-,-,-,100.0%,-,-,-,-,50.0%,50.0%,-,50.0%,50.0%
