Matchup,PHI @ MIL
Pitcher,Jacob Misiorowski
Pitcher Team,MIL
Opposing Team,PHI

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,9.1,1.18,="6-34",.176,.353,0.177,2,0,0,3,38.5,5,.282,.635
Batting Second,10.0,0.60,="4-35",.114,.200,0.086,1,0,0,2,51.3,2,.205,.405
Batting Third,9.0,0.89,="4-32",.125,.156,0.031,0,1,0,0,24.3,4,.243,.399
Batting Fourth,9.1,0.64,="4-32",.125,.156,0.031,0,1,0,0,47.2,2,.222,.378
Batting Fifth,9.1,0.64,="6-33",.182,.212,0.030,0,1,0,0,36.4,0,.182,.394
Batting Sixth,8.2,0.92,="4-27",.148,.148,0.000,0,0,0,3,21.9,4,.250,.398
Batting Seventh,7.1,1.09,="6-29",.207,.207,0.000,0,0,0,0,45.2,2,.258,.465
Batting Eighth,6.2,1.05,="6-26",.231,.385,0.154,1,1,0,3,46.4,1,.286,.671
Batting Ninth,8.1,0.36,="1-24",.042,.042,0.000,0,0,0,0,33.3,2,.148,.190

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Kyle Schwarber LHB,Batting First ​,="14-65",.215,.354,0.139,3,0,0,5,39.0,12,.338,.692
Trea Turner RHB,Batting Second ​,="15-62",.242,.387,0.145,2,3,0,5,21.5,3,.277,.664
Bryce Harper LHB,Batting Third ​,="62-221",.281,.543,0.262,15,11,1,38,17.4,41,.389,.932
Brandon Marsh LHB,Batting Fourth ​,="16-56",.286,.411,0.125,2,1,0,7,31.1,3,.344,.755
Alec Bohm RHB,Batting Fifth ​,="14-47",.298,.447,0.149,2,1,0,9,16.0,3,.340,.787
Bryson Stott LHB,Batting Sixth ​,="22-87",.253,.425,0.172,3,2,2,16,16.7,8,.313,.738
J.T. Realmuto RHB,Batting Eighth ​,="12-42",.286,.405,0.119,1,2,0,4,18.8,4,.375,.780
Justin Crawford LHB,Batting Ninth ​,="27-114",.237,.342,0.105,1,7,1,6,23.0,11,.310,.652
