HR Split,Overall
Dates,="6/25/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,3:45 PM,Jeffrey Springs,@,2.00,0.94,1.94,3.03,10.7%,21.1%,37.3%,32.3%,7.0%,1175
2,12:10 PM,Seth Lugo,@,0.79,0.67,0.66,1.32,10.9%,13.6%,43.4%,33.5%,8.5%,1078
3,7:45 PM,Zac Gallen,@,0.56,0.90,0.16,1.78,9.1%,14.7%,41.2%,26.6%,5.6%,1297
4,7:45 PM,Michael McGreevy,vs,0.35,0.65,0.10,1.46,8.6%,18.3%,39.8%,25.2%,6.4%,849
5,7:10 PM,Connelly Early,vs,0.31,-0.32,0.53,1.36,7.9%,16.5%,39.6%,30.8%,7.3%,572
6,6:40 PM,Troy Melton,vs,0.10,0.61,-0.56,1.69,6.8%,12.5%,37.6%,28.5%,6.2%,466
7,7:07 PM,Kevin Gausman,vs,0.10,-0.06,0.60,1.41,7.0%,17.0%,39.7%,26.9%,6.5%,1364
8,6:40 PM,Tatsuya Imai,@,0.05,0.25,-0.06,1.03,7.6%,20.4%,42.2%,21.8%,8.5%,279
9,7:10 PM,Freddy Peralta,vs,0.01,0.92,-1.40,1.36,6.3%,21.4%,39.3%,22.9%,6.1%,1275
10,12:35 PM,Bryce Miller,@,-0.02,-0.82,1.09,1.27,6.5%,20.8%,30.8%,28.4%,8.2%,684
11,7:10 PM,Matthew Boyd,@,-0.04,-0.93,0.16,0.79,9.4%,17.1%,48.9%,19.3%,5.4%,963
12,7:07 PM,MacKenzie Gore,@,-0.12,-0.49,0.12,0.80,8.3%,11.1%,47.9%,26.7%,7.5%,1164
13,6:45 PM,Cristopher Sanchez,@,-0.29,-1.19,0.03,0.82,8.3%,17.4%,41.4%,18.6%,6.7%,1408
14,6:45 PM,Cade Cavalli,vs,-0.52,-0.37,-0.18,0.99,6.0%,13.3%,39.0%,20.5%,8.6%,672
15,12:35 PM,Bubba Chandler,vs,-0.60,0.59,-1.30,0.81,6.7%,11.0%,34.8%,28.8%,7.2%,565
16,7:10 PM,Cam Schlittler,@,-0.79,-0.58,-0.43,0.73,6.7%,5.9%,38.1%,26.7%,7.2%,844
17,3:45 PM,Landen Roupp,vs,-0.82,-0.20,-0.89,0.84,5.9%,12.8%,33.9%,24.9%,5.5%,928
18,12:10 PM,Casey Legumina,vs,-1.09,-0.57,-0.56,0.56,6.1%,6.3%,39.4%,24.7%,5.5%,374
