Matchup,MIL @ ATH
Pitcher,Robert Gasser
Pitcher Team,MIL
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,13.1,62,0.231,0.354,0.462,0.231,1.42,2,1.35,11.3%,26.5%,19.4%,15.4%,12.0%,8.10,61.3%,7.6%,7.5%,30.0%,30.0%,16.7%,22.5%
vsLHB,4.0,22,0.333,0.446,0.611,0.278,2.50,0,-,18.2%,42.9%,27.3%,31.6%,17.4%,13.50,54.5%,4.7%,8.3%,25.0%,25.0%,-,25.0%
vsRHB,9.1,40,0.176,0.303,0.382,0.206,0.96,2,1.93,7.5%,19.2%,15.0%,10.2%,9.1%,5.79,65.0%,9.1%,7.1%,32.1%,32.1%,22.2%,21.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shea Langeliers RHB,,+170,39,19,5.00,3,2,0.294,0.368,0.824,0.529,0.494,10.5%,26.5%,10.5%,13.8%,95.2,313.3,5,2,21.4%,7.1%,21.4%,57.1%,35.7%,76.4,63.0%,25.9%,11.1%,96.4%,35.7%,20.0%,21.4%,42.9%,35.7%,35.7%,28.6%,65.0%
Nick Kurtz LHB,,+190,19,15,4.80,3,3,0.385,0.467,1.077,0.692,0.625,13.3%,32.3%,33.3%,16.1%,98.5,334.3,4,3,37.5%,12.5%,25.0%,62.5%,50.0%,78.4,90.5%,19.0%,14.3%,87.5%,75.0%,50.0%,12.5%,12.5%,37.5%,62.5%,-,30.8%
Tyler Soderstrom LHB,,+312,26,14,4.20,3,3,0.462,0.500,1.154,0.692,0.687,7.1%,10.7%,21.4%,5.1%,94.6,344.7,3,3,20.0%,-,-,70.0%,30.0%,73.7,33.3%,28.6%,19.0%,91.3%,30.0%,100.0%,-,60.0%,10.0%,80.0%,10.0%,31.6%
Jonah Heim SHB,—,N/A,27,9,2.40,2,1,0.222,0.222,0.889,0.667,0.467,-,19.2%,44.4%,9.8%,73.9,270.4,1,1,25.0%,-,-,25.0%,50.0%,69.9,15.8%,5.3%,5.3%,79.2%,-,-,50.0%,25.0%,25.0%,25.0%,50.0%,50.0%
Zack Gelof RHB,,+390,21,20,4.40,1,1,0.350,0.350,0.550,0.200,0.391,-,32.5%,25.0%,16.0%,91.3,264.1,4,3,20.0%,13.3%,20.0%,46.7%,40.0%,74.6,48.5%,21.2%,12.1%,100.0%,20.0%,33.3%,33.3%,33.3%,33.3%,40.0%,26.7%,40.0%
Brent Rooker RHB,,+200,21,14,3.80,1,1,0.154,0.214,0.385,0.231,0.260,7.1%,31.0%,42.9%,17.0%,93.0,302.3,2,2,28.6%,14.3%,57.1%,42.9%,71.4%,74.6,50.0%,13.6%,9.1%,91.7%,28.6%,0.0%,57.1%,14.3%,71.4%,28.6%,-,58.3%
Colby Thomas RHB,,+300,24,12,1.80,1,1,0.200,0.333,0.600,0.400,0.389,16.7%,29.4%,25.0%,15.9%,94.3,320.1,5,4,28.6%,14.3%,14.3%,57.1%,42.9%,76.1,58.6%,17.2%,10.3%,96.7%,71.4%,20.0%,28.6%,-,14.3%,71.4%,14.3%,40.0%
Henry Bolte RHB,,+450,7,15,4.00,0,0,0.231,0.333,0.231,-,0.274,-,37.0%,53.3%,16.7%,105.0,282.1,1,0,20.0%,-,-,100.0%,40.0%,76.6,76.2%,14.3%,14.3%,95.5%,-,-,40.0%,60.0%,40.0%,20.0%,40.0%,35.7%
Max Muncy RHB,,+333,15,15,4.20,0,1,0.167,0.333,0.333,0.167,0.297,20.0%,25.0%,33.3%,11.4%,99.6,326.3,3,3,14.3%,-,14.3%,71.4%,28.6%,75.6,66.7%,11.1%,11.1%,96.4%,14.3%,0.0%,28.6%,42.9%,14.3%,42.9%,42.9%,40.0%
Jeff McNeil LHB,—,N/A,3,12,3.00,0,0,-,0.167,-,-,0.108,16.7%,8.7%,8.3%,4.2%,88.5,291.4,3,1,-,-,11.1%,11.1%,33.3%,67.5,-,36.4%,-,95.7%,22.2%,0.0%,11.1%,55.6%,33.3%,55.6%,11.1%,21.4%
Carlos Cortes LHB,—,N/A,-,10,3.20,0,0,0.556,0.600,0.778,0.222,0.593,-,41.2%,20.0%,26.9%,83.4,186.3,0,0,-,-,-,28.6%,28.6%,70.0,8.3%,8.3%,-,80.0%,-,-,28.6%,57.1%,28.6%,-,71.4%,44.4%
Lawrence Butler LHB,—,N/A,3,10,2.40,0,0,0.125,0.300,0.125,-,0.219,20.0%,7.1%,20.0%,2.9%,83.6,279.3,1,0,-,-,-,50.0%,33.3%,71.8,22.2%,22.2%,11.1%,100.0%,16.7%,0.0%,16.7%,66.7%,33.3%,16.7%,50.0%,36.4%
Alika Williams RHB,,+710,-,9,4.20,0,1,0.111,0.111,0.222,0.111,0.141,-,37.5%,33.3%,20.0%,88.8,284.5,3,1,-,-,-,16.7%,16.7%,66.8,-,33.3%,-,90.0%,50.0%,0.0%,-,33.3%,-,66.7%,33.3%,62.5%
