Matchup,LAA @ ATH
Pitcher,Walbert Urena
Pitcher Team,LAA
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.1,272,0.212,0.291,0.320,0.108,1.35,5,0.72,12.9%,26.9%,21.3%,21.3%,11.6%,8.37,52.2%,6.2%,5.7%,33.1%,24.0%,9.5%,13.7%
vsLHB,31.2,139,0.214,0.291,0.316,0.103,1.45,2,0.57,15.1%,23.8%,19.4%,18.2%,10.1%,7.67,49.6%,6.0%,5.5%,37.4%,23.1%,9.5%,15.4%
vsRHB,30.0,133,0.211,0.291,0.325,0.114,1.27,3,0.90,10.5%,30.3%,23.3%,25.0%,13.3%,9.30,54.9%,6.5%,6.0%,28.6%,25.0%,9.5%,11.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zack Gelof RHB,,+500,17,26,4.40,2,3,0.409,0.500,0.773,0.364,0.536,7.7%,25.0%,19.2%,13.0%,96.1,280.6,4,3,-,-,18.8%,50.0%,37.5%,74.5,50.0%,44.4%,16.7%,94.7%,31.2%,40.0%,31.2%,31.2%,31.2%,43.8%,25.0%,23.5%
Tyler Soderstrom LHB,,+465,16,24,4.60,2,2,0.333,0.417,0.762,0.429,0.489,12.5%,25.0%,16.7%,12.3%,89.7,279.7,5,2,11.8%,-,5.9%,47.1%,47.1%,75.7,70.0%,25.0%,15.0%,100.0%,17.6%,66.7%,29.4%,41.2%,23.5%,47.1%,29.4%,25.0%
Shea Langeliers RHB,,+325,35,21,4.60,2,2,0.158,0.238,0.526,0.368,0.322,9.5%,32.4%,23.8%,16.4%,89.6,284.0,4,2,14.3%,-,14.3%,35.7%,42.9%,76.4,75.0%,25.0%,10.0%,95.2%,35.7%,40.0%,28.6%,21.4%,28.6%,42.9%,28.6%,45.0%
Jonah Heim SHB,—,N/A,9,20,3.40,1,1,0.312,0.450,0.562,0.250,0.432,20.0%,17.2%,10.0%,6.9%,94.3,241.7,2,1,7.1%,7.1%,21.4%,50.0%,28.6%,69.2,12.5%,43.8%,18.8%,100.0%,42.9%,16.7%,21.4%,28.6%,35.7%,50.0%,14.3%,31.6%
Lawrence Butler LHB,,+630,18,19,4.20,1,3,0.389,0.421,0.722,0.333,0.486,5.3%,32.4%,26.3%,17.1%,91.7,393.5,3,3,15.4%,-,7.7%,53.8%,38.5%,73.4,40.0%,20.0%,10.0%,100.0%,30.8%,25.0%,-,69.2%,46.2%,23.1%,30.8%,41.2%
Jeff McNeil LHB,,+920,28,17,2.80,1,1,0.067,0.176,0.267,0.200,0.200,11.8%,12.0%,5.9%,5.5%,84.2,224.8,4,1,-,-,21.4%,21.4%,28.6%,69.9,15.0%,25.0%,10.0%,90.9%,42.9%,16.7%,21.4%,14.3%,28.6%,35.7%,35.7%,41.2%
Nick Kurtz LHB,,+270,27,17,4.80,1,1,0.357,0.471,0.643,0.286,0.470,17.6%,26.5%,23.5%,12.0%,91.4,249.5,1,1,-,-,-,60.0%,-,79.7,95.8%,12.5%,8.3%,96.0%,10.0%,100.0%,20.0%,70.0%,40.0%,30.0%,30.0%,16.7%
Max Muncy RHB,—,N/A,11,14,2.40,1,2,0.333,0.286,0.667,0.333,0.368,-,16.7%,7.1%,8.8%,87.0,277.5,3,3,15.4%,-,15.4%,23.1%,23.1%,75.0,50.0%,37.5%,-,80.0%,53.8%,14.3%,-,38.5%,46.2%,38.5%,15.4%,61.1%
Jacob Wilson RHB,,+1400,20,26,4.40,0,0,0.318,0.423,0.409,0.091,0.369,15.4%,12.8%,19.2%,6.6%,85.4,253.9,3,1,-,-,5.9%,23.5%,23.5%,65.4,-,27.3%,3.0%,86.8%,17.6%,0.0%,11.8%,64.7%,29.4%,29.4%,41.2%,33.3%
Henry Bolte RHB,,+900,8,18,4.20,0,0,0.429,0.500,0.500,0.071,0.430,11.1%,32.3%,22.2%,16.9%,87.2,262.8,2,0,-,-,-,30.0%,20.0%,77.1,80.0%,13.3%,13.3%,78.9%,-,-,30.0%,70.0%,30.0%,30.0%,40.0%,55.6%
Alika Williams RHB,—,N/A,5,16,3.00,0,0,0.267,0.312,0.267,-,0.263,6.2%,9.7%,18.8%,5.5%,95.0,287.1,2,0,-,-,9.1%,63.6%,36.4%,69.0,7.7%,23.1%,15.4%,86.7%,18.2%,0.0%,27.3%,54.5%,27.3%,72.7%,-,43.8%
Carlos Cortes LHB,,+800,12,15,4.00,0,0,-,0.067,-,-,0.043,6.7%,19.4%,13.3%,10.0%,85.9,272.3,3,1,-,-,9.1%,9.1%,36.4%,70.8,16.7%,16.7%,-,92.3%,18.2%,0.0%,18.2%,54.5%,27.3%,45.5%,27.3%,35.7%
Colby Thomas RHB,—,N/A,-,5,1.60,0,1,-,-,-,-,-,-,25.0%,20.0%,18.8%,84.4,405.3,1,1,-,-,-,25.0%,-,73.4,14.3%,-,-,87.5%,25.0%,0.0%,-,75.0%,25.0%,75.0%,-,60.0%
