Bat Side,L
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"4,208",1.13,1.11,1.10,1.10,1.09,1.30,0.87,1.03,1.06,1.02,1.08,88.7,174.3
2,Great American Ball Park,535',Open,"3,763",1.06,1.17,1.04,1.02,1.01,0.86,1.00,1.04,1.02,0.98,1.00,88,175.4
3,Sutter Health Park,24',Open,"2,242",1.03,0.97,1.03,1.02,1.07,0.94,0.95,1.08,0.97,0.98,1.01,88.8,176.2
4,Rate Field,595',Open,"4,402",1.02,1.07,1.01,1.00,0.98,1.00,0.96,1.07,1.03,1.01,1.00,87.9,173.5
5,Daikin Park,45',Retractable,"3,340",1.02,1.11,1.03,1.02,0.97,0.93,1.07,1.03,0.97,1.03,1.00,89.6,175
6,Target Field,828',Open,"4,740",1.02,1.00,1.04,1.06,1.01,0.85,0.99,0.97,1.02,1.01,1.01,88.5,177.2
7,Oriole Park at Camden Yards,33',Open,"5,144",1.02,1.08,1.02,1.00,0.98,0.97,0.97,0.96,1.03,1.01,1.00,89,170.4
8,Citizens Bank Park,20',Open,"4,297",1.01,1.09,1.03,1.03,0.96,0.90,1.04,0.96,0.95,0.98,1.01,88.9,171.3
9,PNC Park,780',Open,"4,220",1.01,0.95,1.01,0.97,1.17,0.93,0.97,0.99,1.03,1.03,1.01,89.7,173.5
10,Nationals Park,35',Open,"5,203",1.01,0.99,1.01,1.03,0.96,0.96,0.95,1.00,1.04,1.02,1.00,88.6,165.1
11,Rogers Centre,270',Retractable,"4,226",1.01,1.05,1.00,0.97,1.07,0.86,1.02,0.98,1.02,0.99,1.00,87.9,167.5
12,loanDepot park,10',Retractable,"4,571",1.01,0.96,1.01,1.00,1.01,1.10,0.97,1.04,1.03,1.05,1.00,88.9,167.5
13,Kauffman Stadium,856',Open,"4,585",1.00,0.83,1.02,1.01,1.12,1.27,0.95,1.01,0.98,1.02,1.01,88.5,170.9
14,Angel Stadium,151',Open,"3,685",1.00,1.03,0.99,0.98,0.99,0.96,1.00,1.03,0.99,1.04,1.00,88.6,165
15,Progressive Field,653',Open,"5,546",1.00,1.06,1.00,0.99,0.98,0.81,1.05,1.03,1.04,1.02,0.99,87.8,169
16,Comerica Park,600',Open,"4,505",0.99,0.98,1.01,1.01,0.94,1.28,0.98,0.98,0.97,1.02,1.00,88.7,171.3
17,Yankee Stadium,55',Open,"4,595",0.99,1.01,0.98,0.97,0.99,0.88,1.02,1.06,0.99,1.01,1.00,89.2,170.5
18,Busch Stadium,460',Open,"4,692",0.98,0.86,1.00,1.03,1.01,0.98,0.93,0.94,0.98,1.02,1.00,88.7,162.4
19,Chase Field,1086',Retractable,"4,862",0.98,0.82,1.00,1.01,1.06,1.27,0.93,0.98,0.95,1.03,1.02,89,164.2
20,Citi Field,10',Open,"4,354",0.98,0.94,0.99,1.01,0.98,0.87,1.04,1.06,0.91,0.98,0.99,88.7,164.4
21,Truist Park,1001',Open,"4,305",0.98,0.96,1.00,1.03,0.94,1.00,1.05,0.98,0.95,0.97,1.02,88.8,169
22,American Family Field,597',Retractable,"4,266",0.98,1.00,0.99,1.01,0.92,1.09,1.08,1.01,0.95,0.97,1.01,87,160.7
23,Fenway Park,21',Open,"4,831",0.98,0.84,1.00,1.00,1.10,0.86,0.98,0.98,0.92,0.99,0.99,88.8,163.9
24,Wrigley Field,595',Open,"4,092",0.97,0.94,1.00,1.04,0.89,1.15,1.02,0.97,0.97,1.01,0.99,88.9,170.1
25,Oracle Park,',Open,"4,266",0.97,0.80,1.00,1.02,1.04,1.13,0.97,0.96,0.94,1.00,0.99,88.4,156.1
26,Dodger Stadium,515',Open,"4,389",0.96,1.03,0.96,0.95,0.96,0.79,1.04,1.00,0.94,1.00,1.01,89.6,171.9
27,T-Mobile Park,10',Retractable,"4,591",0.96,0.98,0.99,0.97,1.04,0.71,1.10,0.93,1.00,1.04,0.99,88.9,171.5
28,Tropicana Field,15',Dome,"1,538",0.96,0.93,0.97,0.97,0.95,1.06,0.99,0.99,0.95,0.96,1.00,87.3,171.1
29,Petco Park,23',Open,"4,449",0.96,0.99,0.96,0.97,0.95,0.82,1.06,1.02,1.04,1.00,0.99,87.8,169
30,Globe Life Field,545',Retractable,"4,266",0.96,0.97,0.96,0.97,0.94,0.98,1.02,0.96,1.01,1.01,1.00,88.9,174.4
