HR Split,Overall
Dates,="9/23/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:40 PM,Mason Adams,vs,1.90,1.27,1.37,2.42,10.8%,27.3%,55.4%,33.8%,6.4%,202
2,7:05 PM,Gerrit Cole,vs,1.24,0.69,1.14,2.25,9.6%,22.0%,48.6%,23.1%,8.5%,617
3,6:40 PM,Matthew Liberatore,@,0.96,-0.45,1.48,1.88,10.0%,23.9%,42.2%,26.7%,8.1%,1411
4,7:40 PM,Seth Lugo,vs,0.92,1.30,-0.24,1.99,8.5%,21.2%,42.7%,29.7%,8.8%,1455
5,7:05 PM,Ian Seymour,@,0.90,0.64,0.74,1.88,9.9%,22.8%,37.8%,29.9%,8.0%,889
6,10:10 PM,Ethan Pecko,@,0.71,1.21,-0.98,1.74,10.3%,17.3%,39.9%,30.0%,7.4%,216
7,7:15 PM,Andrew Abbott,@,0.68,1.84,-0.25,1.94,9.5%,13.8%,39.5%,33.0%,6.3%,1480
8,7:40 PM,Kevin Gausman,vs,0.55,-0.84,1.79,1.66,8.3%,26.9%,40.2%,24.5%,7.0%,1737
9,1:10 PM,Richard Lovelady,@,0.28,-1.24,1.19,1.68,8.0%,27.5%,29.1%,19.0%,8.8%,232
10,6:40 PM,Logan Henderson,@,0.22,0.39,-0.20,1.26,9.2%,13.6%,38.1%,34.1%,9.0%,556
11,1:35 PM,Max Scherzer,@,0.18,0.23,0.10,1.30,8.9%,12.6%,37.5%,36.7%,7.6%,844
12,9:40 PM,Jeffrey Springs,vs,0.16,0.38,0.00,1.75,7.7%,13.4%,33.0%,30.8%,6.7%,1433
13,7:40 PM,Ryan Gusto,@,0.15,0.27,-0.04,1.21,9.4%,13.6%,42.8%,26.2%,9.0%,936
14,3:45 PM,Cesar Perdomo,vs,0.07,0.83,-0.39,1.42,6.2%,15.8%,45.3%,29.7%,7.4%,166
15,6:40 PM,Aaron Nola,vs,-0.01,-0.03,-0.05,1.39,8.2%,18.4%,36.9%,26.1%,5.2%,1247
16,10:10 PM,Robbie Ray,@,-0.05,-0.98,0.51,1.34,7.3%,14.3%,38.6%,30.6%,7.2%,1547
17,7:40 PM,Bryan Hudson,@,-0.14,0.43,-0.96,1.17,7.0%,18.4%,39.7%,23.3%,9.1%,359
18,7:10 PM,Sonny Gray,vs,-0.29,-0.29,-0.11,0.95,9.6%,11.4%,41.0%,23.9%,6.0%,1536
19,8:40 PM,Merrill Kelly,@,-0.38,-0.14,-0.51,1.12,8.3%,11.0%,37.7%,26.7%,5.1%,1548
20,10:10 PM,George Kirby,vs,-0.40,-0.14,-0.48,1.20,6.3%,18.5%,35.5%,21.8%,7.0%,1452
21,10:10 PM,Yoshinobu Yamamoto,vs,-0.48,-0.40,-0.30,0.97,6.5%,21.1%,37.2%,20.9%,6.8%,1636
22,1:10 PM,Framber Valdez,vs,-0.90,-0.32,-0.74,0.85,4.7%,18.5%,38.5%,16.2%,7.4%,1661
23,6:40 PM,Lake Bachar,vs,-0.90,-0.69,0.10,0.86,5.4%,10.8%,35.3%,25.1%,7.4%,677
24,3:45 PM,Connor Prielipp,@,-0.95,-0.28,-0.62,0.68,4.6%,9.8%,42.2%,27.5%,7.8%,617
25,8:05 PM,Nolan McLean,@,-0.98,-0.53,-1.19,0.75,5.9%,13.8%,36.6%,21.5%,5.4%,1038
26,7:15 PM,Chris Sale,vs,-1.11,-1.39,-0.39,0.45,6.5%,7.6%,38.0%,25.0%,7.5%,1270
27,7:10 PM,Foster Griffin,@,-1.11,-0.60,-0.65,0.58,6.2%,8.0%,35.2%,21.4%,8.7%,797
28,9:40 PM,Walbert Urena,@,-1.21,-1.13,-0.32,0.56,5.6%,11.5%,38.1%,19.4%,6.0%,731
29,1:35 PM,Chris Bassitt,vs,-,-,-,-,-,-,-,-,-,0
30,8:05 PM,Cody Bradford,vs,-,-,-,-,-,-,-,-,-,0
