Matchup,KC @ MIN
Pitcher,Andrew Morris
Pitcher Team,MIN
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,24.1,110,0.283,0.323,0.384,0.101,1.52,1,0.37,8.2%,23.7%,20.0%,15.9%,11.6%,8.14,62.7%,7.4%,2.6%,32.1%,32.1%,4.0%,20.5%
vsLHB,13.0,56,0.255,0.324,0.451,0.196,1.23,1,0.69,5.4%,21.6%,21.4%,15.4%,10.9%,8.31,64.3%,8.7%,5.0%,35.0%,32.5%,7.7%,22.5%
vsRHB,11.1,54,0.312,0.321,0.312,-,1.85,0,-,11.1%,26.2%,18.5%,16.7%,12.4%,7.94,61.1%,6.0%,-,28.9%,31.6%,-,18.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bobby Witt Jr. RHB,+425,28,5.00,1,2,0.240,0.321,0.400,0.160,0.317,10.7%,26.1%,17.9%,12.1%,90.2,10.0%,-,20.0%,50.0%,50.0%,72.8,22.7%,25.0%,11.4%,95.7%,45.0%,0.0%,30.0%,20.0%,35.0%,35.0%,30.0%,30.0%
Vinnie Pasquantino LHB,+490,28,5.00,1,3,0.360,0.429,0.600,0.240,0.440,10.7%,12.5%,10.7%,5.7%,87.2,9.1%,4.5%,22.7%,40.9%,45.5%,70.6,14.9%,27.7%,10.6%,100.0%,27.3%,16.7%,31.8%,31.8%,40.9%,50.0%,9.1%,29.6%
Salvador Perez RHB,+443,23,4.80,1,2,0.316,0.435,0.474,0.158,0.401,13.0%,31.9%,17.4%,16.0%,93.0,6.7%,6.7%,26.7%,53.3%,40.0%,72.9,26.2%,26.2%,16.7%,89.4%,33.3%,20.0%,26.7%,26.7%,40.0%,26.7%,33.3%,46.4%
Michael Massey LHB,+650,21,3.80,1,1,0.333,0.381,0.556,0.222,0.392,9.5%,13.2%,23.8%,6.5%,86.8,7.1%,7.1%,28.6%,21.4%,35.7%,71.9,9.4%,25.0%,6.2%,86.5%,42.9%,16.7%,28.6%,21.4%,35.7%,50.0%,14.3%,28.6%
Carter Jensen LHB,+525,19,4.00,1,2,0.118,0.211,0.353,0.235,0.246,10.5%,27.0%,21.1%,11.8%,88.9,7.7%,-,23.1%,30.8%,23.1%,73.7,36.4%,21.2%,9.1%,91.7%,61.5%,12.5%,-,23.1%,46.2%,15.4%,38.5%,28.6%
Lane Thomas RHB,N/A,15,3.20,1,2,0.231,0.333,0.538,0.308,0.371,13.3%,21.1%,20.0%,10.3%,90.2,10.0%,10.0%,30.0%,30.0%,40.0%,73.3,31.6%,31.6%,15.8%,100.0%,40.0%,25.0%,20.0%,30.0%,40.0%,40.0%,20.0%,53.8%
Nick Loftin RHB,+1000,12,4.00,1,1,0.100,0.250,0.400,0.300,0.289,8.3%,0.0%,8.3%,-,83.2,11.1%,11.1%,11.1%,22.2%,33.3%,69.1,5.6%,27.8%,5.6%,100.0%,33.3%,33.3%,22.2%,22.2%,22.2%,55.6%,22.2%,15.4%
Maikel Garcia RHB,N/A,25,4.00,0,0,0.292,0.320,0.333,0.042,0.290,4.0%,14.3%,16.0%,5.8%,89.3,-,-,5.0%,30.0%,50.0%,72.2,16.7%,30.6%,8.3%,85.7%,15.0%,0.0%,40.0%,40.0%,30.0%,35.0%,35.0%,17.9%
Kyle Isbel LHB,+1060,24,2.40,0,1,0.273,0.292,0.364,0.091,0.281,4.2%,19.5%,20.8%,9.9%,87.5,-,-,11.1%,38.9%,11.1%,71.5,20.5%,28.2%,12.8%,95.1%,27.8%,0.0%,16.7%,38.9%,27.8%,27.8%,44.4%,21.7%
Isaac Collins SHB,+900,23,4.00,0,0,0.158,0.304,0.211,0.053,0.245,17.4%,28.2%,39.1%,10.7%,77.5,-,-,10.0%,20.0%,50.0%,73.0,24.3%,10.8%,2.7%,94.9%,30.0%,0.0%,30.0%,20.0%,30.0%,40.0%,30.0%,8.7%
Jac Caglianone LHB,+575,17,4.60,0,0,0.286,0.412,0.286,-,0.324,17.6%,28.1%,35.3%,13.0%,106.7,-,-,12.5%,100.0%,12.5%,77.4,75.9%,27.6%,24.1%,90.6%,12.5%,0.0%,37.5%,50.0%,37.5%,50.0%,12.5%,35.0%
Starling Marte RHB,N/A,9,2.20,0,0,0.125,0.222,0.125,-,0.179,-,25.0%,55.6%,8.8%,96.4,33.3%,-,-,66.7%,66.7%,72.6,33.3%,16.7%,16.7%,100.0%,-,-,66.7%,33.3%,33.3%,66.7%,-,9.1%
Tyler Tolbert RHB,N/A,4,1.80,0,0,0.250,0.250,0.250,-,0.222,-,37.5%,50.0%,23.1%,100.6,-,-,-,100.0%,-,68.4,12.5%,25.0%,12.5%,100.0%,-,-,-,100.0%,50.0%,50.0%,-,50.0%
