Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jose Siri,RHB,LAA,Cade Povich,L,14,53.3,24.4,62.2,42.9
Jonathan Aranda,LHB,TB,Gabriel Hughes,R,36.9,47.6,27.2,57.4,42.9
Liam Hicks,LHB,TB,Gabriel Hughes,R,44.7,40.3,40,43.1,41.4
Esmerlyn Valdez,RHB,PIT,Logan Henderson,R,48.4,43.6,34,42.2,40.8
Brandon Lowe,LHB,PIT,Logan Henderson,R,34.5,46,35.7,40.2,40.3
Spencer Torkelson,RHB,DET,Emerson Hancock,R,47.2,31.1,37.8,46.9,38.7
Gleyber Torres,RHB,DET,Emerson Hancock,R,41.9,32,25.4,55,36.8
Marcell Ozuna,RHB,PIT,Logan Henderson,R,58.1,32,30.6,39.3,36
Max Muncy,LHB,LAD,Javier Assad,R,36.4,30.9,32,45.7,35.5
Victor Mesa Jr.,LHB,TB,Gabriel Hughes,R,45.6,11.4,33,66,35
Jordan Walker,RHB,STL,Ryan Weathers,L,42.9,25.1,16.4,65.5,34.4
Seiya Suzuki,RHB,CHC,Tarik Skubal,L,36.7,34.5,28.8,38.2,33.9
Derek Hill,RHB,PHI,Carson Palmquist,L,27,41.4,30.2,28.2,33.3
Hao-Yu  Lee,RHB,DET,Emerson Hancock,R,40,19.9,34.9,47.3,33.3
Randal Grichuk,RHB,CWS,Patrick Sandoval,L,35.3,42.9,14,40.5,32.9
Mike Trout,RHB,LAA,Cade Povich,L,37.4,21.5,22.2,60,32.9
Zach Neto,RHB,LAA,Cade Povich,L,42.4,32,24.4,40.1,32.8
Leo Jimenez,RHB,MIA,Grant Holmes,R,38.2,51,,44.6,32.8
Tyler Stephenson,RHB,CIN,J.T. Ginn,R,25.7,27.7,30.8,44.7,32.7
Bobby Witt Jr.,RHB,KC,Joe Ryan,R,33.5,36.5,29.3,30.8,32.6
Yainer Diaz,RHB,HOU,Trey Yesavage,R,17,31.3,33.5,38.2,32.3
Jeff McNeil,LHB,ATH,Brady Singer,R,15.7,32.4,17.1,56.1,32.1
Jo Adell,RHB,CLE,Sean Manaea,L,30.8,38,34,21.1,31.9
Michael Busch,LHB,CHC,Tarik Skubal,L,58.1,31.1,23.2,32.2,31.7
Corey Seager,LHB,TEX,Blade Tidwell,R,29.9,22.1,23.2,54.5,31.3
Francisco Alvarez,RHB,NYM,Joey Cantillo,L,37,36.6,18.6,36.6,31.2
Lane Thomas,RHB,ATL,Ryan Gusto,R,61,23.1,29.8,31.3,31
Freddie Freeman,LHB,LAD,Javier Assad,R,22.8,25.3,26,45.9,30.4
Garrett Mitchell,LHB,MIL,Jared Jones,R,34.7,27.5,13.5,53.1,30.4
Nelson Velazquez,RHB,STL,Ryan Weathers,L,44.3,23.6,16,51.7,30.4
Ivan Herrera,RHB,STL,Ryan Weathers,L,24.2,27.5,21.2,47.1,30.2
Max Kepler,LHB,ARI,Randy Vasquez,R,39.9,40.4,13.7,31.5,30.1
Wilyer Abreu,LHB,BOS,Davis Martin,R,31.7,22.4,10.5,63.5,30
Austin Riley,RHB,ATL,Ryan Gusto,R,57.5,19,33,30.6,29.9
Brice Turang,LHB,MIL,Jared Jones,R,25.6,19.1,19.1,59.8,29.9
Tim Tawa,RHB,ARI,Randy Vasquez,R,53.2,25.9,19,38.9,29.8
Joc Pederson,LHB,TEX,Blade Tidwell,R,30.5,24.7,26.6,40,29.7
Jarren Duran,LHB,BOS,Davis Martin,R,36,17.2,20.7,54.5,29.5
Cal Raleigh,SHB,SEA,Troy Melton,R,32.7,16.3,16.3,61.5,29.2
Nick Gonzales,RHB,PIT,Logan Henderson,R,51.5,20.1,20.1,43.7,29.1
Adrian Del Castillo,LHB,ARI,Randy Vasquez,R,29,19.3,13.9,60.8,29
Michael Harris II,LHB,ATL,Ryan Gusto,R,38.2,29.2,25.1,29.6,29
Jake Burger,RHB,TEX,Blade Tidwell,R,43.5,16.2,31.5,37.6,28.9
Ryan McMahon,LHB,NYY,Hunter Dobbins,R,35.7,27.4,17.4,41.6,28.8
Luis Robert,RHB,NYM,Joey Cantillo,L,35,32.1,32.1,17.6,28.8
Corbin Carroll,LHB,ARI,Randy Vasquez,R,28.7,17.5,28.8,44.8,28.8
Yandy Diaz,RHB,TB,Gabriel Hughes,R,4.7,27.6,25.9,41.9,28.4
Jackson Chourio,RHB,MIL,Jared Jones,R,37.8,24.9,29.9,27.7,28.4
Hunter Goodman,RHB,COL,Freddy Peralta,R,34.2,24.5,24.2,36.7,28.4
Christian Yelich,LHB,MIL,Jared Jones,R,19.8,22,16.8,54.5,28.3
Josh Bell,SHB,MIN,Randy Dobnak,R,30,27.2,19.3,39.5,28.2
Brandon Nimmo,LHB,TEX,Blade Tidwell,R,27.6,36,15.4,32.5,28.1
Willson Contreras,RHB,BOS,Davis Martin,R,42.8,21.6,27,32.2,28
Miguel Vargas,RHB,CWS,Patrick Sandoval,L,29.7,33.1,21.9,27.5,28
Owen Caissie,LHB,MIA,Grant Holmes,R,39.8,31.9,8.4,41.3,28
Shohei Ohtani,LHB,LAD,Javier Assad,R,44.8,21.4,20.3,39.4,27.9
Ryan Vilade,RHB,TB,Gabriel Hughes,R,37.8,25.9,25.9,29.2,27.9
Junior Caminero,RHB,TB,Gabriel Hughes,R,40.9,20.7,26.3,34.6,27.9
Carson Kelly,RHB,CHC,Tarik Skubal,L,35.5,21.6,18.5,44.1,27.7
Carter Jensen,LHB,KC,Joe Ryan,R,31.6,22.6,31.2,28.7,27.6
Dominic Smith,LHB,ATL,Ryan Gusto,R,58.6,19.8,25.1,29,27.6
Jazz Chisholm Jr.,LHB,NYY,Hunter Dobbins,R,32.2,29.1,17.4,35.3,27.4
Endy Rodriguez,SHB,PIT,Logan Henderson,R,34.5,23,24.5,34.2,27.4
Kyle Isbel,LHB,KC,Joe Ryan,R,31.6,19.9,20.1,44.4,27.3
Edmundo Sosa,RHB,PHI,Carson Palmquist,L,21.3,13.8,24.6,51.5,27.2
Cole Carrigg,SHB,COL,Freddy Peralta,R,45.6,6.3,36.7,37,27
Randy Arozarena,RHB,SEA,Troy Melton,R,49.8,14.2,21.1,43,27
Kody Clemens,LHB,MIN,Randy Dobnak,R,32.7,30.8,13,35.3,26.8
Kyle Stowers,LHB,MIA,Grant Holmes,R,32.4,13.9,16.4,55,26.8
JJ Wetherholt,LHB,STL,Ryan Weathers,L,17.8,30.8,20,32,26.6
Kyle Tucker,LHB,LAD,Javier Assad,R,36.7,24.7,19.6,33.6,26.6
Joey Bart,RHB,CWS,Patrick Sandoval,L,33.1,24.7,11.2,44.9,26.5
Henry Davis,RHB,PIT,Logan Henderson,R,54.2,20.2,26.7,23.6,26.4
Bo Bichette,RHB,NYM,Joey Cantillo,L,39.7,22.3,18.6,35.7,26.3
Ryan Jeffers,RHB,MIN,Randy Dobnak,R,29.9,25.6,25.6,26.5,26.3
Ozzie Albies,SHB,ATL,Ryan Gusto,R,29.4,15.4,34.5,30.2,26.2
Andy Pages,RHB,LAD,Javier Assad,R,40,16.2,23.3,38.3,26.2
Anthony Seigler,SHB,BOS,Davis Martin,R,31.9,8.3,19,56.8,26
Lars Nootbaar,LHB,ARI,Randy Vasquez,R,46.2,17.8,8.7,49.9,25.9
Marcus Semien,RHB,NYM,Joey Cantillo,L,16.6,16.6,16.6,53.4,25.8
Bryce Eldridge,LHB,SF,MacKenzie Gore,L,47.9,24.2,,50,25.8
Jared Triolo,RHB,PIT,Logan Henderson,R,65.3,15.4,9.7,43.7,25.8
Gary Sanchez,RHB,MIL,Jared Jones,R,32.4,19.1,26.1,31.3,25.6
Jose Ramirez,SHB,CLE,Sean Manaea,L,20.6,22.7,15.1,44.2,25.6
Mauricio Dubon,RHB,ATL,Ryan Gusto,R,29.3,20.7,26.7,29.6,25.6
Pete Alonso,RHB,BAL,Grayson Rodriguez,R,37.5,8.9,26.1,43.8,25.6
William Contreras,RHB,MIL,Jared Jones,R,31.5,29,13.8,32.8,25.6
Willi Castro,SHB,COL,Freddy Peralta,R,17.3,39,13.6,24.2,25.5
Spencer Horwitz,LHB,PIT,Logan Henderson,R,49.1,24.4,23.4,20.3,25.5
LaMonte Wade Jr.,LHB,HOU,Trey Yesavage,R,24,13.5,16.5,53.1,25.4
Coby Mayo,RHB,BAL,Grayson Rodriguez,R,28.4,20.8,23.6,32.6,25.4
Blaze Jordan,RHB,STL,Ryan Weathers,L,33.6,22.9,,55.8,25.3
Oswald Peraza,RHB,LAA,Cade Povich,L,26.1,27.4,12.6,37,25.2
Joe Mack,LHB,MIA,Grant Holmes,R,40.5,16.3,8.2,51.2,25
Alec Bohm,RHB,PHI,Carson Palmquist,L,14.7,29.7,16.6,32.7,25
Ben Rice,LHB,NYY,Hunter Dobbins,R,42.3,15.4,17.4,40.7,25
Kevin McGonigle,LHB,DET,Emerson Hancock,R,24.6,23.3,17.8,35.9,24.9
Trevor Larnach,LHB,MIN,Randy Dobnak,R,24.6,15.2,10.7,55.6,24.9
Dillon Dingler,RHB,DET,Emerson Hancock,R,41,8.9,26.8,37.6,24.7
Brandon Valenzuela,SHB,TOR,Hayden Wesneski,R,58.8,15.4,19,30.4,24.6
Hunter Feduccia,LHB,LAD,Javier Assad,R,41.6,21.9,10.1,39,24.6
Gunnar Henderson,LHB,BAL,Grayson Rodriguez,R,27.5,14.1,15.8,48.1,24.5
Trea Turner,RHB,PHI,Carson Palmquist,L,39.2,15.6,9.2,48.9,24.4
Angel Martinez,SHB,CLE,Sean Manaea,L,17.6,18.5,22.3,38,24.4
Jackson Merrill,LHB,SD,Eduardo Rodriguez,L,38.1,13.5,15.9,44.3,24.4
Evan Carter,LHB,TEX,Blade Tidwell,R,38.8,21.2,7.1,42.4,24
Matt Olson,LHB,ATL,Ryan Gusto,R,14.2,20.4,23.4,33.4,23.9
Wyatt Langford,RHB,TEX,Blade Tidwell,R,24.7,20.3,23.4,29,23.8
