Matchup,SD @ PHI
Pitcher,Aaron Nola
Pitcher Team,PHI
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.2,245,0.283,0.349,0.482,0.199,1.45,10,1.59,7.3%,25.3%,22.9%,20.1%,11.6%,8.89,64.2%,7.1%,8.8%,40.4%,22.2%,21.1%,21.1%
vsLHB,27.2,131,0.298,0.374,0.482,0.184,1.81,5,1.63,12.2%,24.9%,19.8%,16.2%,11.5%,8.46,54.2%,5.2%,7.9%,44.9%,21.3%,26.3%,22.5%
vsRHB,28.1,114,0.268,0.321,0.482,0.214,1.13,5,1.59,1.8%,25.9%,26.3%,25.4%,11.8%,9.53,75.7%,9.6%,9.8%,35.4%,23.2%,15.8%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Manny Machado RHB,+543,20,4.20,2,3,0.188,0.350,0.625,0.438,0.403,20.0%,36.7%,25.0%,15.7%,97.6,27.3%,9.1%,18.2%,72.7%,45.5%,75.2,51.7%,31.0%,17.2%,96.7%,27.3%,33.3%,27.3%,45.5%,36.4%,54.5%,9.1%,22.2%
Rodolfo Durán RHB,N/A,10,3.20,1,2,0.111,0.200,0.444,0.333,0.275,10.0%,28.6%,30.0%,11.1%,84.8,33.3%,16.7%,33.3%,50.0%,66.7%,73.3,33.3%,16.7%,16.7%,92.3%,33.3%,50.0%,16.7%,16.7%,33.3%,50.0%,16.7%,50.0%
Xander Bogaerts RHB,+770,20,4.20,0,0,0.222,0.250,0.222,-,0.210,5.0%,13.3%,15.0%,6.1%,84.4,-,-,18.8%,18.8%,25.0%,73.2,21.7%,26.1%,8.7%,95.8%,31.2%,0.0%,6.2%,56.2%,62.5%,18.8%,12.5%,27.8%
Freddy Fermin RHB,+1180,19,2.80,0,1,0.062,0.211,0.062,-,0.149,15.8%,24.3%,26.3%,13.2%,81.1,-,-,18.2%,9.1%,18.2%,70.4,14.7%,11.8%,2.9%,91.9%,36.4%,0.0%,-,45.5%,18.2%,36.4%,45.5%,43.8%
Fernando Tatis Jr. RHB,+570,18,4.40,0,0,0.286,0.444,0.286,-,0.346,16.7%,5.3%,5.6%,2.2%,87.6,-,-,7.7%,46.2%,23.1%,75.5,72.2%,33.3%,16.7%,94.7%,15.4%,0.0%,15.4%,61.5%,30.8%,30.8%,38.5%,42.9%
Gavin Sheets LHB,+490,17,4.40,0,0,0.286,0.412,0.286,-,0.324,17.6%,17.9%,29.4%,6.2%,87.3,-,-,11.1%,22.2%,33.3%,74.5,52.0%,8.0%,4.0%,92.6%,22.2%,0.0%,22.2%,22.2%,11.1%,44.4%,44.4%,5.3%
Sung-Mun Song LHB,+820,15,2.40,0,0,0.182,0.400,0.182,-,0.292,26.7%,42.3%,33.3%,15.3%,77.7,-,-,-,-,-,71.2,-,10.0%,-,80.0%,16.7%,0.0%,-,83.3%,50.0%,33.3%,16.7%,7.1%
Ty France RHB,+600,14,3.20,0,1,0.286,0.286,0.429,0.143,0.309,-,30.8%,42.9%,17.9%,90.6,12.5%,-,12.5%,50.0%,50.0%,70.8,2.8%,8.3%,8.3%,94.7%,12.5%,0.0%,37.5%,37.5%,25.0%,50.0%,25.0%,31.2%
Ramon Laureano RHB,+730,13,4.00,0,0,0.100,0.308,0.100,-,0.224,15.4%,12.5%,23.1%,6.6%,86.6,-,-,-,42.9%,28.6%,72.7,23.1%,15.4%,7.7%,83.9%,14.3%,0.0%,28.6%,57.1%,28.6%,14.3%,57.1%,44.4%
Miguel Andujar RHB,+900,13,3.80,0,0,0.083,0.154,0.083,-,0.118,7.7%,11.1%,7.7%,7.0%,90.6,-,-,-,54.5%,27.3%,71.6,29.2%,20.8%,8.3%,96.0%,27.3%,0.0%,18.2%,45.5%,18.2%,45.5%,36.4%,36.4%
Jackson Merrill LHB,+540,12,4.20,0,1,0.300,0.417,0.400,0.100,0.362,16.7%,36.7%,33.3%,17.7%,78.7,33.3%,-,-,50.0%,66.7%,72.7,20.0%,16.0%,8.0%,83.3%,33.3%,0.0%,16.7%,33.3%,16.7%,33.3%,50.0%,25.0%
Nick Castellanos RHB,+680,11,2.40,0,0,0.222,0.273,0.222,-,0.221,9.1%,22.2%,9.1%,12.5%,88.6,-,-,11.1%,22.2%,55.6%,70.6,18.8%,31.2%,-,94.1%,44.4%,0.0%,33.3%,22.2%,33.3%,11.1%,55.6%,14.3%
Bryce Johnson SHB,N/A,11,2.80,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,0.0%,9.1%,-,69.2,-,-,-,11.1%,-,66.0,-,27.3%,-,91.7%,22.2%,0.0%,-,33.3%,11.1%,55.6%,33.3%,62.5%
