Matchup,CWS @ MIN
Pitcher,Taj Bradley
Pitcher Team,MIN
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,236,0.222,0.291,0.363,0.142,1.21,6,0.96,8.9%,28.0%,27.5%,22.3%,12.8%,10.45,56.4%,7.8%,9.5%,43.9%,29.1%,14.0%,18.2%
vsLHB,32.0,130,0.188,0.272,0.350,0.162,1.09,4,1.12,10.0%,30.3%,31.5%,25.8%,12.8%,11.53,60.0%,7.1%,14.5%,43.4%,34.2%,15.4%,19.7%
vsRHB,24.0,106,0.263,0.314,0.379,0.116,1.38,2,0.75,7.5%,25.5%,22.6%,18.0%,12.6%,9.00,51.9%,8.7%,4.2%,44.4%,23.6%,11.8%,16.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Andrew Benintendi LHB,+600,17,4.00,2,2,0.235,0.235,0.588,0.353,0.352,-,16.7%,11.8%,8.6%,92.2,13.3%,13.3%,26.7%,53.3%,26.7%,69.3,3.6%,39.3%,21.4%,96.6%,26.7%,50.0%,20.0%,46.7%,60.0%,26.7%,13.3%,20.0%
Colson Montgomery LHB,+360,21,3.60,1,1,0.158,0.238,0.316,0.158,0.250,4.8%,32.4%,33.3%,18.8%,90.4,8.3%,8.3%,25.0%,41.7%,25.0%,76.4,75.8%,21.2%,15.2%,89.2%,33.3%,25.0%,8.3%,50.0%,66.7%,25.0%,8.3%,44.4%
Drew Romo SHB,+830,16,3.60,1,1,0.125,0.125,0.312,0.188,0.187,-,21.4%,25.0%,10.0%,85.6,8.3%,-,25.0%,25.0%,16.7%,69.7,7.7%,30.8%,-,92.9%,41.7%,20.0%,8.3%,50.0%,66.7%,33.3%,-,22.2%
Miguel Vargas RHB,+425,14,4.40,1,3,0.250,0.357,0.667,0.417,0.424,14.3%,27.3%,21.4%,13.8%,96.9,22.2%,-,11.1%,66.7%,33.3%,75.4,58.1%,19.4%,16.1%,93.9%,33.3%,0.0%,11.1%,33.3%,44.4%,22.2%,33.3%,36.8%
Tristan Peters LHB,+1080,20,3.20,0,0,0.389,0.450,0.556,0.167,0.433,10.0%,19.4%,10.0%,11.9%,80.7,-,-,25.0%,18.8%,37.5%,68.5,6.2%,25.0%,3.1%,91.4%,6.2%,0.0%,25.0%,56.2%,62.5%,12.5%,18.8%,47.1%
Sam Antonacci LHB,+1060,19,4.20,0,0,0.353,0.421,0.353,-,0.353,5.3%,9.1%,15.8%,3.7%,87.4,-,-,21.4%,35.7%,35.7%,68.7,3.7%,29.6%,7.4%,81.8%,21.4%,0.0%,28.6%,42.9%,21.4%,50.0%,28.6%,19.2%
Edgar Quero SHB,N/A,17,3.00,0,0,0.267,0.294,0.267,-,0.248,5.9%,30.0%,29.4%,14.5%,92.2,9.1%,-,-,54.5%,45.5%,67.6,-,34.8%,21.7%,79.3%,27.3%,0.0%,27.3%,36.4%,9.1%,63.6%,27.3%,46.7%
Chase Meidroth RHB,+1040,13,4.00,0,0,0.500,0.538,0.667,0.167,0.519,7.7%,6.7%,-,3.8%,90.9,8.3%,8.3%,25.0%,41.7%,50.0%,66.9,-,25.0%,7.1%,93.3%,16.7%,0.0%,41.7%,33.3%,33.3%,41.7%,25.0%,33.3%
Rikuu Nishida LHB,N/A,10,3.00,0,0,0.100,0.100,0.100,-,0.089,-,5.9%,10.0%,2.4%,75.3,-,-,-,-,33.3%,61.0,-,38.5%,-,81.2%,11.1%,0.0%,11.1%,55.6%,22.2%,66.7%,11.1%,31.2%
Randal Grichuk RHB,N/A,8,3.60,0,0,0.250,0.250,0.375,0.125,0.270,-,26.3%,25.0%,14.3%,90.5,-,-,16.7%,50.0%,50.0%,72.6,17.6%,23.5%,5.9%,89.5%,-,-,33.3%,66.7%,50.0%,33.3%,16.7%,25.0%
Derek Hill RHB,N/A,6,2.00,0,1,-,-,-,-,-,-,46.2%,50.0%,16.7%,88.7,33.3%,-,-,33.3%,33.3%,72.1,15.4%,7.7%,7.7%,100.0%,66.7%,0.0%,-,-,-,66.7%,33.3%,16.7%
Luisangel Acuna RHB,N/A,6,3.60,0,0,-,0.333,-,-,0.216,33.3%,25.0%,33.3%,10.0%,91.5,-,-,-,-,-,73.7,33.3%,11.1%,-,75.0%,50.0%,0.0%,-,50.0%,50.0%,-,50.0%,33.3%
Jacob Gonzalez LHB,N/A,4,3.67,0,0,-,-,-,-,-,-,15.4%,50.0%,12.5%,101.9,-,-,50.0%,100.0%,-,71.9,30.8%,15.4%,15.4%,100.0%,100.0%,0.0%,-,-,50.0%,50.0%,-,75.0%
