Matchup,CHC @ STL
Pitcher,Shota Imanaga
Pitcher Team,CHC
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.2,261,0.215,0.286,0.397,0.182,1.07,10,1.39,6.5%,31.1%,25.7%,22.4%,15.8%,9.32,57.9%,5.7%,9.7%,39.8%,32.4%,17.5%,19.3%
vsLHB,17.0,74,0.239,0.336,0.478,0.239,1.35,4,2.12,9.5%,35.6%,31.1%,28.4%,16.8%,12.18,59.5%,6.5%,13.6%,43.2%,29.5%,30.8%,18.2%
vsRHB,47.1,187,0.206,0.267,0.366,0.160,0.97,6,1.14,5.3%,29.6%,23.5%,20.2%,15.4%,8.37,57.2%,5.4%,8.3%,38.6%,33.3%,13.6%,19.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jordan Walker RHB,+410,23,4.20,1,2,0.150,0.261,0.300,0.150,0.253,13.0%,25.5%,13.0%,14.6%,96.3,11.8%,-,11.8%,58.8%,29.4%,79.2,90.0%,24.0%,18.0%,98.0%,29.4%,0.0%,23.5%,41.2%,35.3%,52.9%,11.8%,52.2%
Ivan Herrera RHB,+570,20,4.60,1,1,0.444,0.500,0.722,0.278,0.519,10.0%,20.0%,10.0%,8.4%,89.6,6.2%,6.2%,18.8%,43.8%,50.0%,74.0,38.7%,29.0%,9.7%,93.9%,18.8%,33.3%,31.2%,43.8%,50.0%,37.5%,12.5%,15.0%
Victor Scott II LHB,+1500,17,3.60,1,1,0.353,0.353,0.529,0.176,0.385,-,19.0%,17.6%,7.5%,66.9,-,-,14.3%,14.3%,28.6%,66.3,-,33.3%,13.3%,75.0%,14.3%,50.0%,14.3%,35.7%,42.9%,50.0%,-,29.4%
Nolan Gorman LHB,N/A,14,3.60,1,2,0.308,0.357,0.538,0.231,0.387,7.1%,43.3%,21.4%,24.5%,84.1,20.0%,-,30.0%,40.0%,40.0%,71.1,13.0%,21.7%,17.4%,76.7%,40.0%,25.0%,10.0%,40.0%,50.0%,30.0%,20.0%,28.6%
Jose Fermin RHB,+980,19,2.20,0,0,0.062,0.211,0.125,0.062,0.169,15.8%,13.3%,15.8%,5.0%,82.3,-,-,23.1%,7.7%,15.4%,67.3,-,25.0%,-,96.6%,23.1%,0.0%,7.7%,38.5%,38.5%,38.5%,23.1%,31.6%
Thomas Saggese RHB,N/A,19,2.20,0,0,0.125,0.263,0.125,-,0.196,15.8%,35.1%,31.6%,17.8%,91.1,-,-,40.0%,50.0%,60.0%,71.4,11.8%,23.5%,8.8%,91.9%,30.0%,0.0%,50.0%,20.0%,60.0%,30.0%,10.0%,21.1%
Alec Burleson LHB,+500,18,4.40,0,0,0.294,0.278,0.294,-,0.247,-,13.0%,11.1%,6.2%,93.4,-,-,18.8%,50.0%,56.2%,72.9,36.4%,54.5%,22.7%,95.7%,25.0%,0.0%,43.8%,25.0%,31.2%,50.0%,18.8%,27.8%
Masyn Winn RHB,+980,18,4.20,0,0,0.125,0.111,0.188,0.062,0.120,-,27.0%,11.1%,12.7%,84.8,-,-,6.2%,25.0%,31.2%,70.9,16.7%,30.6%,8.3%,97.3%,18.8%,0.0%,25.0%,43.8%,25.0%,43.8%,31.2%,21.1%
JJ Wetherholt LHB,+590,17,4.80,0,1,0.143,0.294,0.214,0.071,0.242,17.6%,14.8%,5.9%,6.6%,91.6,15.4%,-,7.7%,53.8%,46.2%,72.8,23.8%,42.9%,19.0%,80.8%,30.8%,0.0%,30.8%,30.8%,7.7%,76.9%,15.4%,35.3%
Pedro Pages RHB,N/A,17,3.40,0,1,0.176,0.176,0.235,0.059,0.179,-,31.4%,23.5%,17.2%,90.0,7.7%,-,7.7%,53.8%,38.5%,72.5,22.6%,25.8%,12.9%,91.2%,23.1%,0.0%,30.8%,30.8%,30.8%,23.1%,38.5%,38.9%
Yohel Pozo RHB,+1040,16,1.40,0,1,0.250,0.250,0.250,-,0.222,-,5.6%,-,3.9%,85.8,-,-,6.2%,18.8%,31.2%,71.1,18.2%,21.2%,6.1%,94.3%,18.8%,0.0%,25.0%,50.0%,37.5%,43.8%,18.8%,56.2%
Bryan Torres LHB,+1120,6,4.20,0,0,-,0.167,-,-,0.108,16.7%,8.3%,16.7%,3.6%,87.1,-,-,-,-,25.0%,63.8,-,20.0%,-,90.9%,-,-,25.0%,50.0%,-,25.0%,50.0%,0.0%
César Prieto LHB,N/A,3,3.20,0,0,-,-,-,-,-,-,0.0%,-,-,81.1,-,-,-,33.3%,-,70.1,-,33.3%,33.3%,100.0%,-,-,-,33.3%,-,33.3%,33.3%,33.3%
