Matchup,BOS @ LAA
Pitcher,Jake Bennett
Pitcher Team,BOS
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,33.0,129,0.237,0.263,0.322,0.085,1.06,2,0.55,5.4%,24.4%,19.4%,16.7%,13.4%,6.82,64.8%,7.6%,6.2%,35.4%,19.8%,10.5%,11.5%
vsLHB,9.1,32,0.161,0.159,0.161,-,0.64,0,-,3.1%,13.8%,18.8%,18.2%,7.3%,5.79,75.0%,7.3%,-,24.0%,8.0%,-,16.0%
vsRHB,23.2,97,0.264,0.299,0.379,0.115,1.23,2,0.76,6.2%,27.4%,19.6%,16.2%,15.2%,7.23,61.5%,7.8%,8.5%,39.4%,23.9%,11.8%,9.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,,N/A,23,17,4.20,2,2,0.200,0.294,0.600,0.400,0.376,11.8%,34.3%,23.5%,19.0%,91.0,305.9,6,3,27.3%,9.1%,27.3%,36.4%,36.4%,72.1,17.6%,20.6%,8.8%,97.1%,81.8%,72.7%,25.0%,9.1%,9.1%,36.4%,36.4%,27.3%,50.0%
Denzer Guzman RHB,,N/A,1,13,4.20,2,2,0.250,0.308,0.833,0.583,0.471,7.7%,41.2%,46.2%,25.5%,94.0,403.9,3,3,33.3%,16.7%,16.7%,66.7%,33.3%,74.2,41.4%,17.2%,10.3%,85.3%,50.0%,50.0%,66.7%,-,50.0%,50.0%,50.0%,-,27.3%
Nolan Schanuel LHB,,N/A,17,13,4.20,1,1,0.182,0.308,0.455,0.273,0.335,7.7%,10.5%,7.7%,4.3%,87.2,270.4,4,1,-,-,20.0%,20.0%,40.0%,65.8,5.6%,44.4%,-,94.7%,60.0%,30.0%,33.3%,30.0%,30.0%,50.0%,30.0%,20.0%,30.8%
Jose Siri RHB,—,N/A,13,11,1.80,1,2,0.200,0.273,0.500,0.300,0.331,9.1%,26.3%,36.4%,12.2%,98.8,337.2,2,2,16.7%,16.7%,33.3%,66.7%,-,73.4,43.8%,18.8%,12.5%,94.1%,66.7%,66.7%,25.0%,-,33.3%,33.3%,33.3%,33.3%,33.3%
Donovan Walton LHB,—,N/A,-,6,3.80,1,1,0.167,0.167,0.667,0.500,0.350,-,10.0%,-,5.6%,76.2,268.8,1,1,-,-,16.7%,33.3%,16.7%,66.7,-,57.1%,14.3%,70.0%,50.0%,50.0%,33.3%,-,50.0%,16.7%,33.3%,50.0%,25.0%
Jo Adell RHB,,N/A,37,16,4.20,0,0,0.267,0.312,0.267,-,0.263,6.2%,22.2%,12.5%,11.8%,90.4,233.0,2,0,-,-,7.7%,46.2%,30.8%,77.8,75.8%,18.2%,12.1%,91.7%,30.8%,23.1%,0.0%,7.7%,53.8%,38.5%,23.1%,38.5%,28.6%
Jorge Soler RHB,,N/A,8,12,4.20,0,0,0.273,0.333,0.455,0.182,0.340,8.3%,34.8%,25.0%,18.2%,93.7,327.1,3,0,-,-,25.0%,37.5%,37.5%,76.0,65.2%,26.1%,8.7%,100.0%,37.5%,25.0%,0.0%,12.5%,62.5%,62.5%,37.5%,-,36.4%
Vaughn Grissom RHB,—,N/A,17,12,2.80,0,0,0.100,0.250,0.100,-,0.182,16.7%,15.6%,-,8.3%,94.7,277.9,4,1,-,-,20.0%,50.0%,60.0%,70.9,14.8%,25.9%,14.8%,87.1%,70.0%,30.0%,0.0%,40.0%,20.0%,30.0%,40.0%,30.0%,15.4%
Tyler Heineman SHB,—,N/A,12,11,3.40,0,0,0.091,0.091,0.091,-,0.081,-,17.9%,18.2%,9.1%,86.6,244.5,2,0,-,-,33.3%,22.2%,22.2%,64.4,-,29.2%,4.2%,85.7%,33.3%,22.2%,0.0%,11.1%,55.6%,55.6%,33.3%,11.1%,31.2%
Josh Lowe LHB,,N/A,4,11,3.00,0,0,0.273,0.273,0.364,0.091,0.277,-,12.5%,9.1%,6.7%,78.8,216.6,1,0,-,-,10.0%,-,30.0%,72.0,14.3%,28.6%,-,87.5%,40.0%,10.0%,0.0%,30.0%,50.0%,30.0%,50.0%,20.0%,42.9%
