Split,Season
Range,Season
Dates,="7/22/2026"
Games,17

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:40 PM,Slade Cecconi,vs,99.0,429,4.28,0.280,0.333,1.41,0.154,0.434,13,1.18,169,20.4%,17.9%,15.7%,9.4%,7.00,31,7.2%,66.7%,6.7%,318,37.1%,25,7.9%,24.8%,11.4%,13.8%
2:10 PM,Seth Lugo,vs,110.2,472,4.31,0.279,0.344,1.40,0.184,0.463,15,1.22,199,18.7%,18.9%,17.2%,8.7%,7.24,35,7.4%,65.4%,8.8%,344,43.6%,33,9.6%,31.7%,13.8%,15.7%
3:40 PM,Merrill Kelly,vs,98.2,431,5.89,0.278,0.362,1.49,0.231,0.509,21,1.92,196,21.2%,14.4%,15.0%,10.3%,5.66,40,9.3%,61.8%,5.3%,327,44.3%,45,13.8%,27.2%,19.1%,17.7%
6:40 PM,Aaron Nola,vs,103.0,452,4.95,0.277,0.356,1.45,0.231,0.507,23,2.01,209,27.7%,23.9%,20.2%,12.8%,9.44,35,7.7%,64.8%,6.4%,308,39.6%,31,10.1%,28.2%,23.0%,18.2%
3:40 PM,Brady Singer,@,96.2,428,5.44,0.271,0.353,1.41,0.214,0.486,21,1.96,188,25.6%,19.2%,19.0%,11.1%,7.63,31,7.2%,56.4%,6.1%,307,41.7%,30,9.8%,28.7%,22.7%,18.9%
8:10 PM,Colin Rea,vs,100.2,441,4.84,0.268,0.336,1.42,0.164,0.432,15,1.34,171,20.7%,17.2%,14.9%,9.8%,6.79,37,8.4%,64.2%,7.3%,321,39.9%,32,10.0%,26.5%,12.9%,15.3%
8:05 PM,Tyler Alexander,vs,42.0,180,2.96,0.267,0.299,1.33,0.085,0.352,2,0.43,58,21.3%,20.6%,17.8%,9.8%,7.93,12,6.7%,72.1%,6.6%,128,35.2%,5,3.9%,22.7%,3.4%,7.8%
3:40 PM,Gage Jump,@,52.1,221,3.10,0.264,0.314,1.32,0.127,0.391,4,0.69,77,23.7%,25.3%,18.8%,11.9%,9.63,17,7.7%,63.1%,8.8%,145,40.7%,8,5.5%,26.2%,10.5%,16.6%
3:10 PM,Cade Cavalli,@,104.2,454,3.21,0.259,0.308,1.31,0.103,0.362,9,0.77,147,25.2%,26.2%,21.6%,12.0%,10.23,32,7.0%,61.3%,9.0%,291,40.5%,20,6.9%,22.7%,10.6%,12.7%
1:05 PM,Mitch Keller,@,103.1,443,4.48,0.256,0.325,1.33,0.165,0.421,13,1.13,168,20.0%,17.2%,15.8%,9.6%,6.62,35,7.9%,61.0%,8.0%,324,42.3%,24,7.4%,24.7%,12.5%,17.3%
8:10 PM,Sandy Alcantara,@,136.2,568,3.86,0.250,0.300,1.22,0.129,0.378,14,0.92,197,21.7%,18.5%,18.5%,11.1%,6.91,37,6.5%,65.1%,7.1%,417,34.3%,22,5.3%,24.2%,11.9%,14.4%
8:05 PM,Anthony Kay,@,93.1,422,5.08,0.249,0.336,1.37,0.163,0.413,13,1.25,149,22.8%,18.0%,14.2%,10.3%,7.33,38,9.0%,57.0%,6.2%,290,39.7%,25,8.6%,21.7%,19.0%,22.4%
4:07 PM,Hunter Dobbins,@,22.1,95,4.13,0.247,0.325,1.39,0.176,0.424,3,1.21,36,23.2%,24.2%,19.0%,10.8%,9.27,10,10.5%,62.1%,7.5%,62,48.4%,7,11.3%,21.0%,23.1%,21.0%
7:07 PM,Griffin Jax,@,75.0,312,4.42,0.246,0.316,1.27,0.171,0.418,13,1.56,117,31.4%,24.7%,25.7%,14.9%,9.24,26,8.3%,66.9%,7.1%,207,41.1%,21,10.1%,24.6%,25.5%,16.4%
6:40 PM,Eric Lauer,@,76.2,324,6.06,0.243,0.330,1.28,0.216,0.459,18,2.11,134,18.4%,14.5%,12.7%,9.4%,5.52,27,8.3%,64.5%,6.6%,248,35.1%,27,10.9%,39.5%,17.3%,19.8%
1:05 PM,Gerrit Cole,vs,55.0,228,3.94,0.242,0.306,1.16,0.191,0.433,9,1.47,93,18.8%,24.1%,20.6%,9.1%,9.00,12,5.3%,67.5%,7.1%,160,40.6%,15,9.4%,31.2%,16.0%,18.8%
6:40 PM,Bailey Ober,@,77.0,320,4.68,0.239,0.312,1.19,0.195,0.434,13,1.52,129,20.1%,18.1%,17.4%,9.8%,6.78,21,6.6%,63.4%,8.9%,239,33.5%,23,9.6%,29.7%,16.9%,20.9%
7:10 PM,Kyle Bradish,@,107.1,453,4.02,0.238,0.309,1.35,0.145,0.382,12,1.01,153,25.3%,23.2%,20.8%,11.3%,8.80,50,11.0%,55.5%,5.7%,297,35.7%,24,8.1%,21.2%,17.5%,11.1%
1:35 PM,Dean Kremer,@,26.0,102,6.25,0.234,0.350,1.12,0.319,0.553,9,3.12,52,30.9%,27.5%,21.2%,14.0%,9.69,7,6.9%,64.4%,6.3%,67,32.8%,8,11.9%,41.8%,32.1%,31.3%
7:05 PM,Bubba Chandler,@,94.1,420,4.58,0.229,0.316,1.45,0.145,0.374,10,0.95,134,23.1%,20.2%,16.5%,11.1%,8.11,55,13.1%,61.9%,7.8%,275,37.5%,18,6.5%,28.7%,12.7%,13.1%
2:10 PM,Landen Roupp,@,104.0,435,3.34,0.226,0.294,1.27,0.125,0.351,7,0.61,135,25.3%,24.1%,19.7%,10.9%,9.09,45,10.3%,58.0%,4.9%,281,28.8%,11,3.9%,21.0%,11.9%,13.9%
7:15 PM,Martin Perez,vs,81.1,333,4.43,0.220,0.298,1.19,0.166,0.386,10,1.11,114,22.0%,18.6%,17.7%,9.3%,6.86,32,9.6%,61.0%,6.5%,237,36.3%,16,6.8%,21.9%,17.3%,21.1%
4:07 PM,Reid Detmers,vs,114.2,473,3.21,0.218,0.281,1.12,0.141,0.358,12,0.94,153,28.6%,27.5%,20.6%,14.0%,10.20,35,7.4%,65.0%,7.9%,305,36.4%,23,7.5%,29.5%,10.0%,14.4%
3:10 PM,Gabriel Hughes,vs,14.1,56,2.19,0.216,0.260,1.12,0.078,0.294,0,-,15,21.6%,25.0%,16.9%,10.9%,8.79,5,8.9%,73.2%,9.2%,37,29.7%,1,2.7%,29.7%,-,16.2%
2:10 PM,Christian Scott,@,59.2,253,3.77,0.212,0.295,1.22,0.144,0.356,7,1.06,79,25.7%,28.5%,20.3%,12.4%,10.86,26,10.3%,59.4%,7.0%,150,34.0%,11,7.3%,29.3%,15.9%,20.7%
