Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
James Wood,LHB,WSH,Casey Mize,R,41.8,55.9,21.3,56.6,44.3
Heriberto Hernandez,RHB,MIA,Sean Manaea,L,56.4,36.3,46.4,46.4,43.9
Esmerlyn Valdez,RHB,PIT,Sean Burke,R,16.8,44.6,38.7,52.3,42
Ben Rice,LHB,NYY,Gabriel Hughes,R,43,37.5,34.3,54.6,41.4
Denzer Guzman,RHB,LAA,Patrick Sandoval,L,16.4,45.4,38.8,32.8,37.4
Kyle Schwarber,LHB,PHI,Hayden Wesneski,R,32.6,42.1,27.6,43.3,37.1
Juan Soto,LHB,NYM,Sandy Alcantara,R,36.2,38,17.8,58.5,36.9
Oneil Cruz,LHB,PIT,Sean Burke,R,22.3,51.2,12.9,46.8,35.7
Yordan Alvarez,LHB,HOU,Andrew Painter,R,39.5,38.8,19.9,46.3,35.1
Pete Alonso,RHB,BAL,Tanner Bibee,R,31,26.9,32.4,49.3,34.6
Mickey Moniak,LHB,COL,Cam Schlittler,R,38.4,36,31.8,34.2,34.5
Munetaka Murakami,LHB,CWS,Bubba Chandler,R,18.4,44.4,16.6,45.7,33.8
Michael Conforto,LHB,CHC,Jacob Misiorowski,R,41.7,24.7,19.2,60.9,33.8
Jesus Sanchez,LHB,TOR,Jack Perkins,R,22.1,50.2,9.9,43,33.5
Sean Keys,LHB,TOR,Jack Perkins,R,55.5,32.6,33.3,25.2,33.2
Luis Garcia Jr.,LHB,NYY,Gabriel Hughes,R,30.2,32,29.9,38.9,32.9
Josh Bell,SHB,MIN,Drew Anderson,R,30,38.1,24.8,34.8,32.5
Jonathan Aranda,LHB,TB,AJ Smith-Shawver,R,21.4,36.1,26.9,37.7,32.3
CJ Abrams,LHB,WSH,Casey Mize,R,32.7,27.3,28.4,43.7,32.3
Elly De La Cruz,SHB,CIN,Tarik Skubal,L,27.8,26.6,39,33.8,32.2
Victor Mesa Jr.,LHB,TB,AJ Smith-Shawver,R,36,20.9,27.9,51.3,32.1
Colton Cowser,LHB,BAL,Tanner Bibee,R,36.8,32.9,19.5,43.6,31.9
Ryan Jeffers,RHB,MIN,Drew Anderson,R,46.8,27.5,31.9,32,31.9
Spencer Jones,LHB,NYY,Gabriel Hughes,R,37,30,21,45.2,31.8
Ian Happ,SHB,CHC,Jacob Misiorowski,R,19.1,27.3,31.7,42.5,31.6
Kyle Karros,RHB,COL,Cam Schlittler,R,78.7,12.4,17.8,55.8,31.5
Daylen Lile,LHB,WSH,Casey Mize,R,20.6,28,15.5,59.3,31.3
Cole Carrigg,SHB,COL,Cam Schlittler,R,59.2,17.8,43.9,23.6,31.2
Miguel Amaya,RHB,CHC,Jacob Misiorowski,R,38.8,31.9,31.2,26,30.9
Brandon Lowe,LHB,PIT,Sean Burke,R,18.7,39.2,27.5,27.9,30.8
Josh Smith,LHB,TOR,Jack Perkins,R,24.8,39.6,8.7,46.7,30.6
Henry Davis,RHB,PIT,Sean Burke,R,37.8,33.3,19.1,37.9,30.6
Jackson Merrill,LHB,SD,Riley Cornelio,R,15.2,42.7,17,35.1,30.3
Agustin Ramirez,RHB,MIA,Sean Manaea,L,44.6,29.9,11.3,46.4,29.9
Derek Hill,RHB,PHI,Hayden Wesneski,R,17.7,21.8,28.5,44.6,29.1
Rafael Flores,RHB,PIT,Sean Burke,R,35.1,20.3,20.3,48.6,28.9
Bryce Eldridge,LHB,SF,Quinn Mathews,L,39.6,28.7,18.9,34.8,28.4
Mike Trout,RHB,LAA,Patrick Sandoval,L,28.7,24,16.6,48.1,28.3
Héctor Rodríguez,LHB,CIN,Tarik Skubal,L,58.5,11.8,11.8,58.5,28.1
Jose Ramirez,SHB,CLE,Brandon Young,R,29.9,29.5,20.6,33.9,28
Abimelec Ortiz,LHB,WSH,Casey Mize,R,13.7,24.1,14,54.6,27.7
Junior Caminero,RHB,TB,AJ Smith-Shawver,R,24.3,25,31.9,27.9,27.7
Jose Siri,RHB,LAA,Patrick Sandoval,L,26.9,28.9,14.4,41.3,27.4
Kyle Stowers,LHB,MIA,Sean Manaea,L,44.7,17.9,21.4,41,27.4
Pedro Ramirez,SHB,CHC,Jacob Misiorowski,R,34.9,21.7,24.1,36.1,27.3
Shohei Ohtani,LHB,LAD,Nick Lodolo,L,45.3,28.6,17.2,30.1,27.2
Taylor Trammell,LHB,HOU,Andrew Painter,R,30.2,31,11.1,39.8,27.2
Zach Neto,RHB,LAA,Patrick Sandoval,L,34.4,22.4,16.7,43.4,27.1
Tim Tawa,RHB,ARI,Michael Wacha,R,51,20.1,18.9,36.5,26.9
Matt Shaw,RHB,CHC,Jacob Misiorowski,R,29.2,25.4,15.9,40.4,26.7
Cody Bellinger,LHB,NYY,Gabriel Hughes,R,21,25.4,22.6,34.9,26.5
Michael Busch,LHB,CHC,Jacob Misiorowski,R,43.9,17.6,18.9,40.1,26.2
Joshua Baez,RHB,STL,Landen Roupp,R,33.3,15.2,22.6,42.7,26.1
Otto Lopez,RHB,MIA,Sean Manaea,L,29.7,35.1,10.1,31,26
Tommy Edman,SHB,LAD,Nick Lodolo,L,25.7,17.5,17.5,47.6,25.8
Heliot Ramos,RHB,NYY,Gabriel Hughes,R,26.2,31.1,14.2,31,25.5
LaMonte Wade Jr.,LHB,HOU,Andrew Painter,R,30,15,21.4,43,25.4
Bryce Harper,LHB,PHI,Hayden Wesneski,R,32.3,24.3,27.6,20.6,25.2
Jeff McNeil,LHB,ATH,Jose Soriano,R,28.2,21.1,4.9,54.1,25.2
Petey Halpin,LHB,CLE,Brandon Young,R,20.8,18.9,27.4,33.2,25.2
Andruw Monasterio,RHB,BOS,Reid Detmers,L,16.1,28.5,14.5,36.7,25.1
Adrian Del Castillo,LHB,ARI,Michael Wacha,R,21.5,20.9,14.4,45.4,25.1
JJ Bleday,LHB,CIN,Tarik Skubal,L,58.5,16.7,10.5,40.5,25
George Lombard Jr.,RHB,NYY,Gabriel Hughes,R,22.1,22.8,23,31.5,25
Spencer Torkelson,RHB,DET,Dean Kremer,R,37.4,21.8,21.2,29.1,25
Riley Greene,LHB,DET,Dean Kremer,R,29.8,27.6,19.3,26.3,25
Miguel Vargas,RHB,CWS,Bubba Chandler,R,13.4,27.7,26.6,23.5,24.9
Lane Thomas,RHB,ATL,Freddy Peralta,R,36.7,19.5,16.6,37.1,24.8
Carson Benge,LHB,NYM,Sandy Alcantara,R,16,19.9,24.4,34.7,24.6
Hunter Goodman,RHB,COL,Cam Schlittler,R,27.7,34.6,16.1,18.6,24.4
Max Muncy,LHB,LAD,Nick Lodolo,L,35,25.1,8.3,38.1,24.3
Nathaniel Lowe,LHB,CLE,Brandon Young,R,28.6,24.2,19.1,28.8,24.3
Eugenio Suarez,RHB,CIN,Tarik Skubal,L,23.9,6.9,30.3,40.7,24.1
Jake McCarthy,LHB,COL,Cam Schlittler,R,58,18.8,10.7,34,24.1
Mark Vientos,RHB,NYM,Sandy Alcantara,R,44.1,17.4,15.5,35.7,24.1
Jakob Marsee,LHB,MIA,Sean Manaea,L,36.4,11.4,10,53.2,23.9
Randal Grichuk,RHB,CWS,Bubba Chandler,R,27.8,14.1,10.4,52.3,23.9
