Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Brandon Marsh","PHI","Bryse Wilson","MIL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Henry Bolte","ATH","Peter Lambert","HOU","3","1.000","1.00","0.33","1.33","2","1","0","0","1","0","4","0.0","1.000","0"
"Eugenio Suarez","CIN","Tyler Mahle","ATL","3","1.000","1.00","1.00","2.00","2","0","0","1","1","1","6","0.0","1.000","0"
"David Fry","CLE","Ranger Suarez","BOS","5","0.800","0.80","0.40","1.20","2","2","0","0","2","2","6","0.0","0.833","1"
"Trea Turner","PHI","Bryse Wilson","MIL","4","0.750","0.75","0.75","1.50","1","1","1","0","2","2","6","0.0","0.750","0"
"JJ Wetherholt","STL","Paul Skenes","PIT","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Sal Stewart","CIN","Tyler Mahle","ATL","3","0.667","0.00","2.00","2.67","0","0","0","2","2","6","8","0.0","0.667","0"
"Jose Ramirez","CLE","Ranger Suarez","BOS","8","0.625","0.71","0.13","0.75","4","1","0","0","1","1","6","12.5","0.667","1"
"Ronald Acuna Jr.","ATL","Brady Singer","CIN","5","0.600","0.50","0.60","1.20","2","0","0","1","1","1","6","0.0","0.667","1"
"Andrew Benintendi","CWS","Randy Dobnak","KC","5","0.600","0.50","1.20","1.80","1","0","0","2","2","2","9","20.0","0.600","0"
"Cody Bellinger","NYY","Ian Seymour","TB","5","0.600","0.67","0.80","1.40","1","1","0","1","2","2","7","20.0","0.600","0"
"Tyrone Taylor","CHC","Tyler Phillips","MIA","5","0.600","0.50","0.80","1.40","1","1","0","1","2","2","7","0.0","0.667","1"
"Ke'Bryan Hayes","CIN","Tyler Mahle","ATL","12","0.583","0.60","0.33","0.92","5","1","0","1","2","3","11","8.3","0.643","2"
"Jac Caglianone","KC","David Sandlin","CWS","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.667","1"
