Split,vsLHB
Range,L10
Dates,="8/4/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Patrick Sandoval,vs,3.0,21,10.43,0.526,0.627,3.67,0.421,0.947,2,6.00,18,22.9%,23.8%,22.7%,9.2%,15.00,1,4.8%,42.9%,5.7%,14,42.9%,2,14.3%,42.9%,33.3%,21.4%
9:40 PM,Randy Vasquez,@,19.0,98,5.94,0.389,0.453,2.26,0.267,0.656,4,1.89,59,18.6%,11.2%,10.5%,9.2%,5.21,8,8.2%,59.8%,12.7%,79,46.8%,8,10.1%,31.6%,12.0%,22.8%
6:35 PM,Grayson Rodriguez,@,22.0,114,6.24,0.365,0.438,2.23,0.250,0.615,4,1.64,59,19.6%,12.3%,9.5%,9.4%,5.73,14,12.3%,58.8%,7.3%,85,56.5%,8,9.4%,30.6%,15.4%,15.3%
6:35 PM,Cade Povich,vs,6.2,31,8.65,0.345,0.473,1.65,0.414,0.759,3,4.05,22,31.5%,12.9%,11.8%,14.0%,5.40,1,3.2%,61.3%,5.0%,25,44.0%,3,12.0%,28.0%,28.6%,24.0%
7:10 PM,Davis Martin,@,27.0,136,5.21,0.330,0.391,2.11,0.130,0.461,3,1.00,53,19.3%,15.4%,12.8%,8.4%,7.00,19,14.0%,50.0%,6.5%,95,42.1%,4,4.2%,20.0%,15.8%,23.2%
8:05 PM,MacKenzie Gore,vs,12.1,59,3.67,0.321,0.374,1.78,0.151,0.472,1,0.73,25,14.2%,20.3%,20.3%,6.9%,8.76,5,8.5%,59.3%,10.2%,41,39.0%,4,9.8%,14.6%,16.7%,19.5%
8:40 PM,Freddy Peralta,@,30.2,141,4.76,0.302,0.379,1.60,0.233,0.535,6,1.76,69,27.9%,21.3%,17.1%,13.0%,8.80,10,7.1%,48.9%,5.6%,100,40.0%,6,6.0%,31.0%,19.4%,17.0%
7:15 PM,Ryan Gusto,@,19.1,91,4.70,0.288,0.362,1.71,0.175,0.462,2,0.93,37,19.2%,15.4%,16.7%,8.4%,6.52,10,11.0%,59.3%,10.2%,66,50.0%,6,9.1%,25.8%,11.8%,15.2%
8:05 PM,Blade Tidwell,@,5.0,24,5.90,0.286,0.354,1.60,0.143,0.429,1,1.80,9,19.5%,16.7%,13.8%,8.3%,7.20,2,8.3%,66.7%,9.4%,17,29.4%,2,11.8%,23.5%,25.0%,35.3%
7:40 PM,Joe Ryan,@,33.0,141,4.19,0.277,0.338,1.27,0.226,0.504,8,2.18,69,25.3%,28.4%,22.3%,13.0%,10.91,4,2.8%,68.1%,6.8%,97,52.6%,10,10.3%,32.0%,25.8%,29.9%
7:05 PM,Ryan Weathers,vs,14.1,58,2.47,0.273,0.301,1.12,0.127,0.400,1,0.63,22,30.4%,24.1%,21.9%,15.6%,8.79,1,1.7%,58.6%,6.9%,41,41.5%,3,7.3%,22.0%,11.1%,7.3%
8:05 PM,Tarik Skubal,@,15.2,66,2.21,0.266,0.298,1.21,0.141,0.406,2,1.15,26,36.9%,34.8%,25.3%,21.3%,13.21,2,3.0%,77.6%,11.5%,41,36.6%,2,4.9%,9.8%,50.0%,19.5%
8:40 PM,Gabriel Hughes,vs,14.0,59,2.31,0.259,0.277,1.21,0.074,0.333,0,-,18,14.4%,16.9%,11.9%,7.4%,6.43,3,5.1%,67.8%,8.3%,46,26.1%,1,2.2%,23.9%,-,19.6%
6:40 PM,Zack Littell,@,26.1,112,5.68,0.257,0.345,1.33,0.228,0.485,6,2.05,49,19.2%,17.9%,12.4%,9.8%,6.84,9,8.0%,66.4%,6.5%,82,45.1%,10,12.2%,28.0%,21.7%,23.2%
