HR Split,Overall
Dates,="9/9/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:40 PM,Zac Gallen,@,1.35,0.49,1.62,1.88,12.6%,21.0%,42.4%,27.4%,5.8%,1380
2,7:05 PM,Tomoyuki Sugano,@,0.99,1.15,-0.32,1.86,9.6%,17.5%,41.9%,28.0%,7.2%,1356
3,7:05 PM,Will Warren,vs,0.99,0.14,1.40,1.64,8.7%,22.5%,48.2%,26.0%,7.2%,1422
4,7:40 PM,Davis Martin,vs,0.83,0.48,0.72,1.78,7.4%,19.5%,43.1%,27.9%,7.9%,1243
5,1:10 PM,Zebby Matthews,@,0.77,0.81,0.15,1.54,9.3%,18.5%,42.5%,28.7%,7.8%,963
6,4:10 PM,Kade Anderson,vs,0.76,2.00,0.28,1.84,6.7%,21.4%,31.1%,31.1%,10.2%,126
7,3:45 PM,Blade Tidwell,vs,0.76,1.18,-0.31,1.43,11.7%,17.2%,36.4%,31.5%,7.4%,361
8,6:45 PM,Ryan Johnson,@,0.65,0.52,0.46,1.55,8.8%,16.7%,37.8%,34.7%,7.4%,519
9,4:10 PM,Cody Bradford,@,0.57,0.18,0.65,1.32,11.1%,11.6%,39.6%,33.7%,7.9%,248
10,10:10 PM,Rhett Lowder,@,0.52,0.23,0.62,1.45,9.3%,16.0%,38.3%,29.5%,7.5%,641
11,7:40 PM,Logan Henderson,vs,0.51,0.61,0.04,1.29,9.2%,13.6%,39.3%,36.7%,8.9%,526
12,7:40 PM,Kevin Gausman,@,0.32,-0.31,1.08,1.35,7.1%,21.6%,40.2%,24.4%,6.9%,1690
13,6:45 PM,Jake Bennett,vs,0.27,-1.70,0.94,1.06,11.0%,13.1%,37.7%,31.2%,7.6%,510
14,4:10 PM,Walker Buehler,vs,0.15,0.17,0.09,1.33,7.7%,19.1%,33.8%,22.5%,8.1%,1242
15,1:10 PM,Keider Montero,vs,-0.04,0.13,-0.27,1.20,7.0%,14.5%,35.0%,28.0%,8.4%,1098
16,7:40 PM,Lake Bachar,@,-0.07,-0.37,0.85,1.30,5.7%,15.4%,30.6%,38.1%,6.4%,648
17,7:15 PM,Griffin Jax,@,-0.08,0.29,-0.54,1.00,7.6%,17.1%,41.4%,24.1%,6.7%,787
18,7:40 PM,Daniel Lynch IV,vs,-0.11,-0.26,0.07,1.06,7.0%,14.7%,38.8%,24.6%,8.7%,644
19,6:35 PM,Foster Griffin,@,-0.20,0.21,-0.26,0.96,8.0%,13.6%,36.7%,24.8%,8.4%,769
20,10:10 PM,Yoshinobu Yamamoto,vs,-0.31,-0.13,-0.22,0.89,6.6%,17.8%,41.8%,21.3%,6.3%,1587
21,6:35 PM,Shane Baz,vs,-0.48,-0.05,-0.86,0.78,6.9%,10.2%,38.8%,28.4%,8.0%,1522
22,6:40 PM,Hunter Brown,@,-0.50,0.10,-1.03,0.97,5.8%,16.3%,35.8%,24.1%,5.3%,1213
23,3:05 PM,Braydon Fisher,@,-0.59,0.04,-0.51,0.73,6.9%,11.7%,41.8%,24.6%,5.6%,537
24,6:40 PM,Robert Stock,@,-0.80,-0.68,-0.78,0.76,6.2%,7.8%,32.2%,29.5%,7.6%,226
25,6:40 PM,Janson Junk,vs,-0.92,-0.47,-0.69,0.50,6.9%,7.3%,39.3%,21.9%,8.0%,978
26,4:10 PM,Jackson Kent,@,-1.04,-0.91,-0.67,0.36,8.3%,7.7%,38.9%,18.1%,6.5%,224
27,6:40 PM,Cristopher Sanchez,vs,-1.24,-1.48,-0.70,0.48,4.6%,13.4%,37.2%,13.5%,6.5%,1732
28,3:05 PM,Brady Basso,vs,-1.52,-1.41,-0.61,0.37,5.6%,4.2%,27.7%,24.9%,7.2%,239
29,3:45 PM,Andre Pallante,@,-1.52,-0.96,-1.19,0.43,4.0%,7.9%,33.0%,15.3%,7.7%,1413
