Matchup,ARI @ BOS
Pitcher,Brandon Pfaadt
Pitcher Team,ARI
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,92.2,379,0.233,0.282,0.353,0.121,1.13,8,0.78,6.3%,20.7%,16.1%,16.3%,10.2%,5.92,67.5%,8.1%,7.2%,34.8%,21.0%,13.1%,14.1%
vsLHB,52.2,213,0.249,0.299,0.396,0.147,1.16,7,1.20,5.6%,20.2%,16.0%,16.3%,10.0%,5.81,65.3%,6.6%,6.6%,33.1%,21.1%,20.0%,15.1%
vsRHB,40.0,166,0.212,0.261,0.298,0.086,1.10,1,0.22,7.2%,21.4%,16.3%,16.3%,10.4%,6.08,70.5%,10.1%,8.1%,37.1%,21.0%,3.8%,12.9%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mickey Gasper SHB,—,N/A,17,3.40,10,2,2,88.8,286.9,2,1,20.0%,10.0%,20.0%,40.0%,40.0%,73.8,36.4%,45.5%,27.3%,91.7%,50.0%,30.0%,66.7%,20.0%,50.0%,30.0%,60.0%,10.0%,50.0%
Willson Contreras RHB,—,N/A,40,4.60,10,1,1,64.2,185.9,1,0,-,-,10.0%,-,-,76.3,72.7%,9.1%,-,91.7%,10.0%,10.0%,100.0%,-,40.0%,50.0%,20.0%,30.0%,44.4%
Wilyer Abreu LHB,—,N/A,14,4.40,10,1,2,95.5,325.3,5,4,20.0%,10.0%,40.0%,60.0%,60.0%,75.2,69.2%,53.8%,30.8%,92.9%,70.0%,40.0%,25.0%,30.0%,20.0%,50.0%,50.0%,-,11.1%
Ceddanne Rafaela RHB,—,N/A,22,4.80,10,1,1,78.2,203.2,1,1,10.0%,-,20.0%,10.0%,30.0%,70.2,-,36.4%,9.1%,84.6%,40.0%,20.0%,50.0%,20.0%,40.0%,30.0%,30.0%,40.0%,60.0%
Adley Rutschman SHB,—,N/A,18,4.60,10,1,1,88.9,306.0,3,2,10.0%,10.0%,30.0%,50.0%,40.0%,69.7,-,27.8%,11.1%,94.7%,60.0%,40.0%,25.0%,20.0%,40.0%,50.0%,40.0%,10.0%,33.3%
Caleb Durbin RHB,—,N/A,14,4.40,10,1,1,78.8,256.3,2,1,10.0%,10.0%,30.0%,30.0%,50.0%,71.0,12.5%,75.0%,12.5%,88.9%,70.0%,40.0%,25.0%,30.0%,10.0%,30.0%,50.0%,20.0%,57.1%
Connor Wong RHB,—,N/A,19,3.60,10,0,0,84.2,228.8,1,0,-,-,10.0%,20.0%,20.0%,72.2,30.8%,38.5%,15.4%,100.0%,40.0%,20.0%,0.0%,20.0%,50.0%,20.0%,40.0%,40.0%,14.3%
Andruw Monasterio RHB,—,N/A,15,4.20,10,0,0,90.8,264.8,3,0,-,-,-,10.0%,20.0%,70.0,5.6%,38.9%,5.6%,100.0%,50.0%,40.0%,0.0%,10.0%,40.0%,20.0%,40.0%,40.0%,40.0%
Eli White RHB,—,N/A,18,3.60,10,0,0,75.9,218.5,1,0,-,-,-,10.0%,10.0%,71.5,15.4%,23.1%,7.7%,92.9%,30.0%,20.0%,0.0%,10.0%,60.0%,30.0%,40.0%,30.0%,44.4%
Jahmai Jones RHB,—,N/A,8,2.00,10,0,0,84.7,219.1,2,0,-,-,10.0%,30.0%,20.0%,72.7,21.4%,28.6%,14.3%,87.5%,40.0%,20.0%,0.0%,20.0%,30.0%,30.0%,50.0%,20.0%,66.7%
Anthony Seigler SHB,—,N/A,11,3.40,10,0,1,85.4,255.0,3,1,-,-,20.0%,40.0%,40.0%,66.7,-,72.7%,-,84.6%,60.0%,40.0%,0.0%,20.0%,10.0%,20.0%,20.0%,60.0%,60.0%
Nick Sogard SHB,—,N/A,20,4.60,10,0,0,78.7,206.2,1,0,-,-,10.0%,20.0%,30.0%,68.7,-,50.0%,8.3%,85.7%,50.0%,20.0%,0.0%,30.0%,20.0%,20.0%,50.0%,30.0%,12.5%
Jarren Duran LHB,—,N/A,15,4.20,10,0,0,84.9,224.8,1,1,-,-,-,40.0%,20.0%,74.7,50.0%,16.7%,11.1%,100.0%,40.0%,30.0%,0.0%,10.0%,40.0%,20.0%,40.0%,40.0%,10.0%
