Split,vsLHB
Range,L10
Dates,="7/20/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:05 PM,Ryan Weathers,vs,11.2,57,5.76,0.340,0.405,1.80,0.226,0.566,3,2.31,30,25.0%,17.5%,18.2%,11.8%,7.71,3,5.3%,52.6%,9.0%,42,40.5%,5,11.9%,33.3%,21.4%,9.5%
8:40 PM,Andrew Alvarez,@,9.1,44,3.31,0.325,0.370,1.82,0.150,0.475,0,-,19,22.0%,11.4%,8.9%,9.8%,4.82,4,9.1%,48.9%,7.1%,35,42.9%,1,2.9%,11.4%,-,11.4%
8:40 PM,Kyle Freeland,vs,15.1,68,2.06,0.318,0.330,1.37,0.121,0.439,1,0.59,29,27.0%,23.5%,22.2%,14.3%,9.39,0,-,64.7%,11.7%,51,29.4%,5,9.8%,25.5%,7.7%,17.6%
9:40 PM,George Kirby,vs,29.2,131,4.28,0.315,0.372,1.52,0.218,0.532,5,1.52,66,21.7%,18.3%,18.5%,11.2%,7.28,6,4.6%,66.4%,8.2%,100,48.0%,9,9.0%,30.0%,16.7%,14.0%
7:40 PM,Michael Wacha,vs,31.1,144,3.77,0.313,0.353,1.60,0.164,0.478,4,1.15,64,21.3%,20.1%,17.8%,11.0%,8.33,8,5.6%,67.4%,8.2%,105,31.4%,6,5.7%,26.7%,14.3%,20.0%
8:05 PM,Erick Fedde,@,24.2,118,3.71,0.311,0.344,1.82,0.104,0.415,1,0.36,44,18.1%,14.4%,11.0%,7.7%,6.20,12,10.2%,73.1%,7.3%,89,46.1%,3,3.4%,20.2%,5.6%,19.1%
7:40 PM,Freddy Peralta,@,33.1,154,5.20,0.305,0.388,1.62,0.255,0.560,8,2.16,79,28.2%,22.7%,19.7%,12.8%,9.45,11,7.1%,55.8%,5.0%,107,40.2%,7,6.5%,33.6%,22.2%,17.8%
8:10 PM,Janson Junk,@,35.0,157,4.44,0.301,0.364,1.54,0.196,0.497,5,1.29,71,17.2%,17.2%,14.4%,8.3%,6.94,11,7.0%,63.1%,7.0%,118,44.9%,7,5.9%,18.6%,22.7%,21.2%
7:40 PM,Trevor McDonald,@,28.1,131,5.11,0.298,0.370,1.55,0.175,0.474,4,1.27,54,19.5%,15.3%,17.4%,8.5%,6.35,10,7.6%,56.1%,6.8%,96,36.5%,5,5.2%,20.8%,20.0%,18.8%
10:10 PM,Kyle Leahy,@,24.2,110,3.67,0.265,0.323,1.50,0.122,0.388,2,0.73,38,23.2%,21.8%,20.7%,11.0%,8.76,11,10.0%,58.6%,7.2%,74,52.7%,9,12.2%,24.3%,11.1%,25.7%
8:05 PM,Jameson Taillon,vs,23.1,109,7.73,0.263,0.386,1.67,0.295,0.558,8,3.09,53,25.1%,17.4%,14.7%,11.2%,7.33,14,12.8%,55.5%,5.3%,76,36.8%,11,14.5%,43.4%,24.2%,23.7%
7:15 PM,Bryce Elder,vs,36.0,153,4.49,0.261,0.315,1.25,0.176,0.437,6,1.50,62,21.7%,17.0%,20.0%,10.6%,6.50,8,5.2%,67.7%,5.8%,119,35.3%,6,5.0%,30.3%,16.7%,21.0%
10:10 PM,Jose Soriano,vs,30.1,138,6.10,0.261,0.341,1.62,0.151,0.412,6,1.78,49,25.7%,15.9%,15.6%,11.9%,6.53,18,13.0%,55.1%,5.1%,96,38.5%,6,6.2%,18.8%,33.3%,13.5%
9:40 PM,Andrew Abbott,@,17.1,74,3.04,0.258,0.321,1.27,0.182,0.439,2,1.04,29,28.8%,28.4%,17.4%,14.9%,10.90,5,6.8%,70.3%,10.8%,48,39.6%,3,6.2%,35.4%,5.9%,18.8%
7:07 PM,Nick Martinez,@,30.1,127,5.05,0.252,0.332,1.22,0.244,0.496,6,1.78,59,20.3%,15.7%,15.2%,10.2%,5.93,7,5.5%,64.6%,6.9%,100,38.0%,10,10.0%,37.0%,13.5%,24.0%
9:40 PM,Jeffrey Springs,@,16.1,73,6.47,0.250,0.363,1.53,0.266,0.516,4,2.20,33,19.0%,16.4%,19.0%,8.4%,6.61,9,12.3%,50.7%,4.0%,52,28.8%,2,3.8%,26.9%,14.3%,15.4%
8:05 PM,Jacob deGrom,vs,29.0,121,3.41,0.246,0.293,1.17,0.167,0.412,5,1.55,47,36.8%,30.6%,27.6%,18.3%,11.48,6,5.0%,63.3%,5.2%,78,48.7%,4,5.1%,26.9%,23.8%,20.5%
7:05 PM,Braxton Ashcraft,@,35.1,145,3.84,0.244,0.323,1.16,0.206,0.450,7,1.78,59,31.0%,33.8%,25.7%,16.5%,12.48,9,6.2%,67.6%,7.3%,85,52.9%,8,9.4%,34.1%,24.1%,23.5%
