Matchup,CIN @ MIL
Pitcher,Shane Drohan
Pitcher Team,MIL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,36.0,149,0.243,0.309,0.412,0.169,1.22,4,1.00,7.4%,27.3%,26.2%,20.4%,13.4%,9.75,69.1%,8.4%,9.2%,36.7%,29.6%,13.8%,9.2%
vsLHB,12.0,52,0.283,0.341,0.435,0.152,1.42,0,-,7.7%,33.3%,21.2%,19.6%,16.1%,8.25,69.2%,8.1%,8.3%,36.1%,30.6%,-,5.6%
vsRHB,24.0,97,0.222,0.292,0.400,0.178,1.12,4,1.50,7.2%,24.5%,28.9%,20.7%,12.2%,10.50,69.1%,8.6%,9.7%,37.1%,29.0%,22.2%,11.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elly De La Cruz SHB,,+436,29,16,4.60,1,1,0.333,0.375,0.733,0.400,0.464,6.2%,17.2%,31.2%,7.1%,100.3,392.9,2,2,22.2%,11.1%,11.1%,77.8%,11.1%,73.9,40.7%,25.9%,22.2%,96.4%,22.2%,11.1%,100.0%,11.1%,77.8%,33.3%,33.3%,33.3%,18.8%
Eugenio Suarez RHB,,+457,23,12,4.20,1,1,0.300,0.417,0.700,0.400,0.463,16.7%,35.0%,33.3%,12.3%,78.2,253.6,1,0,-,-,-,16.7%,16.7%,72.6,41.2%,5.9%,-,85.0%,66.7%,66.7%,25.0%,-,33.3%,33.3%,33.3%,33.3%,16.7%
Matt McLain RHB,,+700,21,12,2.80,1,1,0.222,0.417,0.556,0.333,0.411,25.0%,12.5%,8.3%,4.9%,83.5,258.3,2,1,12.5%,12.5%,37.5%,37.5%,37.5%,72.5,20.0%,26.7%,13.3%,93.8%,75.0%,50.0%,25.0%,25.0%,-,37.5%,37.5%,25.0%,14.3%
Noelvi Marte RHB,,+680,12,12,3.40,1,1,0.091,0.167,0.364,0.273,0.229,8.3%,28.0%,50.0%,12.5%,90.5,276.1,1,1,20.0%,20.0%,40.0%,20.0%,40.0%,70.9,14.3%,19.0%,4.8%,84.0%,40.0%,-,-,40.0%,60.0%,40.0%,60.0%,-,28.6%
Tyler Stephenson RHB,,+578,9,16,3.60,0,0,0.286,0.375,0.357,0.071,0.327,12.5%,6.1%,25.0%,2.5%,89.5,249.8,2,1,10.0%,10.0%,40.0%,50.0%,50.0%,71.7,13.8%,24.1%,6.9%,87.9%,80.0%,30.0%,0.0%,50.0%,10.0%,40.0%,40.0%,20.0%,38.9%
JJ Bleday LHB,,+494,19,12,4.20,0,0,0.100,0.250,0.100,-,0.182,16.7%,28.6%,16.7%,12.5%,85.8,320.0,2,1,-,-,-,62.5%,25.0%,74.3,39.1%,21.7%,4.3%,85.2%,37.5%,25.0%,0.0%,12.5%,62.5%,25.0%,62.5%,12.5%,30.8%
Sal Stewart RHB,,+390,21,11,4.40,0,0,0.455,0.455,0.545,0.091,0.439,-,22.7%,36.4%,9.8%,98.5,255.7,2,1,-,-,-,57.1%,42.9%,73.5,30.0%,30.0%,20.0%,90.9%,42.9%,-,-,42.9%,42.9%,14.3%,71.4%,14.3%,8.3%
Spencer Steer RHB,,+549,18,11,3.80,0,0,0.429,0.636,0.429,-,0.479,36.4%,9.5%,-,4.2%,86.9,226.6,0,0,-,-,-,33.3%,16.7%,70.4,5.6%,11.1%,11.1%,90.0%,16.7%,-,-,16.7%,66.7%,16.7%,16.7%,66.7%,25.0%
Edwin Arroyo SHB,,+950,3,10,3.40,0,0,0.222,0.200,0.222,-,0.178,-,12.0%,20.0%,8.1%,86.4,243.0,1,0,-,-,-,37.5%,25.0%,69.6,8.7%,21.7%,-,92.0%,50.0%,25.0%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,50.0%
TJ Friedl LHB,,+1060,4,10,2.40,0,0,0.100,0.100,0.100,-,0.089,-,15.4%,20.0%,5.6%,75.7,186.1,1,1,-,-,-,25.0%,12.5%,71.0,9.1%,36.4%,-,84.6%,12.5%,12.5%,0.0%,-,25.0%,37.5%,50.0%,12.5%,15.4%
Nathaniel Lowe LHB,—,N/A,5,10,2.20,0,0,-,0.100,-,-,0.065,10.0%,35.0%,30.0%,17.5%,86.7,238.4,0,0,-,-,-,40.0%,40.0%,72.8,27.8%,11.1%,-,94.7%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,20.0%
Jose Trevino RHB,—,N/A,-,4,3.20,0,0,0.750,0.750,0.750,-,0.668,-,14.3%,-,6.2%,92.1,-,0,0,-,-,-,50.0%,50.0%,68.8,-,42.9%,28.6%,100.0%,-,-,-,-,100.0%,25.0%,50.0%,25.0%,14.3%
