Matchup,CLE @ MIN
Pitcher,Joey Cantillo
Pitcher Team,CLE
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.2,219,0.233,0.313,0.389,0.155,1.38,7,1.24,11.4%,30.0%,23.7%,18.8%,13.8%,9.24,56.3%,6.2%,8.5%,32.6%,31.9%,15.6%,20.6%
vsLHB,12.2,56,0.234,0.337,0.404,0.170,1.50,2,1.42,14.3%,24.5%,17.9%,14.7%,11.5%,7.11,50.9%,6.2%,13.5%,37.8%,40.5%,13.3%,18.9%
vsRHB,38.0,163,0.233,0.305,0.384,0.151,1.34,5,1.18,10.4%,31.9%,25.8%,20.2%,14.6%,9.95,58.2%,6.3%,6.7%,30.8%,28.8%,16.7%,21.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Byron Buxton RHB,,+302,19,13,4.00,2,3,0.250,0.308,0.833,0.583,0.471,7.7%,36.4%,15.4%,18.2%,96.5,350.8,4,2,40.0%,30.0%,30.0%,60.0%,40.0%,74.6,50.0%,31.8%,22.7%,100.0%,50.0%,30.0%,66.7%,20.0%,50.0%,60.0%,40.0%,-,33.3%
Victor Caratini SHB,,+800,12,13,4.20,1,1,0.308,0.308,0.538,0.231,0.367,-,15.0%,30.8%,6.5%,89.5,274.5,3,3,22.2%,22.2%,33.3%,44.4%,44.4%,72.1,26.3%,36.8%,15.8%,95.0%,66.7%,55.6%,20.0%,11.1%,11.1%,44.4%,22.2%,33.3%,44.4%
Ryan Kreidler RHB,,+920,14,16,4.20,0,0,0.077,0.250,0.077,-,0.177,18.8%,30.8%,18.8%,17.9%,88.1,266.7,2,1,10.0%,-,20.0%,40.0%,30.0%,74.1,42.1%,13.2%,5.3%,97.4%,50.0%,30.0%,0.0%,20.0%,30.0%,30.0%,40.0%,30.0%,41.7%
Austin Martin RHB,,+1200,10,14,2.80,0,0,0.231,0.286,0.385,0.154,0.296,-,22.7%,21.4%,10.0%,83.7,245.0,2,0,-,-,10.0%,10.0%,40.0%,69.4,4.8%,33.3%,-,95.5%,70.0%,40.0%,0.0%,30.0%,30.0%,10.0%,50.0%,40.0%,21.4%
Brooks Lee SHB,,+740,19,13,4.60,0,0,0.250,0.308,0.250,-,0.255,7.7%,10.3%,15.4%,5.9%,87.3,287.7,2,1,-,-,20.0%,30.0%,20.0%,71.1,16.0%,16.0%,4.0%,92.6%,60.0%,40.0%,0.0%,20.0%,40.0%,40.0%,50.0%,10.0%,50.0%
Royce Lewis RHB,,+497,19,12,4.60,0,1,0.182,0.250,0.273,0.091,0.234,8.3%,28.0%,8.3%,16.3%,92.3,309.3,3,3,30.0%,-,20.0%,50.0%,50.0%,74.1,34.8%,26.1%,17.4%,92.0%,70.0%,40.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,25.0%
Alex Jackson RHB,—,N/A,5,12,3.60,0,0,0.182,0.250,0.182,-,0.208,-,22.7%,41.7%,11.9%,83.1,294.2,2,1,-,-,33.3%,33.3%,33.3%,71.8,20.0%,20.0%,5.0%,90.9%,66.6%,33.3%,0.0%,33.3%,16.7%,33.3%,16.7%,50.0%,58.3%
Kody Clemens LHB,,+444,15,11,4.60,0,0,-,0.091,-,-,0.059,9.1%,30.0%,27.3%,12.5%,90.0,174.7,1,0,-,-,33.3%,50.0%,16.7%,70.9,10.5%,21.1%,10.5%,95.0%,16.7%,16.7%,0.0%,-,66.7%,100.0%,-,-,0.0%
Josh Bell SHB,,+575,14,10,4.60,0,1,0.250,0.400,0.250,-,0.308,20.0%,29.4%,20.0%,14.3%,87.8,242.5,2,1,-,-,-,16.7%,33.3%,70.6,6.7%,20.0%,-,88.2%,83.4%,66.7%,0.0%,16.7%,16.7%,16.7%,66.7%,16.7%,62.5%
Tristan Gray LHB,—,N/A,2,10,3.80,0,0,0.200,0.200,0.200,-,0.178,-,56.5%,60.0%,31.0%,84.1,227.0,0,0,-,-,25.0%,25.0%,50.0%,72.1,15.0%,5.0%,-,87.0%,75.0%,25.0%,0.0%,50.0%,25.0%,25.0%,75.0%,-,40.0%
Luke Keaschall RHB,,+1160,8,9,3.40,0,0,-,0.111,-,-,0.072,11.1%,24.0%,22.2%,12.0%,86.3,263.2,2,0,-,-,50.0%,33.3%,50.0%,69.6,9.1%,18.2%,4.5%,95.7%,83.3%,50.0%,0.0%,33.3%,16.7%,66.7%,16.7%,16.7%,33.3%
Kyler Fedko RHB,—,N/A,2,8,2.60,0,0,-,0.250,-,-,0.162,25.0%,44.4%,50.0%,23.5%,92.9,272.8,0,0,-,-,-,50.0%,-,72.4,18.8%,6.2%,6.2%,88.9%,50.0%,50.0%,0.0%,-,50.0%,-,100.0%,-,50.0%
Trevor Larnach LHB,,+380,13,8,4.40,0,0,0.333,0.500,0.333,-,0.385,25.0%,23.1%,-,12.0%,75.8,209.1,1,0,-,-,-,16.7%,50.0%,70.5,-,10.0%,10.0%,76.9%,33.4%,16.7%,0.0%,16.7%,33.3%,16.7%,33.3%,50.0%,42.9%
