Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jackson Merrill","SD","Brandon Pfaadt","ARI","17","0.235","0.27","0.12","0.35","2","2","0","0","2","2","6","11.8","0.300","2"
"Fernando Tatis Jr.","SD","Brandon Pfaadt","ARI","26","0.231","0.28","0.15","0.38","4","1","0","1","2","2","10","26.9","0.259","1"
"Nolan Arenado","ARI","Walker Buehler","SD","34","0.206","0.23","0.24","0.44","3","2","0","2","4","4","15","29.4","0.229","1"
"Yainer Diaz","HOU","Miles Mikolas","WSH","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.200","0"
"Jose Altuve","HOU","Miles Mikolas","WSH","11","0.182","0.18","0.09","0.27","1","1","0","0","1","0","3","0.0","0.250","1"
"Tyler Freeman","COL","Eric Lauer","LAD","6","0.167","0.20","0.17","0.33","0","1","0","0","1","0","2","16.7","0.167","0"
"Xander Bogaerts","SD","Brandon Pfaadt","ARI","18","0.167","0.27","0.06","0.22","2","1","0","0","1","2","4","38.9","0.211","1"
"Francisco Lindor","NYM","Reynaldo Lopez","ATL","23","0.130","0.09","0.13","0.26","2","0","0","1","1","2","6","4.3","0.222","3"
"Teoscar Hernandez","LAD","Kyle Freeland","COL","10","0.100","0.00","0.30","0.40","0","0","0","1","1","1","4","30.0","0.100","0"
"Gavin Sheets","SD","Brandon Pfaadt","ARI","11","0.091","0.00","0.27","0.36","0","0","0","1","1","1","4","27.3","0.167","1"
"Mike Yastrzemski","ATL","Freddy Peralta","NYM","11","0.091","0.11","0.09","0.18","0","1","0","0","1","0","2","18.2","0.091","0"
"Kyle Farmer","ATL","Freddy Peralta","NYM","14","0.071","0.13","0.07","0.14","0","1","0","0","1","0","2","42.9","0.071","0"
"Pavin Smith","ARI","Walker Buehler","SD","15","0.067","0.14","0.07","0.13","0","1","0","0","1","1","2","53.3","0.067","0"
"Ozzie Albies","ATL","Freddy Peralta","NYM","18","0.056","0.07","0.06","0.11","0","1","0","0","1","0","2","22.2","0.190","3"
