Matchup,STL @ NYM
Pitcher,Freddy Peralta
Pitcher Team,NYM
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.0,309,0.236,0.308,0.388,0.152,1.32,9,1.12,9.7%,28.1%,23.9%,19.2%,13.1%,9.25,62.1%,7.4%,5.9%,38.9%,25.6%,17.3%,17.7%
vsLHB,47.0,203,0.249,0.326,0.443,0.195,1.36,8,1.53,8.9%,29.1%,23.2%,20.0%,13.6%,9.00,58.6%,7.6%,7.2%,37.0%,23.9%,24.2%,17.4%
vsRHB,24.2,106,0.209,0.273,0.275,0.066,1.26,1,0.36,11.3%,26.1%,25.5%,17.9%,12.3%,9.85,68.9%,7.1%,3.1%,43.1%,29.2%,5.3%,18.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bryan Torres LHB,—,N/A,12,20,4.00,2,2,0.353,0.450,0.706,0.353,0.485,15.0%,24.1%,10.0%,10.0%,84.9,279.6,4,4,13.3%,6.7%,20.0%,33.3%,46.7%,66.4,-,31.0%,6.9%,100.0%,33.3%,40.0%,26.7%,40.0%,46.7%,26.7%,26.7%,23.8%
Jordan Walker RHB,,+420,27,20,4.60,1,1,0.300,0.300,0.550,0.250,0.366,-,31.7%,40.0%,16.0%,92.4,260.8,3,2,8.3%,-,8.3%,41.7%,25.0%,78.6,84.2%,13.2%,13.2%,92.7%,16.7%,0.0%,25.0%,41.7%,33.3%,50.0%,16.7%,47.4%
Nolan Gorman LHB,,+540,27,18,3.20,1,1,0.062,0.167,0.250,0.188,0.189,11.1%,56.8%,50.0%,30.4%,87.7,266.3,1,1,14.3%,-,-,28.6%,14.3%,74.6,44.4%,5.6%,2.8%,100.0%,85.7%,16.7%,-,14.3%,-,14.3%,85.7%,28.6%
Pedro Pages RHB,—,N/A,27,18,2.80,1,1,0.222,0.222,0.389,0.167,0.265,-,17.4%,22.2%,8.5%,81.5,243.2,1,1,7.1%,-,14.3%,28.6%,28.6%,72.3,25.0%,35.0%,15.0%,87.0%,42.9%,16.7%,14.3%,28.6%,35.7%,21.4%,42.9%,30.0%
Masyn Winn RHB,,+1040,20,17,4.80,1,1,0.214,0.353,0.429,0.214,0.347,11.8%,21.4%,17.6%,9.7%,89.8,242.5,2,1,9.1%,9.1%,18.2%,45.5%,36.4%,69.8,11.5%,23.1%,15.4%,92.9%,18.2%,50.0%,27.3%,45.5%,18.2%,36.4%,45.5%,27.8%
Jose Fermin RHB,—,N/A,14,12,3.20,1,2,0.167,0.167,0.417,0.250,0.249,-,10.5%,8.3%,5.7%,78.7,231.9,2,1,9.1%,9.1%,36.4%,18.2%,9.1%,67.1,6.2%,37.5%,6.2%,84.2%,36.4%,25.0%,-,36.4%,45.5%,36.4%,18.2%,25.0%
JJ Wetherholt LHB,,+490,20,20,4.40,0,1,0.263,0.300,0.263,-,0.255,5.0%,26.1%,25.0%,12.4%,96.0,233.6,3,1,-,-,15.4%,61.5%,23.1%,72.2,15.9%,29.5%,11.4%,95.7%,30.8%,0.0%,30.8%,30.8%,38.5%,30.8%,30.8%,25.0%
Alec Burleson LHB,,+490,21,17,4.60,0,0,0.375,0.412,0.438,0.062,0.375,5.9%,25.0%,17.6%,12.7%,95.6,247.1,3,2,-,-,15.4%,69.2%,46.2%,73.2,34.6%,38.5%,26.9%,92.9%,30.8%,0.0%,23.1%,38.5%,46.2%,30.8%,23.1%,37.5%
Ivan Herrera RHB,,+710,18,15,4.80,0,1,0.231,0.333,0.385,0.154,0.313,13.3%,25.9%,20.0%,12.3%,91.4,256.4,2,2,22.2%,-,-,44.4%,33.3%,74.2,48.0%,28.0%,12.0%,92.6%,22.2%,0.0%,22.2%,44.4%,22.2%,55.6%,22.2%,35.7%
Jimmy Crooks LHB,,+810,-,5,3.20,0,1,0.250,0.400,0.250,-,0.308,20.0%,30.8%,20.0%,16.0%,88.3,265.6,1,0,-,-,-,33.3%,33.3%,69.8,27.3%,9.1%,-,84.6%,33.3%,0.0%,33.3%,33.3%,33.3%,-,66.7%,25.0%
Lars Nootbaar LHB,,+575,3,5,4.33,0,1,0.200,0.200,0.400,0.200,0.254,-,11.1%,40.0%,4.3%,93.4,341.3,2,1,33.3%,-,-,33.3%,66.7%,75.6,44.4%,22.2%,11.1%,100.0%,66.7%,0.0%,33.3%,-,-,66.7%,33.3%,0.0%
Nelson Velazquez RHB,—,N/A,-,1,2.40,0,0,1.000,1.000,1.000,-,0.890,-,50.0%,-,14.3%,67.2,-,0,0,-,-,-,-,-,74.2,50.0%,-,-,100.0%,-,-,-,100.0%,-,-,100.0%,50.0%
