Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Bryce Eldridge,LHB,SF,Bryce Miller,R,29.9,45.6,37.7,48.8,42.5
Munetaka Murakami,LHB,CWS,Spencer Miles,R,31.5,47.9,31.5,45.5,40.7
Ty France,RHB,SD,Seth Lugo,R,41.4,37.9,35.4,32.8,36.2
Heriberto Hernandez,RHB,MIA,Logan Henderson,R,44.9,31.2,23.6,53.9,36
Spencer Torkelson,RHB,DET,Reid Detmers,L,29.7,42.8,22.8,43.1,35.6
Andrew Benintendi,LHB,CWS,Spencer Miles,R,31.7,39.1,34.5,33,35.5
Michael Conforto,LHB,CHC,Bailey Ober,R,31,35.6,8.4,68.3,35.2
Heliot Ramos,RHB,SF,Bryce Miller,R,42.3,46,17.3,38.2,35.1
Joe Mack,LHB,MIA,Logan Henderson,R,67.9,20.2,33.1,45,35
Mike Trout,RHB,LAA,Troy Melton,R,40,34.9,28.7,40,34.8
Ian Happ,SHB,CHC,Bailey Ober,R,29.8,37.8,21,48.9,34.7
Josh Bell,SHB,MIN,Colin Rea,R,33.1,30.8,30.6,42.5,33.9
Justin Foscue,RHB,TEX,Chris Sale,L,30.1,31,19.1,56.9,33.8
Junior Caminero,RHB,TB,Jake Bennett,L,20.2,32.8,25.3,50.4,33.7
Braden Shewmake,LHB,MIL,Sandy Alcantara,R,15.3,33.2,40.1,33.2,33.5
Jeff McNeil,LHB,ATH,Cade Cavalli,R,36,28.4,19.6,55.8,33.4
Christian Yelich,LHB,MIL,Sandy Alcantara,R,38.1,30.6,20.8,50,33.3
Otto Lopez,RHB,MIA,Logan Henderson,R,45.1,27.9,17.7,53.9,33.1
Ernie Clement,RHB,TOR,Anthony Kay,L,27.9,33.7,34.8,31.2,32.8
Zach Neto,RHB,LAA,Troy Melton,R,50.1,31.1,23.3,39.3,32.7
Brandon Lowe,LHB,PIT,Gavin Williams,R,32.1,42.1,16.6,37,32.2
Esmerlyn Valdez,RHB,PIT,Gavin Williams,R,25,33.8,33.9,30.2,32
Kyle Stowers,LHB,MIA,Logan Henderson,R,29.4,28.7,20.7,51.4,32
TJ Rumfield,LHB,COL,Brady Singer,R,24.1,41,8.7,50,31.9
Nathaniel Lowe,LHB,CIN,Gabriel Hughes,R,41.5,25.9,32.6,35.7,31.9
Jazz Chisholm Jr.,LHB,NYY,Roki Sasaki,R,36.5,32,16.3,45.4,31.1
Matt Olson,LHB,ATL,Cal Quantrill,R,5,41.8,21.7,37.7,31.1
Luis Campusano,RHB,SD,Seth Lugo,R,56.5,34.9,24.1,24.1,31.1
Seiya Suzuki,RHB,CHC,Bailey Ober,R,45.2,19.8,32.3,39.7,31.1
Elly De La Cruz,SHB,CIN,Gabriel Hughes,R,53.2,26.7,21.4,38.4,30.7
Liam Hicks,LHB,MIA,Logan Henderson,R,49.7,24.4,29.4,33.1,30.6
Dalton Rushing,LHB,LAD,Gerrit Cole,R,40,28,25.2,36.8,30.6
Christian Walker,RHB,HOU,Dean Kremer,R,39,27.2,24.9,38,30.4
Kody Clemens,LHB,MIN,Colin Rea,R,33.7,29.8,13,49.8,30.2
Jake Burger,RHB,TEX,Chris Sale,L,26.4,19,29.3,47.3,29.9
Henry Davis,RHB,PIT,Gavin Williams,R,28.5,28.7,21.9,39.9,29.4
Gabriel Arias,RHB,CLE,Jared Jones,R,45.3,27.9,25.3,29.7,29.3
Eric Haase,RHB,SF,Bryce Miller,R,28.2,29.5,18.4,42.3,29.2
CJ Abrams,LHB,WSH,Gage Jump,L,39.4,26.5,33.9,22.8,29.1
Andy Pages,RHB,LAD,Gerrit Cole,R,45.1,15,22.4,50.1,29
David Fry,RHB,CLE,Jared Jones,R,38.7,29.7,20.9,33.1,28.8
