Matchup,TB @ KC
Pitcher,Seth Lugo
Pitcher Team,KC
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.2,231,0.290,0.364,0.505,0.214,1.53,9,1.57,7.8%,16.5%,16.5%,15.2%,7.5%,6.62,66.5%,9.3%,10.9%,47.1%,33.9%,15.3%,15.5%
vsLHB,34.0,155,0.301,0.354,0.469,0.168,1.62,3,0.79,7.7%,16.9%,16.8%,14.5%,7.7%,6.88,64.3%,9.8%,11.1%,47.0%,34.2%,7.5%,13.7%
vsRHB,17.2,76,0.269,0.385,0.582,0.313,1.36,6,3.06,7.9%,15.4%,15.8%,16.9%,7.1%,6.11,71.1%,8.3%,10.5%,47.4%,33.3%,31.6%,19.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Junior Caminero RHB,,+220,36,30,4.40,5,6,0.393,0.400,0.929,0.536,0.550,3.3%,10.9%,13.3%,5.0%,95.6,305.2,10,5,16.0%,8.0%,32.0%,60.0%,36.0%,80.7,94.0%,30.0%,22.0%,92.6%,60.0%,36.0%,55.6%,24.0%,36.0%,52.0%,36.0%,12.0%,18.8%
Cedric Mullins LHB,,+521,22,31,4.20,2,2,0.321,0.355,0.536,0.214,0.381,3.2%,25.0%,22.6%,14.0%,86.6,246.5,5,3,9.1%,4.5%,27.3%,31.8%,40.9%,70.2,8.2%,24.6%,6.6%,95.3%,59.1%,27.3%,33.3%,31.8%,18.2%,40.9%,31.8%,27.3%,33.3%
Jonny DeLuca RHB,—,N/A,17,28,4.20,2,1,0.192,0.250,0.462,0.269,0.305,7.1%,32.7%,10.7%,15.2%,83.9,238.8,4,2,8.7%,8.7%,17.4%,26.1%,26.1%,74.4,46.8%,10.6%,8.5%,97.9%,52.2%,34.8%,25.0%,17.4%,34.8%,43.5%,26.1%,30.4%,27.6%
Jonathan Aranda LHB,,+403,38,28,4.40,1,1,0.304,0.429,0.522,0.217,0.409,17.9%,8.7%,10.7%,3.5%,90.5,255.5,5,1,-,-,10.0%,45.0%,45.0%,69.6,5.0%,40.0%,15.0%,90.9%,65.0%,20.0%,25.0%,45.0%,30.0%,20.0%,35.0%,45.0%,38.7%
Victor Mesa Jr. LHB,,+425,30,21,3.20,1,3,0.235,0.381,0.471,0.235,0.369,19.0%,25.6%,19.0%,12.7%,91.4,255.3,3,3,23.1%,7.7%,30.8%,53.8%,46.2%,74.0,41.2%,23.5%,11.8%,91.9%,53.9%,7.7%,0.0%,46.2%,15.4%,53.8%,30.8%,15.4%,50.0%
Ben Williamson RHB,—,N/A,14,20,4.00,1,1,0.111,0.200,0.278,0.167,0.214,10.0%,17.9%,15.0%,7.7%,81.4,231.3,1,1,-,-,6.7%,26.7%,20.0%,67.8,4.2%,29.2%,12.5%,92.3%,26.6%,13.3%,0.0%,13.3%,60.0%,33.3%,40.0%,26.7%,33.3%
Ryan Vilade RHB,—,N/A,29,19,3.60,1,1,0.353,0.421,0.588,0.235,0.437,5.3%,24.1%,26.3%,10.0%,90.8,202.5,2,1,8.3%,-,8.3%,50.0%,25.0%,75.2,46.2%,26.9%,23.1%,92.9%,25.0%,16.7%,50.0%,8.3%,58.3%,25.0%,50.0%,25.0%,33.3%
Chandler Simpson LHB,,+1560,11,28,4.40,0,0,0.375,0.464,0.500,0.125,0.420,14.3%,7.9%,3.6%,3.1%,83.3,251.2,1,0,-,-,4.3%,13.0%,13.0%,66.0,3.0%,48.5%,3.0%,89.2%,21.7%,8.7%,0.0%,13.0%,69.6%,30.4%,34.8%,34.8%,24.1%
Richie Palacios LHB,,+850,19,26,3.60,0,2,0.217,0.308,0.261,0.043,0.261,11.5%,15.2%,3.8%,7.3%,79.8,245.3,5,1,4.8%,4.8%,9.5%,23.8%,33.3%,68.9,2.3%,20.9%,9.3%,93.5%,38.1%,14.3%,0.0%,23.8%,38.1%,28.6%,42.9%,28.6%,32.1%
Yandy Diaz RHB,,+510,21,25,4.00,0,1,0.421,0.520,0.474,0.053,0.433,16.0%,13.6%,20.0%,5.0%,91.9,267.7,2,1,6.7%,-,6.7%,66.7%,26.7%,74.1,41.9%,23.3%,18.6%,97.7%,40.0%,6.7%,0.0%,33.3%,60.0%,33.3%,33.3%,33.3%,20.0%
Taylor Walls SHB,,+930,19,24,3.60,0,2,0.263,0.417,0.316,0.053,0.336,20.8%,16.1%,8.3%,5.6%,84.7,303.9,5,3,11.8%,-,11.8%,41.2%,41.2%,69.5,3.7%,48.1%,7.4%,93.1%,52.9%,35.3%,0.0%,17.6%,29.4%,47.1%,41.2%,11.8%,23.8%
Hunter Feduccia LHB,,+800,22,23,3.00,0,2,0.190,0.261,0.286,0.095,0.244,8.7%,21.4%,30.4%,9.4%,93.7,324.2,6,4,28.6%,-,14.3%,57.1%,57.1%,72.2,21.1%,26.3%,15.8%,90.5%,78.6%,35.7%,0.0%,42.9%,21.4%,28.6%,50.0%,21.4%,29.4%
Nick Fortes RHB,—,N/A,20,20,3.20,0,0,0.300,0.300,0.300,-,0.267,-,18.8%,15.0%,10.7%,82.0,219.6,0,0,-,-,17.6%,17.6%,17.6%,71.2,16.0%,24.0%,8.0%,83.3%,29.4%,11.8%,0.0%,17.6%,52.9%,58.8%,11.8%,29.4%,52.6%
