Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Francisco Alvarez","NYM","Hunter Dobbins","STL","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Kyle Tucker","LAD","Mitch Keller","PIT","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","1"
"Otto Lopez","MIA","Merrill Kelly","ARI","7","0.714","1.00","0.43","1.14","2","3","0","0","3","2","8","28.6","0.714","0"
"Adley Rutschman","BAL","Bryan Woo","SEA","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"Kerry Carpenter","DET","Zebby Matthews","MIN","5","0.600","0.50","0.80","1.40","1","1","0","1","2","2","7","0.0","0.667","1"
"Colt Keith","DET","Zebby Matthews","MIN","4","0.500","0.67","0.50","1.00","0","2","0","0","2","0","4","25.0","0.667","2"
"Christopher Morel","MIA","Merrill Kelly","ARI","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Byron Buxton","MIN","Keider Montero","DET","6","0.500","0.50","0.83","1.33","0","2","0","1","3","2","8","16.7","0.500","0"
"Freddie Freeman","LAD","Mitch Keller","PIT","18","0.500","0.53","0.22","0.72","7","1","0","1","2","4","13","11.1","0.550","2"
"Luke Raley","SEA","Kyle Bradish","BAL","9","0.444","0.50","0.33","0.78","3","0","0","1","1","1","7","22.2","0.444","0"
"Josh Jung","TEX","Michael Wacha","KC","5","0.400","0.40","0.20","0.60","1","1","0","0","1","2","3","0.0","0.400","0"
"Kyle Stowers","MIA","Merrill Kelly","ARI","5","0.400","0.33","0.80","1.20","0","1","0","1","2","2","6","20.0","0.400","0"
"Willi Castro","COL","Edward Cabrera","CHC","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Corey Seager","TEX","Michael Wacha","KC","23","0.391","0.50","0.09","0.48","7","2","0","0","2","2","11","21.7","0.417","1"
"Evan Carter","TEX","Michael Wacha","KC","8","0.375","0.43","0.25","0.63","2","0","1","0","1","3","5","12.5","0.375","0"
"Shohei Ohtani","LAD","Mitch Keller","PIT","11","0.364","0.40","0.82","1.18","0","1","1","2","4","3","13","36.4","0.417","1"
"Jakob Marsee","MIA","Merrill Kelly","ARI","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Gunnar Henderson","BAL","Bryan Woo","SEA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Andy Pages","LAD","Mitch Keller","PIT","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.500","1"
"Ezequiel Duran","TEX","Michael Wacha","KC","3","0.333","0.33","0.67","1.00","0","0","1","0","1","2","3","0.0","0.333","0"
"Matt Vierling","DET","Zebby Matthews","MIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Miguel Rojas","LAD","Mitch Keller","PIT","10","0.300","0.38","0.10","0.40","2","1","0","0","1","2","4","20.0","0.273","0"
"Randal Grichuk","CWS","Martin Perez","ATL","24","0.292","0.35","0.08","0.38","5","2","0","0","2","2","9","20.8","0.280","0"
"Jake Burger","TEX","Michael Wacha","KC","7","0.286","0.40","0.14","0.43","1","1","0","0","1","0","3","28.6","0.444","2"
"Joc Pederson","TEX","Michael Wacha","KC","27","0.259","0.26","0.37","0.63","2","2","1","2","5","3","17","22.2","0.375","5"
"Julio Rodriguez","SEA","Kyle Bradish","BAL","8","0.250","0.33","0.13","0.38","1","1","0","0","1","2","3","25.0","0.333","1"
"Kyle Higashioka","TEX","Michael Wacha","KC","8","0.250","0.40","0.13","0.38","1","1","0","0","1","2","3","50.0","0.222","0"
"Nicky Lopez","TEX","Michael Wacha","KC","13","0.231","0.25","0.15","0.38","2","0","1","0","1","0","5","7.7","0.353","3"
"Randy Arozarena","SEA","Kyle Bradish","BAL","18","0.222","0.20","0.44","0.67","1","0","1","2","3","5","12","33.3","0.263","1"
"Leody Taveras","BAL","Bryan Woo","SEA","11","0.182","0.17","0.27","0.45","1","0","0","1","1","2","5","36.4","0.250","1"
"Trevor Larnach","MIN","Keider Montero","DET","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","33.3","0.167","0"
"Max Muncy","LAD","Mitch Keller","PIT","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","66.7","0.286","1"
"Brandon Nimmo","TEX","Michael Wacha","KC","7","0.143","0.20","0.14","0.29","0","1","0","0","1","1","2","28.6","0.333","2"
"Elias Diaz","TEX","Michael Wacha","KC","14","0.143","0.18","0.07","0.21","1","1","0","0","1","0","3","21.4","0.143","0"
"Mookie Betts","LAD","Mitch Keller","PIT","10","0.100","0.00","0.30","0.40","0","0","0","1","1","1","4","30.0","0.357","4"
