Matchup,BAL @ LAD
Pitcher,Roki Sasaki
Pitcher Team,LAD
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.1,270,0.244,0.329,0.438,0.194,1.33,11,1.59,8.9%,28.9%,23.7%,19.8%,14.5%,9.24,59.6%,7.4%,10.7%,43.8%,26.4%,21.3%,11.8%
vsLHB,34.2,152,0.246,0.329,0.418,0.172,1.47,6,1.56,11.8%,29.9%,23.7%,18.9%,15.0%,9.35,50.7%,7.2%,9.2%,41.8%,28.6%,21.4%,11.2%
vsRHB,27.2,118,0.241,0.329,0.463,0.222,1.16,5,1.63,5.1%,27.4%,23.7%,21.1%,13.8%,9.11,71.2%,7.7%,12.5%,46.2%,23.8%,21.1%,12.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colton Cowser LHB,,+680,26,23,3.00,2,3,0.211,0.348,0.526,0.316,0.373,17.4%,30.8%,34.8%,14.3%,92.5,289.0,4,4,27.3%,9.1%,18.2%,54.5%,27.3%,75.8,60.0%,17.1%,17.1%,89.7%,36.4%,50.0%,18.2%,18.2%,27.3%,36.4%,36.4%,27.3%
Jackson Holliday LHB,,+810,33,21,3.20,2,3,0.263,0.286,0.632,0.368,0.376,4.8%,31.6%,23.8%,16.9%,90.3,300.8,7,4,28.6%,7.1%,7.1%,42.9%,50.0%,70.1,2.9%,28.6%,8.6%,92.1%,50.0%,14.3%,14.3%,28.6%,21.4%,50.0%,28.6%,57.1%
Gunnar Henderson LHB,,+489,21,26,4.20,1,2,0.100,0.308,0.250,0.150,0.268,19.2%,34.8%,26.9%,15.1%,90.9,285.9,6,3,7.7%,7.7%,38.5%,46.2%,46.2%,75.0,54.5%,18.2%,4.5%,95.7%,46.2%,16.7%,30.8%,15.4%,53.8%,23.1%,23.1%,28.0%
Coby Mayo RHB,—,N/A,28,24,3.00,1,1,0.167,0.167,0.333,0.167,0.215,-,45.3%,54.2%,26.4%,92.9,268.0,1,1,9.1%,9.1%,18.2%,72.7%,18.2%,75.6,52.3%,15.9%,11.4%,88.0%,18.2%,50.0%,18.2%,54.5%,54.5%,27.3%,18.2%,47.4%
Adley Rutschman SHB,,+570,24,22,4.00,1,1,0.250,0.318,0.550,0.300,0.368,9.1%,15.9%,22.7%,7.1%,86.6,290.8,5,1,6.7%,-,6.7%,33.3%,40.0%,71.0,23.7%,28.9%,10.5%,86.4%,26.7%,25.0%,33.3%,40.0%,20.0%,53.3%,26.7%,26.9%
Pete Alonso RHB,,+310,15,21,4.20,1,1,0.235,0.381,0.412,0.176,0.354,14.3%,33.3%,38.1%,15.2%,91.1,321.0,2,1,11.1%,-,-,44.4%,44.4%,75.6,62.5%,15.6%,9.4%,91.4%,22.2%,50.0%,22.2%,55.6%,44.4%,44.4%,11.1%,25.0%
Jeremiah Jackson RHB,—,N/A,12,14,2.00,1,2,0.308,0.357,0.615,0.308,0.414,7.1%,24.1%,7.1%,14.9%,93.4,294.6,5,2,8.3%,-,-,50.0%,33.3%,73.4,26.9%,30.8%,23.1%,89.7%,16.7%,50.0%,33.3%,41.7%,25.0%,50.0%,25.0%,53.8%
Samuel Basallo LHB,,+451,23,23,4.00,0,0,0.136,0.174,0.136,-,0.144,4.3%,41.3%,30.4%,23.2%,88.0,247.6,1,0,6.7%,-,13.3%,26.7%,33.3%,74.9,46.2%,20.5%,7.7%,84.8%,33.3%,0.0%,13.3%,46.7%,46.7%,20.0%,33.3%,52.4%
Taylor Ward RHB,,+537,16,22,4.60,0,1,0.278,0.409,0.333,0.056,0.338,18.2%,8.8%,-,3.7%,88.3,265.0,4,2,5.6%,5.6%,11.1%,33.3%,33.3%,67.0,-,37.9%,3.4%,87.9%,22.2%,0.0%,33.3%,33.3%,22.2%,55.6%,22.2%,46.2%
Leody Taveras SHB,,+840,14,21,3.80,0,2,0.211,0.238,0.316,0.105,0.235,4.8%,15.4%,19.0%,8.1%,85.6,299.3,9,3,12.5%,-,12.5%,50.0%,37.5%,73.2,37.1%,28.6%,8.6%,92.1%,43.8%,0.0%,18.8%,12.5%,18.8%,56.2%,25.0%,36.4%
Tyler O'Neill RHB,,+263,19,11,4.20,0,1,0.200,0.273,0.200,-,0.221,9.1%,28.0%,18.2%,14.0%,87.4,218.4,2,1,-,-,37.5%,50.0%,37.5%,71.8,12.0%,16.0%,8.0%,100.0%,37.5%,0.0%,25.0%,12.5%,37.5%,62.5%,-,29.4%
Blaze Alexander RHB,,+890,13,11,3.60,0,0,0.333,0.455,0.667,0.333,0.471,9.1%,29.4%,27.3%,17.5%,96.5,286.3,3,2,33.3%,-,33.3%,66.7%,83.3%,71.8,9.7%,19.4%,6.5%,91.2%,33.3%,0.0%,66.7%,-,33.3%,33.3%,33.3%,30.8%
Sam Huff RHB,—,N/A,5,9,2.80,0,2,0.111,0.111,0.222,0.111,0.141,-,31.6%,44.4%,20.0%,97.8,307.0,4,2,20.0%,20.0%,60.0%,60.0%,40.0%,74.0,35.3%,23.5%,17.6%,89.5%,60.0%,0.0%,20.0%,-,60.0%,40.0%,-,71.4%
