Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Geraldo Perdomo","ARI","Janson Junk","MIA","1","1.000","1.00","0.00","1.00","1","0","0","0","0","0","1","0.0","1.000","1"
"Christian Yelich","MIL","Lake Bachar","PIT","1","1.000","1.00","0.00","1.00","1","0","0","0","0","0","1","0.0","1.000","0"
"Cole Young","SEA","Ryan Johnson","LAA","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Victor Scott II","STL","Blade Tidwell","SF","2","1.000","1.00","0.00","1.00","2","0","0","0","0","0","2","0.0","1.000","0"
"Drake Baldwin","ATL","Kevin Gausman","CHC","2","1.000","1.00","0.00","1.00","2","0","0","0","0","0","2","0.0","1.000","0"
"Christian Koss","SF","Andre Pallante","STL","2","1.000","1.00","0.00","1.00","2","0","0","0","0","0","2","0.0","1.000","1"
"Xavier Edwards","MIA","Michael Soroka","ARI","2","1.000","1.00","0.00","1.00","2","0","0","0","0","0","2","0.0","1.000","0"
"Kyle Tucker","LAD","Rhett Lowder","CIN","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Liam Hicks","TB","Jack Perkins","ATH","5","0.800","1.00","0.80","1.60","2","1","0","1","2","3","8","20.0","0.833","1"
"Austin Hays","SD","Kyle Freeland","COL","5","0.800","0.75","1.00","1.80","1","2","0","1","3","1","9","0.0","0.833","1"
"Konnor Griffin","PIT","Jacob Misiorowski","MIL","3","0.667","1.00","0.00","0.67","2","0","0","0","0","1","2","33.3","0.667","0"
"Junior Caminero","TB","Jack Perkins","ATH","3","0.667","0.67","0.00","0.67","2","0","0","0","0","1","2","0.0","0.667","0"
"Nick Loftin","KC","Hunter Brown","HOU","3","0.667","0.67","0.00","0.67","2","0","0","0","0","2","2","0.0","0.667","0"
"Jonny DeLuca","TB","Jack Perkins","ATH","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Esteury Ruiz","MIA","Michael Soroka","ARI","3","0.667","0.67","0.00","0.67","2","0","0","0","0","1","2","0.0","0.667","0"
"Cedric Mullins","TB","Jack Perkins","ATH","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Elias Diaz","TEX","Patrick Sandoval","BOS","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
