Matchup,BOS @ COL
Pitcher,Ryan Feltner
Pitcher Team,COL
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,41.0,173,0.237,0.326,0.449,0.212,1.29,7,1.54,9.2%,24.7%,19.1%,19.3%,11.7%,7.24,57.5%,9.2%,10.6%,44.7%,27.6%,20.6%,17.9%
vsLHB,20.0,80,0.192,0.274,0.370,0.178,1.00,3,1.35,7.5%,29.1%,23.8%,25.3%,13.9%,8.55,58.0%,11.1%,9.3%,44.4%,25.9%,21.4%,13.0%
vsRHB,20.2,93,0.277,0.371,0.518,0.241,1.60,4,1.74,10.8%,21.0%,15.1%,14.6%,9.9%,6.10,57.0%,7.6%,11.6%,44.9%,29.0%,20.0%,21.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Caleb Durbin RHB,,+870,13,30,3.60,3,3,0.286,0.300,0.643,0.357,0.393,3.3%,12.2%,6.7%,6.5%,82.8,276.6,9,6,3.7%,3.7%,29.6%,25.9%,40.7%,69.7,10.9%,28.3%,8.7%,93.9%,22.2%,50.0%,29.6%,25.9%,44.4%,40.7%,14.8%,44.0%
Willson Contreras RHB,,+320,26,30,4.20,2,2,0.240,0.367,0.520,0.280,0.387,6.7%,37.9%,33.3%,20.7%,89.1,276.6,3,2,-,-,13.3%,53.3%,20.0%,76.9,71.2%,15.3%,6.8%,90.8%,26.7%,50.0%,13.3%,60.0%,46.7%,40.0%,13.3%,46.9%
Ceddanne Rafaela RHB,,+493,22,32,4.40,1,2,0.281,0.281,0.531,0.250,0.348,-,24.0%,18.8%,14.6%,82.1,264.3,8,3,-,-,15.4%,42.3%,42.3%,70.4,18.0%,24.6%,8.2%,81.3%,23.1%,16.7%,30.8%,30.8%,38.5%,23.1%,38.5%,42.9%
Wilyer Abreu LHB,,+333,21,25,4.40,1,1,0.238,0.320,0.476,0.238,0.335,12.0%,31.5%,20.0%,17.0%,91.2,264.8,7,2,5.9%,-,11.8%,35.3%,35.3%,73.5,26.5%,20.4%,6.1%,90.7%,47.1%,12.5%,29.4%,11.8%,17.6%,47.1%,35.3%,32.0%
Jarren Duran LHB,,+425,37,22,4.00,1,1,0.143,0.182,0.286,0.143,0.206,4.5%,41.1%,40.9%,24.0%,86.4,245.5,2,1,8.3%,8.3%,8.3%,33.3%,16.7%,75.2,50.0%,8.0%,6.0%,90.9%,16.7%,50.0%,16.7%,58.3%,41.7%,50.0%,8.3%,34.6%
Nate Eaton RHB,—,N/A,1,9,2.50,1,1,0.143,0.333,0.571,0.429,0.378,22.2%,35.7%,33.3%,11.9%,94.3,268.7,1,1,25.0%,25.0%,25.0%,50.0%,25.0%,72.7,33.3%,25.0%,8.3%,85.7%,25.0%,100.0%,-,50.0%,25.0%,25.0%,50.0%,12.5%
Connor Wong RHB,—,N/A,22,26,3.00,0,1,0.238,0.385,0.333,0.095,0.328,15.4%,29.2%,30.8%,13.5%,86.8,250.6,3,1,7.7%,7.7%,38.5%,38.5%,38.5%,71.6,20.5%,20.5%,6.8%,93.6%,23.1%,0.0%,38.5%,30.8%,69.2%,15.4%,15.4%,22.7%
Carlos Narvaez RHB,,+520,9,24,3.40,0,0,0.100,0.208,0.100,-,0.155,12.5%,40.0%,45.8%,21.1%,89.5,310.2,4,2,-,-,20.0%,60.0%,50.0%,71.2,16.7%,16.7%,9.5%,84.0%,10.0%,0.0%,50.0%,40.0%,50.0%,20.0%,30.0%,39.1%
Mickey Gasper SHB,,+650,11,22,3.60,0,2,0.222,0.364,0.333,0.111,0.314,18.2%,10.7%,4.5%,3.7%,87.2,256.6,4,1,5.9%,-,23.5%,29.4%,23.5%,72.7,29.6%,40.7%,7.4%,96.4%,29.4%,0.0%,11.8%,47.1%,64.7%,17.6%,17.6%,21.4%
Marcelo Mayer LHB,,+710,20,21,3.60,0,0,0.222,0.333,0.333,0.111,0.298,14.3%,34.1%,33.3%,14.7%,86.7,228.4,1,1,-,-,18.2%,36.4%,9.1%,73.5,17.6%,14.7%,5.9%,82.9%,18.2%,0.0%,9.1%,54.5%,36.4%,36.4%,27.3%,22.7%
