HR Split,Overall
Dates,="9/3/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,2:10 PM,Luis Castillo,@,1.49,0.50,1.24,2.12,9.5%,22.8%,44.6%,30.5%,7.3%,1429
2,9:40 PM,Kade Anderson,vs,0.81,-,-0.08,1.86,7.1%,16.7%,32.1%,42.9%,10.2%,82
3,9:40 PM,Jack Perkins,@,0.68,0.59,0.02,1.56,9.7%,16.5%,35.5%,36.0%,7.6%,695
4,7:15 PM,Logan Henderson,@,0.62,0.45,-0.01,1.44,9.3%,15.0%,40.0%,33.2%,9.0%,501
5,7:15 PM,Brandon Young,vs,0.58,-0.32,1.05,1.70,7.8%,23.4%,37.1%,22.7%,6.5%,925
6,1:10 PM,Tanner Bibee,vs,0.56,0.72,-0.75,1.60,7.5%,18.2%,40.1%,30.6%,7.3%,1575
7,12:35 PM,Blade Tidwell,@,0.52,0.68,-0.49,1.49,9.6%,20.0%,35.3%,26.4%,7.1%,339
8,7:40 PM,Michael Wacha,vs,0.18,-0.74,1.84,1.35,7.7%,12.9%,35.3%,33.0%,9.2%,1524
9,7:15 PM,Kevin Gausman,vs,0.11,-0.18,0.30,1.35,6.4%,18.9%,37.9%,26.3%,7.2%,1662
10,12:35 PM,Lake Bachar,vs,-0.20,-0.42,0.64,1.27,5.7%,15.3%,31.2%,36.1%,6.4%,641
11,8:05 PM,Cal Quantrill,vs,-0.20,-0.39,0.17,1.03,7.6%,13.9%,38.8%,25.8%,6.8%,975
12,2:10 PM,Hunter Brown,vs,-0.23,0.24,-0.94,1.14,5.9%,21.9%,36.0%,21.8%,5.5%,1186
13,8:05 PM,Shane McClanahan,@,-0.30,0.14,-0.33,0.76,8.4%,12.0%,41.5%,25.5%,7.7%,553
14,1:10 PM,Jose Soriano,@,-0.48,-0.35,-0.27,0.73,7.4%,14.1%,42.7%,20.1%,6.3%,1472
15,10:10 PM,Tarik Skubal,vs,-0.60,-0.11,-0.42,0.73,7.8%,8.8%,35.3%,27.8%,8.1%,1439
16,7:15 PM,Jake Bennett,@,-0.64,-1.34,0.07,0.66,7.6%,9.2%,37.5%,27.2%,7.6%,490
17,7:40 PM,Sandy Alcantara,@,-1.11,-0.54,-1.01,0.64,4.6%,8.5%,34.7%,24.7%,7.7%,1661
18,10:10 PM,Quinn Mathews,@,-1.78,-1.48,-1.04,0.46,1.7%,6.7%,33.3%,25.0%,4.8%,178
