HR Split,Overall
Dates,="7/7/2026"
Games,16

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:10 PM,Seth Lugo,@,1.27,0.62,1.34,2.05,10.0%,19.2%,45.3%,34.7%,9.1%,1125
2,7:45 PM,Hunter Dobbins,vs,1.07,0.55,0.88,1.46,13.7%,33.8%,51.5%,17.4%,7.5%,402
3,6:45 PM,Tatsuya Imai,@,0.84,0.96,-0.15,1.46,12.0%,25.2%,44.8%,26.2%,9.5%,304
4,7:40 PM,Taj Bradley,vs,0.81,1.48,-0.53,1.52,10.6%,17.4%,47.5%,35.6%,8.6%,1102
5,7:40 PM,Noah Schultz,vs,0.74,-1.04,1.06,1.41,14.5%,19.6%,41.4%,27.3%,7.4%,287
6,7:45 PM,Robert Gasser,@,0.74,0.46,0.28,2.03,8.1%,22.4%,29.4%,30.1%,8.2%,313
7,6:40 PM,Tarik Skubal,vs,0.73,0.79,0.40,1.70,9.4%,28.4%,38.3%,24.3%,8.1%,1189
8,9:40 PM,Zac Gallen,@,0.68,0.04,1.07,1.76,10.8%,16.2%,42.8%,28.3%,5.2%,1354
9,9:45 PM,Patrick Corbin,@,0.57,-0.45,0.74,1.78,7.9%,22.4%,42.0%,26.3%,5.6%,1087
10,7:10 PM,Andrew Abbott,vs,0.44,-0.48,0.56,1.67,7.7%,21.3%,39.7%,27.7%,6.6%,1213
11,7:40 PM,Payton Tolle,@,0.41,0.50,0.27,1.55,8.7%,19.6%,36.0%,28.5%,9.7%,498
12,8:05 PM,Jose Soriano,@,0.20,0.89,-1.17,1.38,8.4%,31.3%,39.6%,17.9%,5.1%,1255
13,6:40 PM,Max Meyer,vs,0.13,-0.14,0.42,1.31,8.6%,22.0%,40.4%,23.9%,6.9%,836
14,6:40 PM,Paul Skenes,vs,0.07,0.19,-0.12,1.25,9.4%,16.9%,42.7%,26.9%,5.4%,1244
15,6:40 PM,Ian Seymour,vs,0.02,1.59,-1.03,1.28,7.3%,17.5%,35.4%,31.8%,9.0%,568
16,6:35 PM,Matthew Boyd,@,-0.00,-1.15,0.44,1.07,9.4%,17.7%,48.8%,22.1%,6.8%,1016
17,7:40 PM,Joey Cantillo,@,-0.07,0.15,-0.14,1.21,8.8%,15.8%,34.3%,32.0%,6.6%,912
18,10:10 PM,Justin Wrobleski,vs,-0.10,0.47,-0.08,0.94,8.2%,12.3%,48.1%,29.2%,10.3%,792
19,8:05 PM,Jacob deGrom,vs,-0.20,-0.17,0.06,1.21,6.0%,19.5%,39.4%,26.5%,6.8%,1170
20,10:10 PM,Michael Lorenzen,@,-0.22,0.10,-0.15,1.10,6.9%,12.4%,44.6%,29.8%,7.2%,1133
21,6:40 PM,Will Warren,@,-0.23,-0.22,0.05,1.09,8.3%,18.4%,38.2%,21.6%,8.1%,1235
22,6:40 PM,Bryan Woo,@,-0.40,0.07,-0.56,0.92,7.3%,11.6%,42.6%,29.2%,8.0%,1270
23,6:40 PM,Hurston Waldrep,@,-0.56,-1.39,0.77,1.08,4.6%,28.7%,34.5%,15.2%,6.1%,297
24,6:40 PM,J.T. Ginn,@,-0.60,-0.26,-0.45,1.05,6.9%,13.2%,35.9%,23.6%,5.7%,916
25,7:10 PM,Zack Wheeler,@,-0.66,-0.11,-0.93,1.01,5.5%,19.4%,34.5%,22.9%,5.2%,1012
26,6:35 PM,Shane Baz,vs,-0.68,-0.18,-0.57,0.81,7.4%,10.6%,39.7%,27.0%,6.5%,1274
27,2:15 PM,Matt Svanson,vs,-0.79,-0.86,0.21,0.70,7.1%,7.9%,39.8%,26.9%,8.7%,436
28,2:15 PM,Jacob Misiorowski,@,-1.01,-1.12,0.03,0.76,3.7%,17.4%,33.7%,23.3%,7.5%,839
29,9:45 PM,Trevor McDonald,vs,-1.36,-0.37,-1.53,0.52,4.3%,10.7%,38.4%,19.7%,6.7%,410
30,6:45 PM,Andrew Alvarez,vs,-1.82,-0.90,-1.15,0.24,3.5%,6.7%,43.2%,12.8%,6.7%,364
31,9:40 PM,Jhony Brito,vs,-,-,-,-,-,-,-,-,-,0
