Matchup,NYM @ ATL
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.2,199,0.250,0.347,0.459,0.209,1.48,9,1.81,11.6%,26.7%,22.1%,20.2%,12.7%,8.87,57.0%,6.6%,10.8%,46.2%,25.4%,21.2%,23.1%
vsLHB,27.0,122,0.250,0.350,0.452,0.202,1.56,5,1.67,13.1%,27.5%,23.8%,21.6%,13.2%,9.67,57.7%,6.9%,13.2%,47.4%,28.9%,22.7%,23.7%
vsRHB,17.2,77,0.250,0.343,0.471,0.221,1.36,4,2.04,9.1%,25.4%,19.5%,17.9%,12.0%,7.64,55.8%,6.2%,7.4%,44.4%,20.4%,18.2%,22.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Francisco Alvarez RHB,,+394,21,22,4.00,3,3,0.286,0.318,0.810,0.524,0.472,4.5%,39.0%,36.4%,19.8%,97.1,327.9,5,5,38.5%,-,-,69.2%,53.8%,74.0,39.5%,26.3%,21.1%,92.7%,76.9%,53.8%,42.9%,23.1%,23.1%,15.4%,61.5%,23.1%,33.3%
Francisco Lindor SHB,,+514,33,19,4.00,2,2,0.235,0.316,0.706,0.471,0.421,10.5%,19.4%,15.8%,7.4%,98.6,298.9,6,4,14.3%,14.3%,35.7%,78.6%,42.9%,72.5,25.0%,46.4%,21.4%,90.3%,78.6%,50.0%,28.6%,28.6%,21.4%,57.1%,28.6%,14.3%,18.2%
Ronny Mauricio SHB,—,N/A,12,17,2.60,1,1,0.118,0.118,0.294,0.176,0.176,-,22.5%,41.2%,15.3%,88.9,222.6,1,1,10.0%,-,10.0%,40.0%,20.0%,74.9,51.5%,9.1%,9.1%,84.6%,30.0%,10.0%,0.0%,20.0%,50.0%,30.0%,70.0%,-,64.3%
Jared Young LHB,,+518,31,13,3.40,1,1,0.250,0.308,0.500,0.250,0.348,7.7%,28.0%,7.7%,13.2%,93.3,300.2,4,1,9.1%,9.1%,18.2%,54.5%,9.1%,73.2,37.5%,33.3%,16.7%,96.0%,36.4%,36.4%,25.0%,-,45.5%,36.4%,45.5%,18.2%,31.2%
Bo Bichette RHB,,+610,13,20,4.00,0,0,0.188,0.350,0.250,0.062,0.286,15.0%,29.0%,25.0%,14.5%,93.8,267.1,2,1,-,-,9.1%,63.6%,45.5%,70.3,25.0%,32.1%,21.4%,90.3%,54.6%,9.1%,0.0%,45.5%,45.5%,27.3%,45.5%,27.3%,41.7%
Luis Torrens RHB,,+536,11,19,3.00,0,0,0.125,0.263,0.125,-,0.200,10.5%,18.4%,21.1%,9.2%,83.0,222.4,1,1,-,-,8.3%,25.0%,33.3%,69.8,11.4%,14.3%,8.6%,94.6%,41.7%,-,-,41.7%,41.7%,16.7%,58.3%,25.0%,19.0%
Tyrone Taylor RHB,,+1020,25,17,2.60,0,0,0.125,0.176,0.188,0.062,0.165,5.9%,20.8%,5.9%,10.4%,80.5,243.7,4,1,-,-,20.0%,20.0%,26.7%,70.4,4.5%,27.3%,9.1%,91.7%,46.6%,33.3%,0.0%,13.3%,46.7%,60.0%,26.7%,13.3%,6.7%
Carson Benge LHB,,+750,34,16,4.60,0,1,0.333,0.375,0.400,0.067,0.342,6.2%,14.8%,25.0%,6.3%,88.8,225.8,1,0,-,-,18.2%,45.5%,36.4%,70.8,34.8%,30.4%,13.0%,85.2%,54.6%,27.3%,0.0%,27.3%,36.4%,36.4%,45.5%,18.2%,23.5%
Brett Baty LHB,,+850,16,14,3.60,0,1,0.100,0.286,0.200,0.100,0.230,21.4%,20.0%,14.3%,9.4%,93.4,309.0,3,1,33.3%,22.2%,22.2%,55.6%,55.6%,76.1,56.0%,24.0%,12.0%,100.0%,66.6%,44.4%,0.0%,22.2%,33.3%,55.6%,22.2%,22.2%,44.4%
Juan Soto LHB,,+357,33,13,4.20,0,1,0.154,0.154,0.308,0.154,0.195,-,10.5%,15.4%,3.6%,95.1,301.2,4,2,18.2%,-,9.1%,72.7%,45.5%,71.4,21.1%,47.4%,36.8%,100.0%,72.8%,36.4%,0.0%,36.4%,27.3%,27.3%,63.6%,9.1%,23.1%
