Matchup,DET @ PIT
Pitcher,Carmen Mlodzinski
Pitcher Team,PIT
Opposing Team,DET

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,11.1,1.41,="14-48",.292,.438,0.146,1,2,1,4,13.7,2,.333,.771
Batting Second,12.0,1.33,="9-44",.205,.341,0.136,1,3,0,5,19.6,7,.314,.655
Batting Third,12.1,1.30,="10-44",.227,.386,0.159,1,4,0,2,18.0,6,.320,.706
Batting Fourth,9.1,2.14,="17-45",.378,.533,0.155,2,1,0,6,10.4,3,.417,.950
Batting Fifth,10.1,1.74,="13-42",.310,.357,0.047,0,2,0,5,16.7,5,.396,.753
Batting Sixth,10.0,1.60,="12-42",.286,.452,0.166,1,4,0,5,19.1,4,.348,.800
Batting Seventh,10.2,1.50,="14-43",.326,.512,0.186,2,2,0,13,26.1,2,.348,.860
Batting Eighth,12.1,0.65,="7-45",.156,.244,0.088,0,4,0,1,26.1,1,.174,.418
Batting Ninth,11.1,1.24,="9-40",.225,.275,0.050,0,2,0,4,13.0,5,.304,.579

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Kevin McGonigle LHB,Batting First ​,="86-273",.315,.498,0.183,11,15,1,32,13.1,45,.413,.911
Gleyber Torres RHB,Batting Second ​,="39-140",.279,.400,0.121,5,2,0,19,18.0,28,.401,.801
Dillon Dingler RHB,Batting Second ​,="37-140",.264,.429,0.165,5,8,0,16,23.8,5,.305,.734
Colt Keith LHB,Batting Third ​,="33-119",.277,.361,0.084,0,8,1,7,21.4,6,.310,.671
Spencer Torkelson RHB,Batting Fifth ​,="33-143",.231,.441,0.210,7,9,0,24,31.3,16,.315,.756
Eduardo Valencia RHB,Batting Sixth ​,="5-18",.278,.611,0.333,2,0,0,3,26.3,0,.316,.927
Zach McKinstry LHB,Batting Seventh ​,="20-98",.204,.306,0.102,2,4,0,11,16.2,6,.250,.556
Max Clark LHB,Batting Seventh ​,="13-50",.260,.400,0.140,1,2,1,7,25.5,4,.327,.727
Brett Callahan LHB,Batting Seventh ​,="1-2",.500,1.500,1.000,0,0,1,2,50.0,0,.500,2.000
Ben Malgeri RHB,Batting Eighth ​,="8-25",.320,.640,0.320,2,2,0,6,10.0,5,.433,1.073
Hao-Yu Lee RHB,Batting Eighth ​,="16-64",.250,.438,0.188,2,4,1,8,27.9,3,.284,.722
Javier Baez RHB,Batting Ninth ​,="20-72",.278,.403,0.125,2,3,0,8,22.4,2,.303,.706
Corey Julks RHB,Batting Ninth ​,="1-4",.250,.500,0.250,0,1,0,0,25.0,0,.250,.750
