Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Derek Hill,RHB,PHI,Tyler Phillips,R,35.3,50.6,56.8,62.8,54
Yainer Diaz,RHB,HOU,Walbert Urena,R,33.5,39.7,45.8,45.3,42.3
Kyle Schwarber,LHB,PHI,Tyler Phillips,R,34.5,31.8,29.2,57.8,37.8
Nathaniel Lowe,LHB,CIN,Slade Cecconi,R,29.1,30.5,35.7,50.1,36.8
Yordan Alvarez,LHB,HOU,Walbert Urena,R,34.2,44.1,27.3,38.7,36.7
Henry Bolte,RHB,ATH,Payton Tolle,L,43.9,23.6,23.6,66.8,36.4
Bryce Eldridge,LHB,SF,Brandon Sproat,R,26.8,43.3,25.5,41.1,35.8
Brandon Valenzuela,SHB,TOR,Andrew Alvarez,L,24.9,46.2,37.9,22.6,35.7
Jordan Walker,RHB,STL,David Peterson,L,44,40.7,14.6,49.3,35.3
Nick Kurtz,LHB,ATH,Payton Tolle,L,57,35.7,30.5,30.2,34.9
Josh Smith,LHB,TEX,George Kirby,R,25.9,39.3,10.4,57.2,33.8
Joc Pederson,LHB,TEX,George Kirby,R,36.8,36.9,42,17.9,33.7
Mauricio Dubon,RHB,ATL,Zach Thornton,L,37.6,32,40.1,26.6,33.6
Luke Raley,LHB,SEA,Kumar Rocker,R,33.3,27.7,27,49,33.4
Ben Rice,LHB,NYY,Noah Schultz,L,39.7,26.3,27.5,44.1,32.4
Drake Baldwin,LHB,ATL,Zach Thornton,L,41.7,32.9,33.3,26.4,32.3
Ivan Herrera,RHB,STL,David Peterson,L,29.6,19.6,26.1,58.2,32.2
Casey Schmitt,RHB,SF,Brandon Sproat,R,46.4,18.6,31.2,46.6,32.2
Jose Altuve,RHB,HOU,Walbert Urena,R,33.5,37,27.6,29.4,31.9
Isaac Paredes,RHB,HOU,Walbert Urena,R,42.3,22.2,25.1,48.5,31.7
James Wood,LHB,WSH,Max Scherzer,R,45.6,38.8,18,32.3,31.6
Esmerlyn Valdez,RHB,PIT,Merrill Kelly,R,38.7,26.9,27.4,39.7,31.4
Trent Grisham,LHB,NYY,Noah Schultz,L,75.5,29.3,21,29.3,31.4
Travis Bazzana,LHB,CLE,Chase Burns,R,19.9,22.5,32.2,46,31
Ernie Clement,RHB,TOR,Andrew Alvarez,L,12.1,35.9,37.9,23.5,31
Brandon Marsh,LHB,PHI,Tyler Phillips,R,37,32,28.9,29.2,30.9
Jake Burger,RHB,TEX,George Kirby,R,47.1,16.4,36.6,37.4,30.8
Leo Jimenez,RHB,MIA,Zack Wheeler,R,33.1,44.8,,47.3,30.8
Max Kepler,LHB,ARI,Mitch Keller,R,52.4,42.7,11,28.5,30.6
Jonah Heim,SHB,ATH,Payton Tolle,L,40.1,22.9,32.5,34.2,30.3
Ke'Bryan Hayes,RHB,CIN,Slade Cecconi,R,52.6,36,12.3,34.4,30.2
Carson Benge,LHB,NYM,Martin Perez,L,38.7,30,20.3,37.8,29.9
Bryce Harper,LHB,PHI,Tyler Phillips,R,37,29,28.5,29.2,29.7
Colton Cowser,LHB,BAL,Keider Montero,R,34.8,32.5,28.3,25.6,29.7
JJ Wetherholt,LHB,STL,David Peterson,L,26.3,29.1,24.7,37.6,29.6
Jackson Holliday,LHB,BAL,Keider Montero,R,26.2,26.5,24.2,41.7,29.6
Max Schuemann,RHB,NYY,Noah Schultz,L,51,33.6,9.9,38.6,29.5
Cal Raleigh,SHB,SEA,Kumar Rocker,R,32.6,19.3,19.3,52.8,29
Willson Contreras,RHB,BOS,Jack Perkins,R,39.5,22.3,30.7,31.8,28.9
Austin Riley,RHB,ATL,Zach Thornton,L,44,24.7,9.1,51.2,28.6
Luis Garcia Jr.,LHB,WSH,Max Scherzer,R,27.7,17.3,37.4,33,28.3
Coby Mayo,RHB,BAL,Keider Montero,R,43.6,15.9,17.5,52,28.2
Jake Bauers,LHB,MIL,Tyler Mahle,R,39.1,25.5,21.8,34.9,28.1
Brady House,RHB,WSH,Max Scherzer,R,53.4,16.1,21.4,42.3,28
Elly De La Cruz,SHB,CIN,Slade Cecconi,R,27.6,23.5,18.2,46,27.9
