Split,vsLHB
Range,L10
Dates,="7/26/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
1:35 PM,Kohl Drake,@,0.2,5,7.60,0.500,0.627,4.50,0.500,1.000,0,-,4,11.1%,-,-,4.2%,-,1,20.0%,60.0%,8.3%,4,50.0%,0,-,25.0%,-,-
2:10 PM,Connor Prielipp,vs,13.1,65,2.88,0.328,0.366,1.88,0.121,0.448,1,0.68,26,25.0%,26.2%,19.3%,10.9%,11.48,6,9.2%,58.5%,6.4%,42,40.5%,5,11.9%,31.0%,7.7%,11.9%
1:40 PM,Freddy Peralta,vs,30.2,143,4.76,0.313,0.390,1.66,0.244,0.557,6,1.76,73,28.0%,21.0%,18.0%,12.7%,8.80,10,7.0%,48.3%,5.1%,102,42.2%,7,6.9%,31.4%,18.8%,17.6%
1:40 PM,Janson Junk,vs,32.2,150,4.69,0.304,0.366,1.62,0.185,0.489,5,1.38,66,17.1%,17.3%,15.1%,8.1%,7.16,12,8.0%,62.7%,7.0%,111,45.9%,8,7.2%,19.8%,22.7%,20.7%
1:35 PM,Miles Mikolas,vs,29.2,127,4.14,0.298,0.322,1.35,0.132,0.430,3,0.91,52,10.7%,7.9%,8.1%,5.3%,3.03,4,3.1%,62.2%,7.1%,113,36.3%,4,3.5%,23.0%,11.5%,15.0%
2:10 PM,Kyle Freeland,@,17.0,74,2.10,0.296,0.312,1.29,0.113,0.408,1,0.53,29,28.1%,24.3%,24.7%,14.9%,9.53,1,1.4%,67.6%,12.8%,54,25.9%,5,9.3%,24.1%,7.7%,16.7%
1:35 PM,Ranger Suarez,vs,15.1,69,3.03,0.281,0.344,1.37,0.188,0.469,2,1.17,30,31.6%,30.4%,27.6%,15.8%,12.33,3,4.3%,68.1%,7.4%,43,27.9%,3,7.0%,18.6%,25.0%,16.3%
2:10 PM,Erick Fedde,vs,25.1,115,3.85,0.279,0.320,1.58,0.115,0.394,2,0.71,41,19.1%,17.4%,12.7%,8.2%,7.11,11,9.6%,71.6%,7.6%,84,47.6%,4,4.8%,20.2%,11.8%,17.9%
1:40 PM,Framber Valdez,vs,11.2,52,2.93,0.277,0.336,1.37,0.149,0.426,1,0.77,20,30.0%,28.8%,26.8%,14.6%,11.57,3,5.8%,63.5%,6.5%,32,28.1%,2,6.2%,18.8%,16.7%,9.4%
1:35 PM,Braxton Ashcraft,vs,34.2,149,4.92,0.276,0.362,1.36,0.239,0.515,9,2.34,69,29.0%,30.2%,23.2%,15.4%,11.68,10,6.7%,66.4%,6.7%,92,56.5%,11,12.0%,32.6%,30.0%,23.9%
12:15 PM,Parker Messick,@,16.0,72,3.29,0.273,0.332,1.50,0.167,0.439,1,0.56,29,25.8%,19.4%,19.7%,11.8%,7.88,6,8.3%,58.3%,6.2%,52,30.8%,2,3.8%,25.0%,7.7%,15.4%
2:15 PM,Kyle Leahy,vs,22.0,98,3.46,0.273,0.331,1.50,0.136,0.409,2,0.82,36,23.0%,24.5%,21.1%,11.1%,9.82,9,9.2%,57.6%,7.2%,64,54.7%,7,10.9%,20.3%,15.4%,26.6%
7:20 PM,Will Warren,@,30.1,131,5.11,0.272,0.360,1.45,0.211,0.482,4,1.19,55,17.7%,13.7%,14.2%,7.6%,5.34,13,9.9%,64.7%,6.4%,98,37.8%,8,8.2%,26.5%,15.4%,20.4%
1:35 PM,Jameson Taillon,@,24.0,111,7.93,0.265,0.394,1.62,0.327,0.592,9,3.38,58,24.0%,18.0%,15.9%,10.8%,7.50,13,11.7%,56.2%,5.0%,78,39.7%,12,15.4%,44.9%,25.7%,23.1%
4:05 PM,Jose Soriano,@,30.1,138,6.03,0.261,0.341,1.62,0.151,0.412,6,1.78,49,25.9%,16.7%,17.0%,11.7%,6.82,18,13.0%,53.6%,5.1%,95,36.8%,7,7.4%,20.0%,31.6%,13.7%
1:35 PM,Shane Baz,vs,33.0,140,2.34,0.258,0.305,1.27,0.141,0.398,2,0.55,51,22.4%,27.9%,24.2%,11.0%,10.64,9,6.4%,65.7%,6.6%,92,45.7%,2,2.2%,29.3%,7.4%,13.0%
2:35 PM,Jacob deGrom,vs,30.2,131,2.55,0.254,0.292,1.27,0.131,0.385,3,0.88,47,36.1%,30.5%,25.8%,17.8%,11.74,8,6.1%,62.3%,5.5%,83,49.4%,5,6.0%,24.1%,15.0%,20.5%
2:10 PM,Jeffrey Springs,@,14.0,65,6.10,0.250,0.363,1.64,0.250,0.500,3,1.93,28,20.8%,18.5%,21.8%,9.0%,7.71,9,13.8%,49.2%,3.7%,44,25.0%,2,4.5%,22.7%,10.0%,15.9%
1:40 PM,Luinder Avila,@,28.1,117,3.06,0.245,0.288,1.24,0.104,0.349,2,0.64,37,22.1%,23.1%,19.6%,10.1%,8.58,9,7.7%,57.3%,7.0%,81,38.3%,3,3.7%,25.9%,9.5%,13.6%
1:35 PM,Kevin Gausman,@,31.0,133,4.39,0.233,0.314,1.39,0.172,0.405,4,1.16,47,26.2%,22.6%,18.4%,12.3%,8.71,16,12.0%,59.0%,3.7%,87,40.2%,4,4.6%,21.8%,15.8%,12.6%
1:40 PM,Emmet Sheehan,@,23.2,101,3.69,0.231,0.303,1.18,0.187,0.418,3,1.14,38,23.3%,25.7%,19.8%,11.6%,9.89,7,6.9%,60.0%,6.4%,66,40.9%,5,7.6%,33.3%,13.6%,31.8%
2:15 PM,Andrew Abbott,@,18.2,78,3.21,0.229,0.298,1.18,0.171,0.400,2,0.96,28,26.8%,26.9%,17.2%,13.7%,10.12,6,7.7%,73.1%,11.6%,51,39.2%,3,5.9%,39.2%,5.0%,17.6%
1:40 PM,Walker Buehler,@,26.2,112,3.78,0.228,0.295,1.24,0.178,0.406,3,1.01,41,24.9%,24.1%,23.5%,11.1%,9.11,10,8.9%,64.9%,9.7%,73,38.4%,6,8.2%,27.4%,15.0%,20.5%
12:15 PM,Drew Rasmussen,vs,30.1,123,3.36,0.222,0.265,1.02,0.128,0.350,4,1.19,41,24.4%,25.2%,18.7%,12.8%,9.20,5,4.1%,64.2%,8.5%,86,33.7%,5,5.8%,26.7%,17.4%,18.6%
1:35 PM,Reynaldo Lopez,@,17.0,77,5.63,0.215,0.339,1.53,0.231,0.446,3,1.59,29,27.7%,20.8%,14.7%,12.2%,8.47,12,15.6%,57.7%,7.1%,49,36.7%,6,12.2%,34.7%,17.6%,18.4%
2:10 PM,Ronel Blanco,@,3.1,15,9.40,0.167,0.405,1.50,0.500,0.667,2,5.40,8,38.1%,46.7%,21.9%,21.9%,18.90,3,20.0%,80.0%,6.8%,5,80.0%,2,40.0%,100.0%,40.0%,40.0%
