Matchup,MIL @ COL
Pitcher,Brandon Sproat
Pitcher Team,MIL
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.0,217,0.259,0.362,0.465,0.205,1.53,10,1.84,12.4%,24.7%,24.0%,19.8%,10.8%,9.55,58.1%,7.7%,9.8%,41.4%,32.3%,23.3%,14.3%
vsLHB,21.1,105,0.238,0.370,0.452,0.214,1.78,4,1.69,17.1%,24.0%,26.7%,20.0%,10.7%,11.81,58.1%,6.4%,8.9%,44.6%,39.3%,18.2%,12.5%
vsRHB,25.2,112,0.277,0.355,0.475,0.198,1.44,6,2.10,8.0%,25.4%,21.4%,19.7%,11.0%,8.42,58.0%,9.1%,10.4%,39.0%,27.3%,28.6%,15.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
TJ Rumfield LHB,+471,25,4.00,2,3,0.333,0.400,0.714,0.381,0.457,8.0%,20.4%,12.0%,11.1%,86.0,5.3%,-,10.5%,36.8%,42.1%,70.4,13.6%,25.0%,9.1%,91.7%,31.6%,33.3%,21.1%,42.1%,52.6%,31.6%,15.8%,39.1%
Jake McCarthy LHB,+610,25,4.80,2,2,0.238,0.320,0.524,0.286,0.353,12.0%,23.3%,28.0%,13.3%,86.7,13.3%,6.7%,20.0%,46.7%,46.7%,71.1,12.5%,17.5%,10.0%,97.6%,26.7%,50.0%,26.7%,33.3%,53.3%,20.0%,26.7%,48.0%
Willi Castro SHB,+620,27,4.80,1,2,0.273,0.407,0.455,0.182,0.377,18.5%,27.1%,29.6%,12.7%,94.6,7.1%,7.1%,14.3%,64.3%,35.7%,72.9,30.2%,20.8%,7.5%,91.4%,42.9%,16.7%,21.4%,35.7%,42.9%,42.9%,14.3%,22.2%
Tyler Freeman RHB,+658,27,4.00,1,2,0.261,0.370,0.435,0.174,0.355,11.1%,9.1%,7.4%,4.2%,90.1,9.5%,9.5%,9.5%,47.6%,23.8%,69.4,2.4%,28.6%,21.4%,95.5%,14.3%,33.3%,28.6%,52.4%,42.9%,42.9%,14.3%,31.0%
Ezequiel Tovar RHB,+526,21,4.60,1,1,0.278,0.333,0.444,0.167,0.331,9.5%,28.2%,28.6%,15.7%,81.3,7.7%,-,7.7%,30.8%,15.4%,71.0,22.6%,19.4%,6.5%,83.8%,30.8%,25.0%,7.7%,53.8%,38.5%,38.5%,23.1%,33.3%
Troy Johnston LHB,+551,27,4.80,0,0,0.320,0.370,0.400,0.080,0.340,7.4%,26.9%,22.2%,13.2%,90.3,5.3%,-,15.8%,31.6%,42.1%,69.1,2.1%,27.1%,10.4%,92.3%,5.3%,0.0%,52.6%,36.8%,42.1%,36.8%,21.1%,36.0%
Brett Sullivan LHB,N/A,24,2.60,0,1,-,0.042,-,-,0.027,4.2%,14.6%,16.7%,8.3%,83.7,-,-,15.8%,21.1%,15.8%,66.8,-,28.9%,2.2%,95.7%,31.6%,0.0%,10.5%,42.1%,52.6%,26.3%,21.1%,27.3%
Edouard Julien LHB,+613,22,3.00,0,0,0.263,0.364,0.316,0.053,0.308,13.6%,4.9%,13.6%,2.0%,86.0,-,-,25.0%,37.5%,43.8%,71.8,10.5%,21.1%,7.9%,92.7%,12.5%,0.0%,43.8%,37.5%,50.0%,31.2%,18.8%,42.9%
Kyle Karros RHB,+710,20,4.00,0,1,0.176,0.300,0.235,0.059,0.250,15.0%,22.2%,20.0%,10.0%,93.2,-,-,7.7%,46.2%,23.1%,71.1,11.8%,26.5%,8.8%,100.0%,23.1%,0.0%,15.4%,61.5%,53.8%,30.8%,15.4%,52.9%
Sterlin Thompson LHB,+572,19,3.60,0,0,0.133,0.316,0.200,0.067,0.254,15.8%,28.2%,26.3%,11.8%,88.3,-,-,-,40.0%,30.0%,75.2,55.6%,11.1%,11.1%,92.3%,10.0%,0.0%,30.0%,60.0%,20.0%,60.0%,20.0%,40.9%
Hunter Goodman RHB,+272,18,4.80,0,0,0.231,0.444,0.308,0.077,0.354,22.2%,35.3%,27.8%,14.8%,90.9,25.0%,12.5%,25.0%,25.0%,62.5%,75.3,55.9%,11.8%,5.9%,100.0%,25.0%,0.0%,62.5%,12.5%,37.5%,62.5%,-,20.0%
Chad Stevens RHB,N/A,7,2.00,0,0,-,0.143,-,-,0.093,14.3%,27.3%,42.9%,11.5%,90.2,-,-,-,33.3%,66.7%,72.5,33.3%,11.1%,11.1%,90.0%,33.3%,0.0%,66.7%,-,-,100.0%,-,40.0%
Braxton Fulford RHB,N/A,6,2.20,0,0,-,0.333,-,-,0.216,33.3%,44.4%,16.7%,16.7%,86.2,-,-,-,33.3%,33.3%,71.1,25.0%,25.0%,12.5%,88.9%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,25.0%
