Matchup,CWS @ CLE
Pitcher,Gavin Williams
Pitcher Team,CLE
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.0,243,0.264,0.328,0.454,0.189,1.32,9,1.42,6.2%,30.3%,25.9%,20.1%,15.0%,9.95,62.3%,9.3%,11.0%,49.7%,21.5%,22.9%,16.0%
vsLHB,36.0,154,0.252,0.329,0.469,0.217,1.28,6,1.50,6.5%,26.4%,26.0%,20.6%,13.1%,10.00,63.2%,9.8%,12.6%,48.5%,24.3%,20.0%,17.5%
vsRHB,21.0,89,0.286,0.326,0.429,0.143,1.38,3,1.29,5.6%,36.9%,25.8%,19.2%,18.0%,9.86,60.7%,8.6%,8.3%,51.7%,16.7%,30.0%,13.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Sam Antonacci LHB,,+600,22,37,4.40,2,3,0.452,0.541,0.710,0.258,0.530,13.5%,15.4%,10.8%,7.6%,87.0,272.1,5,2,3.7%,3.7%,14.8%,37.0%,44.4%,70.5,3.3%,23.3%,11.7%,93.8%,51.8%,25.9%,28.6%,25.9%,44.4%,40.7%,40.7%,18.5%,22.9%
Braden Montgomery SHB,,+600,29,31,4.20,1,2,0.385,0.484,0.692,0.308,0.492,16.1%,14.3%,6.5%,8.0%,89.8,289.6,4,2,4.3%,-,8.7%,47.8%,39.1%,69.3,8.5%,23.4%,14.9%,87.0%,34.7%,13.0%,33.3%,21.7%,60.9%,34.8%,30.4%,34.8%,51.7%
Tristan Peters LHB,,+680,15,28,4.00,1,1,0.250,0.250,0.429,0.179,0.293,-,10.4%,7.1%,6.2%,88.4,223.2,5,2,4.0%,4.0%,32.0%,36.0%,40.0%,70.3,9.5%,38.1%,7.1%,91.3%,68.0%,36.0%,11.1%,32.0%,20.0%,44.0%,36.0%,20.0%,44.8%
Andrew Benintendi LHB,,+450,22,23,3.80,1,1,0.273,0.304,0.500,0.227,0.346,4.3%,24.1%,13.0%,12.3%,91.7,252.2,1,1,-,-,21.1%,52.6%,21.1%,71.1,2.0%,27.5%,11.8%,92.7%,42.2%,21.1%,25.0%,21.1%,57.9%,68.4%,21.1%,10.5%,25.0%
Kyle Teel LHB,,+680,17,22,4.00,1,1,0.222,0.364,0.444,0.222,0.355,13.6%,43.2%,40.9%,20.2%,86.9,248.7,1,1,22.2%,22.2%,22.2%,55.6%,44.4%,73.9,38.1%,11.9%,7.1%,95.5%,55.5%,22.2%,50.0%,33.3%,44.4%,55.6%,33.3%,11.1%,35.0%
Chase Meidroth RHB,,+1200,19,22,4.00,1,1,0.211,0.318,0.368,0.158,0.305,13.6%,18.4%,31.8%,6.0%,89.6,229.2,1,0,8.3%,-,8.3%,25.0%,41.7%,65.5,-,25.7%,8.6%,92.1%,50.0%,16.7%,50.0%,33.3%,41.7%,25.0%,25.0%,50.0%,8.0%
Randal Grichuk RHB,—,N/A,19,12,2.40,1,2,0.250,0.250,0.583,0.333,0.355,-,25.0%,16.7%,10.0%,96.1,325.7,5,2,20.0%,10.0%,20.0%,60.0%,40.0%,75.0,53.8%,61.5%,38.5%,81.2%,50.0%,30.0%,33.3%,20.0%,40.0%,50.0%,30.0%,20.0%,23.1%
Junior Perez RHB,—,N/A,-,4,2.40,1,1,0.500,0.500,1.250,0.750,0.748,-,28.6%,50.0%,15.4%,100.9,408.6,1,1,50.0%,-,-,100.0%,50.0%,73.7,40.0%,40.0%,20.0%,71.4%,50.0%,50.0%,100.0%,-,50.0%,50.0%,50.0%,-,50.0%
Miguel Vargas RHB,,+390,15,28,4.60,0,1,0.292,0.393,0.458,0.167,0.370,14.3%,19.5%,17.9%,7.5%,94.0,292.4,7,5,15.8%,-,21.1%,57.9%,52.6%,73.9,42.5%,32.5%,17.5%,97.6%,68.4%,36.8%,0.0%,31.6%,31.6%,47.4%,42.1%,10.5%,8.3%
Colson Montgomery LHB,,+400,28,23,4.40,0,1,0.091,0.130,0.091,-,0.106,4.3%,34.0%,39.1%,16.8%,84.9,239.9,5,1,7.7%,-,15.4%,15.4%,23.1%,76.8,72.1%,11.6%,4.7%,89.6%,76.9%,69.2%,0.0%,7.7%,7.7%,15.4%,76.9%,7.7%,51.7%
Jacob Gonzalez LHB,,+630,27,20,4.00,0,2,0.278,0.350,0.389,0.111,0.325,10.0%,14.5%,15.0%,7.4%,94.1,261.7,4,1,-,-,20.0%,60.0%,33.3%,70.7,4.3%,21.3%,8.5%,88.7%,60.0%,33.3%,0.0%,26.7%,33.3%,26.7%,53.3%,20.0%,47.1%
Drew Romo SHB,—,N/A,30,16,3.00,0,0,-,-,-,-,-,-,31.2%,37.5%,18.5%,81.6,282.9,3,3,10.0%,-,20.0%,30.0%,20.0%,70.2,3.4%,17.2%,3.4%,90.6%,70.0%,60.0%,0.0%,10.0%,10.0%,40.0%,40.0%,20.0%,50.0%
Luisangel Acuna RHB,—,N/A,16,11,2.40,0,0,0.273,0.273,0.273,-,0.243,-,15.8%,18.2%,8.6%,88.9,239.6,1,1,11.1%,-,22.2%,33.3%,44.4%,72.5,25.0%,31.2%,18.8%,84.2%,33.3%,-,-,33.3%,55.6%,66.7%,11.1%,22.2%,35.7%
