Matchup,NYM @ MIA
Pitcher,Eury Perez
Pitcher Team,MIA
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,135.1,556,0.207,0.296,0.368,0.160,1.18,17,1.13,10.6%,28.9%,25.7%,19.1%,14.7%,9.51,60.9%,7.5%,10.2%,38.7%,29.4%,13.9%,18.6%
vsLHB,77.1,312,0.190,0.270,0.321,0.131,1.12,6,0.70,11.2%,29.7%,28.5%,20.3%,15.2%,10.36,59.2%,7.1%,9.7%,37.1%,30.6%,8.8%,13.4%
vsRHB,57.1,244,0.230,0.329,0.427,0.197,1.27,11,1.73,9.8%,27.7%,22.1%,17.5%,14.1%,8.48,63.1%,8.1%,10.8%,40.5%,27.8%,20.5%,24.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
A.J. Ewing LHB,,+1000,19,4.00,8,1,1,86.6,256.6,2,1,12.5%,12.5%,12.5%,37.5%,25.0%,69.6,8.3%,41.7%,8.3%,85.7%,37.5%,25.0%,50.0%,12.5%,50.0%,25.0%,37.5%,37.5%,50.0%
Francisco Lindor SHB,,+470,25,4.80,8,1,1,93.2,265.9,1,1,12.5%,12.5%,50.0%,62.5%,25.0%,75.6,70.0%,40.0%,30.0%,83.3%,62.5%,37.5%,33.3%,25.0%,37.5%,75.0%,-,25.0%,28.6%
Juan Soto LHB,,+346,31,4.40,8,1,2,93.6,258.6,2,1,12.5%,12.5%,12.5%,50.0%,37.5%,72.0,30.0%,60.0%,30.0%,100.0%,37.5%,12.5%,0.0%,25.0%,50.0%,37.5%,37.5%,25.0%,33.3%
Francisco Alvarez RHB,,+650,17,3.80,8,1,3,92.6,336.7,3,2,25.0%,12.5%,12.5%,75.0%,37.5%,73.3,27.3%,54.5%,27.3%,91.7%,50.0%,37.5%,33.3%,12.5%,50.0%,37.5%,37.5%,25.0%,50.0%
Bo Bichette RHB,,+880,14,4.20,8,1,1,85.0,265.8,2,2,12.5%,12.5%,12.5%,37.5%,50.0%,69.8,16.7%,33.3%,16.7%,92.3%,75.0%,37.5%,33.3%,37.5%,25.0%,25.0%,25.0%,50.0%,12.5%
Brett Baty LHB,,+850,21,2.00,8,1,3,97.5,326.2,4,3,37.5%,12.5%,25.0%,62.5%,37.5%,76.0,83.3%,50.0%,25.0%,100.0%,87.5%,50.0%,25.0%,37.5%,12.5%,37.5%,-,62.5%,40.0%
Mark Vientos RHB,—,N/A,23,2.40,8,0,0,90.6,221.5,2,0,-,-,-,50.0%,-,74.0,30.8%,38.5%,7.7%,92.9%,25.0%,25.0%,0.0%,-,37.5%,25.0%,37.5%,37.5%,16.7%
Carson Benge LHB,,+725,30,4.20,8,0,0,87.9,253.2,1,1,-,-,12.5%,25.0%,62.5%,70.4,8.3%,33.3%,16.7%,92.3%,87.5%,25.0%,0.0%,62.5%,12.5%,25.0%,37.5%,37.5%,25.0%
Marcus Semien RHB,,+880,13,3.60,8,0,0,89.3,291.5,2,1,-,-,12.5%,50.0%,-,68.9,-,40.0%,13.3%,100.0%,62.5%,62.5%,0.0%,-,37.5%,50.0%,50.0%,-,28.6%
Luis Torrens RHB,—,N/A,14,3.40,8,0,0,89.9,306.2,1,1,-,-,12.5%,62.5%,25.0%,69.6,-,50.0%,21.4%,100.0%,37.5%,25.0%,0.0%,12.5%,50.0%,37.5%,50.0%,12.5%,14.3%
Christopher Morel RHB,—,N/A,19,2.20,8,0,0,75.6,263.2,1,1,-,-,37.5%,12.5%,25.0%,77.3,61.5%,15.4%,7.7%,100.0%,50.0%,37.5%,0.0%,12.5%,37.5%,75.0%,25.0%,-,28.6%
Jared Young LHB,,+710,20,3.20,8,0,0,90.3,248.7,2,0,-,-,25.0%,50.0%,37.5%,73.7,41.7%,50.0%,33.3%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,50.0%,50.0%,-,25.0%
Nick Morabito RHB,—,N/A,2,2.80,3,0,0,94.3,256.2,1,0,-,-,66.7%,66.7%,66.7%,74.0,60.0%,40.0%,40.0%,100.0%,66.7%,-,-,66.7%,33.3%,100.0%,-,-,33.3%
Cristian Pache RHB,—,N/A,-,1.60,2,0,0,91.9,72.1,0,0,-,-,50.0%,50.0%,-,70.2,12.5%,12.5%,12.5%,100.0%,-,-,-,-,50.0%,50.0%,-,50.0%,50.0%
